compound_id,base_rdkit_smiles,relation_SLC6A2,avg_pKi_SLC6A2,relation_SLC6A3,avg_pKi_SLC6A3,relation_SLC6A4,avg_pKi_SLC6A4
CHEMBL215376,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C,,7.484523558617624,,7.823963565479289,,7.535063570878267
CHEMBL215988,COC(=O)[C@@H]1CN(C)CC[C@@H]1c1ccc(I)cc1,,6.068033885271827,,6.490797477668897,,6.542118103266008
CHEMBL216015,COC(=O)/C=C1/CN2C3CCC2C1C(c1ccc(C)cc1)C3,,7.5934598195660445,,7.877784121727173,,7.007402303897962
CHEMBL2165447,c1ccc(OCc2cc(OC[C@@H]3CCN3)no2)cc1,,6.718966632752273,,7.619788758288394,,
CHEMBL216736,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1cccc(/C=C/I)c1)N2,,6.990549104201306,,7.52432881167557,,9.69897000433602
CHEMBL216773,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)NC[C@H]4CC[C@H](C(=O)NCCN5C6CCC5[C@@H](C(=O)OC)[C@@H](c5ccc(Cl)c(Cl)c5)C6)CC4)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,,6.202732459169283,,6.360513510731414,,6.151810883008602
CHEMBL2170610,CC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,,,,5.811533689377039,,
CHEMBL21731,CNCCCC12CCC(c3ccccc31)c1ccccc12,,7.721848749616356,,5.636012170251509,,
CHEMBL2177497,CC(c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2ccc(C#N)cc2)C1,,,<,5.0,,
CHEMBL2179217,COc1ccc(S(=O)(=O)n2cc(C)c3cc(Cl)ccc32)cc1NC1CCN(C)CC1,,5.697669071315601,,5.537751784645002,,5.711750774428014
CHEMBL2179222,COc1ccc(S(=O)(=O)n2cc(C)c3cc(Cl)cnc32)cc1NC1CCN(C)CC1,,5.671824338561677,,5.492009275180308,<,5.0
CHEMBL217975,COc1cccc(C(CC(C)C)C2CCCCN2)c1,,5.170517578667782,,6.839926856944473,,5.3984835564926446
CHEMBL217987,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2)cc(C(C)=O)c1,,7.022276394711152,,6.924453038607469,,8.455931955649724
CHEMBL2180069,C[C@H](c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2ncccn2)C1,,,<,5.0,,
CHEMBL2180073,C[C@H](c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2ccccc2)C1,,,,6.533132379645891,,
CHEMBL2180074,CC(c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2ccc(F)cc2)C1,,,,5.920818753952375,,
CHEMBL218082,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,,7.638272163982407,,8.455931955649724,,9.017728766960431
CHEMBL218174,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C)c1,,6.590066876668706,,7.017728766960431,,6.242603971206976
CHEMBL2181744,Cc1c(Sc2ccc(Cl)cc2)c2ncccc2n1CC(=O)O,,,,,,6.844663962534939
CHEMBL218193,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,,5.548455006504028,,5.212131365172006,,5.62551856937192
CHEMBL218262,C=CCN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cc(C(C)=O)cc(C(C)=O)c1,,6.057495893831919,,6.527243550682788,,7.161150909262744
CHEMBL218568,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)cc(C(C)=O)c1,,5.856985199745905,,6.345823458122039,,7.397940008672037
CHEMBL218581,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccccc3)CCN2)c1,,7.4089353929735005,,7.494850021680094,,7.376750709602099
CHEMBL218847,CCCC(c1ccc(Cl)cc1)C1CCCCN1,,6.27642098432889,,7.189411859112482,,5.531743128760553
CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,,,,6.69149982943955,,
CHEMBL218849,CCCCC(c1ccc(Cl)cc1)C1CCCCN1,,6.217076090663241,,7.322753699705281,,5.3426451535224135
CHEMBL218894,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,,5.152259161754901,,6.698752965596359,,5.7875591816844665
CHEMBL218997,N#Cc1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccccc3)CCN2)c1,,7.384520222125715,,7.734260541478872,,7.361769097913378
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,7.261439372640169,,8.254319153082864,,6.0713337517843655
CHEMBL219048,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2)c1,,6.632644078973981,,6.6595558851598815,,7.744727494896693
CHEMBL219116,COC(=O)C(c1ccc(Cl)cc1)C1CCCCN1,,6.039682731663632,,6.650514997831991,,5.225498368987106
CHEMBL219224,CC(c1ccc(Cl)cc1)C1CCCCN1,,5.76189857380526,,6.015999954645336,,5.04334595115113
CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,,5.682258126592544,,6.887345359137068,,5.969273760456403
CHEMBL219334,CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1,,5.689879905077085,,5.75387898136084,,5.363847077798956
CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,,7.053396623470076,,7.642835120127383,,5.494850021680094
CHEMBL219540,CC(=O)C(c1ccccc1)C1CCCCN1,,5.568636235841013,,6.431798275933005,,5.107905397309519
CHEMBL219649,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,7.965907069126919,,8.189879905077085,,6.045757490560675
CHEMBL219653,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,,5.677288865325454,,7.267755226283014,,5.516226011890568
CHEMBL219703,CCCCCC(c1ccc(Cl)cc1)C1CCCCN1,,6.309894379144197,,6.849376455681894,,5.550637409205253
CHEMBL219707,Clc1ccc(C(CC2CCCCC2)C2CCCCN2)cc1,,5.371641127011257,,6.735541649861172,,5.73877788324684
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,5.586197483230649,,,,5.789681480173768
CHEMBL220195,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,,7.949814727441218,,5.698970004336019
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,,5.711254100081387,,7.2827155479829,,5.297839766389135
CHEMBL2203406,CCCN(CC[C@]1(O)C[C@H](NC(=O)c2ccc3ccccc3c2)C1)[C@H]1CCc2nc(N)sc2C1,,6.360513510731414,,6.688246138944246,,7.494850021680094
CHEMBL2203551,c1ccc(OCc2cc(OC[C@@H]3CCCN3)no2)cc1,,6.692503962086787,,6.428291168191312,,
CHEMBL2205811,COc1cccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)c1,,5.439137305272535,,5.497572880015567,,
CHEMBL2205812,COc1ccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1,<,5.0,,,,
CHEMBL2205813,COc1cccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)c1OC,,,<,5.0,,
CHEMBL2205814,COc1ccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1OC,,,,,,5.369165482171949
CHEMBL2205827,COc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1OC,<,5.0,,,,5.354479485094126
CHEMBL2205832,OC12C3C4CC5C6C4C1C6C(C53)N2Cc1ccccn1,,,<,5.0,,
CHEMBL2205836,COc1ccccc1CCN1C2C3C4CC5C6C4C2C6C1(O)C53,,5.004145520125434,,,,6.261219441515631
CHEMBL2206307,COC(=O)[C@H]1[C@@H](c2ccc(Cl)cc2)C[C@@H]2CC[C@H]1N2CCF,,,,8.096910013008056,,
CHEMBL2206441,COc1ccc(F)cc1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1,,,,5.300595918184663,,
CHEMBL2206445,COc1c(F)ccc(F)c1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1,,,<,5.070581074285707,,
CHEMBL2206507,Cc1ccc2c(c1)CN(C)CC2c1cccc(Cl)c1,,8.301029995663981,,7.443697499232712,,6.471083299722345
CHEMBL2206508,Cc1ccc2c(c1)CN(C)CC2c1cc(F)cc(F)c1,,8.236572006437063,,7.107905397309519,,5.667763584508557
CHEMBL2206509,Cc1ccc2c(c1)CN(C)C[C@H]2c1ccc(F)cc1,,8.148741651280925,,7.441291429466834,,6.636388020107856
CHEMBL2206510,Cc1ccc2c(c1)CN(C)CC2c1ccc(Cl)cc1,,7.327902142064283,,7.392544976785332,,6.935542010773082
CHEMBL2206511,Cc1ccc2c(c1)CN(C)C[C@H]2c1cccc(F)c1,,7.455931955649724,,6.536107011014093,,5.636388020107856
CHEMBL2206512,Cc1cccc2c1CN(C)CC2c1ccccc1,,7.0,,6.559090917934782,,5.844663962534939
CHEMBL2206513,COc1cccc2c1CN(C)CC2c1ccccc1,,6.866461091629782,,6.804100347590766,,5.374276090474244
CHEMBL2206514,CN1Cc2c(O)cccc2C(c2ccccc2)C1,,6.863279432843593,,6.889410289700751,,5.688246138944246
CHEMBL2206515,CN1Cc2ccccc2C(c2ccccc2)C1,,6.623423042943488,,6.430626090384954,,5.82102305270683
CHEMBL2206516,Cc1ccc2c(c1)CN(C)CC2c1ccccc1,,7.455931955649724,,6.950781977329818,,5.913640169325252
CHEMBL2206517,CCc1ccc2c(c1)CN(C)CC2c1ccccc1,,7.267606240177032,,6.632644078973981,,6.115204636051019
CHEMBL2206518,COc1ccc2c(c1)CN(C)CC2c1ccccc1,,7.497572880015567,,7.086186147616283,,5.838631997765025
CHEMBL2206519,CCOc1ccc2c(c1)CN(C)CC2c1ccccc1,,6.939302159646388,,6.6777807052660805,,6.453457336521869
CHEMBL2206520,Cc1ccc2c(c1)C(c1ccccc1)CN(C)C2,,6.935542010773082,,6.97061622231479,,5.54515513999149
CHEMBL2206521,COc1ccc2c(c1)C(c1ccccc1)CN(C)C2,,5.991399828238082,,6.761953896871205,,5.804100347590766
CHEMBL2206522,Cc1cccc2c1C(c1ccccc1)CN(C)C2,,6.09366495819491,,5.735182176990463,,
CHEMBL2206523,CN1Cc2ccccc2C(c2ccc(Cl)cc2)C1,,6.876750709602099,,6.934383202705158,,6.67630851494269
CHEMBL2206524,CN1Cc2ccccc2C(c2ccc(F)c(F)c2)C1,,7.910094888560602,,7.005243055412372,,6.575118363368933
CHEMBL2206525,CN1Cc2ccccc2C(c2ccc(Cl)c(F)c2)C1,,8.142667503568731,,7.349692476868063,,7.087777943467584
CHEMBL2206526,Cc1ccc(C2CN(C)Cc3ccccc32)cc1F,,8.356547323513812,,7.521433504406157,,6.991399828238082
CHEMBL2206527,Cc1cc(C2CN(C)Cc3ccccc32)ccc1F,,7.8696662315049934,,7.214670164989233,,6.928117992693875
CHEMBL2206528,Cc1cccc2c1CN(C)CC2c1ccc(F)c(F)c1,,7.431798275933005,,7.236572006437063,,
CHEMBL2206529,Cc1ccc(C2CN(C)Cc3c(C)cccc32)cc1,,7.721246399047171,,7.97469413473523,,6.0851281824599495
CHEMBL2206530,CN1Cc2cc(F)ccc2C(c2ccccc2)C1,,7.5376020021010435,,6.16304326294045,,5.832682665251824
CHEMBL2206531,COc1ccc2c(c1)CN(C)CC2c1ccc(F)c(F)c1,,8.045757490560675,,7.113509274827518,,6.275724130399211
CHEMBL2206532,COc1ccc2c(c1)CN(C)CC2c1cccc(C)c1,,8.136677139879543,,7.602059991327962,,6.319664486585436
CHEMBL2206533,COc1ccc2c(c1)CN(C)CC2c1ccc(C)c(F)c1,,7.782516055786093,,7.667561540084395,,6.954677021213342
CHEMBL2206534,CN1Cc2cc(O)ccc2C(c2ccc(F)c(F)c2)C1,,7.886056647693163,,7.1938200260161125,,6.542118103266008
CHEMBL2206535,Cc1ccc(C2CN(C)Cc3cc(C)ccc32)cc1,,7.823908740944319,,7.568636235841013,,6.91721462968355
CHEMBL2206536,Cc1ccc2c(c1)CN(C)CC2c1ccc(F)c(F)c1,,7.853871964321762,,6.97469413473523,,6.226213555018807
CHEMBL220713,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCF)cc(C(C)=O)c1,,6.498940737782249,,6.186419011431808,,7.309803919971486
CHEMBL2207484,CCCN1CCC(c2c[nH]c3cc(F)ccc23)CC1,,,,,,7.346787486224656
CHEMBL2207485,CCCN1CCC(c2cn(C)c3cc(F)ccc23)CC1,,,,,,7.346787486224656
CHEMBL2207486,CCCN1CCC(c2cn(C)c3ccc(F)cc23)CC1,,,,,,7.236572006437063
CHEMBL2207487,CCCN1CCC(c2csc3ccccc23)CC1,,,,,,8.187086643357144
CHEMBL2207488,CCCN1CCC(c2coc3ccccc23)CC1,,,,,,6.082494490447453
CHEMBL2207489,CCCN1CCC(c2noc3cc(F)ccc23)CC1,,,,,,4.525346746637937
CHEMBL2207490,CCCN1CCC(c2n[nH]c3ccccc23)CC1,,,,,,5.248874928464416
CHEMBL2207491,CCCN1CCC(n2ccc3ccccc32)CC1,,,,,,7.267606240177032
CHEMBL2207492,CCCN1CCC(n2cnc3ccccc32)CC1,,,,,,6.913640169325252
CHEMBL2207493,CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,,,,,5.454445492765935
CHEMBL2207494,CCCN1CCC(n2c(=O)n(C)c3cc(Cl)ccc32)CC1,,,,,,5.6495581434649385
CHEMBL2207495,CCCN1CCC(N2C(=O)C(=O)c3ccccc32)CC1,,,,,,4.622875957653544
CHEMBL2207496,CCCN1CCC(c2cccc3ccccc23)CC1,,,,,,7.2839966563652
CHEMBL2207497,CCCN1CCC(c2ccc3ccccc3c2)CC1,,,,,,6.896196279044043
CHEMBL2207498,CCCN1CCC(c2cc3ccccc3s2)CC1,,,,,,6.886056647693163
CHEMBL220765,C#CCN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cc(C(C)=O)cc(C(C)=O)c1,,6.280668713016273,,6.20690839982342,,6.515700160653214
CHEMBL220766,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C(=N)N)cc(C(C)=O)c1,,6.411168274405792,,7.508638306165727,,7.721246399047171
CHEMBL220801,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)c1,,5.739928612014925,,5.649751981665837,,7.301029995663981
CHEMBL220819,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC2CC2)c1,,5.462306805632609,,6.600326278518962,,6.931814138253839
CHEMBL221067,CCCN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cccc(C(C)=O)c1,,5.380072289708532,,6.121478204498794,,6.528708288941061
CHEMBL221753,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,,6.045757490560675,,5.964570261815451,,5.887730231582729
CHEMBL22183,Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,,6.73236476553272,,5.54764748249698,,8.986787707245659
CHEMBL221903,C=CCN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cccc(C(C)=O)c1,,5.910094888560602,,6.068033885271827,,6.66354026615147
CHEMBL221993,COC(=O)[C@H]1[C@H]2CCC(C[C@H]1c1ccc(C)cc1)N2C,,5.714442690992226,,,,
CHEMBL222705,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(F)cc1)N2C,,6.130181792020672,,,,6.337242168318426
CHEMBL223058,CNC[C@@H](O)CN1c2ccccc2CCc2ccccc21,,8.081445469449726,,,,
CHEMBL223166,COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,,8.715093200701567,,5.260156567995589,,6.732828271596986
CHEMBL224062,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1,,6.718966632752273,,,,6.3872161432802645
CHEMBL224093,C[n+]1ccc(-c2ccc(SS(C)(=O)=O)cc2)cc1,,,,,,2.886056647693163
CHEMBL224771,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccccc2)N3C)cc1,,6.552841968657781,,,,7.0
CHEMBL224819,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,,7.790484985457369,,,,7.686132779630847
CHEMBL225235,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(F)cc2)N3C)cc1,,7.214670164989233,,,,7.602059991327962
CHEMBL226636,COc1cc2c(cc1OC)C1=NOC(CN3CCN(C/C=C/c4ccc(F)cc4)CC3)C1CO2,,,,,,8.261154880860547
CHEMBL226933,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1,,5.440093374963888,,7.275724130399211,,5.43533393574791
CHEMBL226984,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc([N+](=O)[O-])c4)s2)N3C)cc1,,6.00436480540245,,7.853871964321762,,6.236572006437063
CHEMBL227179,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccccc3)s1)[C@@H](c1ccc(Cl)cc1)C2,,5.735182176990463,,7.744727494896693,,5.573488738635425
CHEMBL227180,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,,5.568636235841013,,7.552841968657781,,5.621602099051862
CHEMBL227231,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3cccc(Br)c3)s1)[C@@H](c1ccc(Cl)cc1)C2,,5.596879478824182,,7.4089353929735005,,5.823908740944319
CHEMBL227232,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc([N+](=O)[O-])cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,,5.6439741428068775,,8.214670164989233,,5.739928612014925
CHEMBL227233,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1,,5.896196279044043,,8.065501548756432,,5.2839966563652006
CHEMBL229381,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)cc4)s2)N3C)cc1,,5.542118103266008,,6.673664139071248,,5.87942606879415
CHEMBL229429,N#Cc1cc(F)cc(C#Cc2csc(CF)n2)c1,<,5.0,<,5.0,<,5.0
CHEMBL229436,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc([N+](=O)[O-])cc4)s2)N3C)cc1,,5.705533773838407,,6.853871964321762,,5.785156151952302
CHEMBL229699,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(F)cc4)s2)N3C)cc1,,5.787812395596042,,7.214670164989233,,5.764471553092451
CHEMBL230000,O=C(OCCF)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,,7.552841968657781,,7.886056647693163,,10.096910013008056
CHEMBL23034,CN(C)Cc1ccccc1Sc1ccc(I)cc1N,,6.06002298563434,,6.075720713938118,,10.943028323846583
CHEMBL2308105,Fc1ccc(C(O[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCc2ccccc2)c2ccc(F)cc2)cc1,,,,7.410050398674292,,
CHEMBL2314215,O=C(OCCF)[C@H]1[C@@H](c2ccc(/C=C\I)cc2)C[C@H]2CC[C@H]1N2,,,,,,10.096910013008056
CHEMBL2314216,CN(C)Cc1cc(I)ccc1Sc1ccccc1N,,,,,,9.0
CHEMBL2314217,CN(C)Cc1cc(I)ccc1Sc1ccccc1CO,,,,,,10.522878745280336
CHEMBL231684,COC(=O)[C@@H]1CCCCC[C@@H]1c1ccc(-c2ccccc2)cc1,,4.292429823902063,,3.504455662453552,,4.136677139879544
CHEMBL231858,COC(=O)C1=C(c2cccc(Cl)c2)CCCC1,,3.2648910733946277,,4.390867984850206,,2.9281179926938745
CHEMBL232010,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCN(c5ccc(C(F)(F)F)cc5)CC4)ccc32)cc1,,,,,,7.481486060122112
CHEMBL232068,COC(=O)C1=C(c2ccc3ccccc3c2)CCCC1,,4.545757490560675,,5.224909110127515,,3.962573502059376
CHEMBL232069,COC(=O)C1=C(c2ccc(-c3ccccc3)cc2)CCCC1,,3.6675615400843946,,3.579198035895991,,3.075204004202088
CHEMBL232070,COC(=O)C1=C(c2ccc(C(C)(C)C)cc2)CCCC1,,2.958607314841775,,3.218244625347531,,2.6478174818886373
CHEMBL2321990,OCC[C@@]1(c2ccc(Cl)c(Cl)c2)CCCCNC1,,7.309803919971486,,7.040958607678906,,6.638272163982407
CHEMBL2321991,OCC[C@]1(c2ccc(Cl)c(Cl)c2)CCCNC1,,8.481486060122112,,8.031517051446064,,7.376750709602099
CHEMBL2321992,OCC[C@@]1(c2ccc(Cl)c(Cl)c2)CCCNC1,,6.6020599913279625,,6.853871964321762,,6.6020599913279625
CHEMBL2321993,OCC[C@]1(c2cc3ccccc3o2)CCCNC1,,8.397940008672037,,8.221848749616356,,6.638272163982407
CHEMBL2321994,OCC[C@@]1(c2cc3ccccc3o2)CCCNC1,,6.366531544420414,,6.3979400086720375,,
CHEMBL2321995,CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,,7.244125144327507,,8.301029995663981,,7.0
CHEMBL2321996,CN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1,,7.920818753952375,,8.522878745280337,,7.080921907623926
CHEMBL2321997,CN1CC=CC[C@@H](c2ccc(Cl)c(Cl)c2)C1,,7.267606240177032,,7.886056647693163,,6.886056647693163
CHEMBL2321998,Clc1ccc(C2CC=CCNC2)cc1Cl,,7.180456064458132,,8.221848749616356,,6.657577319177793
CHEMBL2321999,Clc1ccc([C@H]2CC=CCNC2)cc1Cl,,7.769551078621726,,8.221848749616356,,6.657577319177793
CHEMBL2322000,Clc1ccc([C@@H]2CC=CCNC2)cc1Cl,,7.619788758288394,,8.096910013008056,,6.376750709602099
CHEMBL2322001,C1=CCC(c2ccc3ccccc3c2)CNC1,,7.602059991327962,,8.0,,7.200659450546418
CHEMBL2322002,Cc1ccc(C2CC=CCNC2)cc1Cl,,7.080921907623926,,7.309803919971486,,6.221848749616356
CHEMBL232218,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCN(C(=O)c5cccn5C)CC4)ccc32)cc1,,,,,,8.05551732784983
CHEMBL232299,COC(=O)C1=C(c2ccc(-c3ccccc3)cc2)CCCCC1,,5.147496020333332,,5.895242492728684,,4.494850021680094
CHEMBL232498,C/C=C/C1=C(c2ccc(Cl)c(Cl)c2)CCCC1,,3.5934598195660445,,4.667679012221937,,3.4190750243243806
CHEMBL232620,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCN(C(C)=O)CC4)ccc32)cc1,,,,,,7.376750709602099
CHEMBL232621,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCN(C(=O)C(C)C)CC4)ccc32)cc1,,,,,,7.823908740944319
CHEMBL232660,COc1ccc(C2CN(C)Cc3cc(OCCCNC4CC4)ccc32)cc1,,,,,,7.714442690992226
CHEMBL232661,COc1ccc(C2CN(C)Cc3cc(OCCCN(C4CC4)C4CC4)ccc32)cc1,,,,,,8.013228265733755
CHEMBL232663,COC(=O)C1=C(c2ccc(C(C)(C)C)cc2)CCCCC1,,4.207608310501746,,3.053547734986927,,2.98296666070122
CHEMBL2326684,Cc1cc(C2CC=CCN(C)C2)ccc1Cl,,6.886056647693163,,7.638272163982407,,6.568636235841013
CHEMBL2326685,Cc1cc(C2CC=CCNC2)ccc1Cl,,6.769551078621726,,7.619788758288394,,
CHEMBL2326686,Fc1ccc(C2CC=CCNC2)cc1Cl,,6.886056647693163,,7.167491087293763,,5.823908740944319
CHEMBL2326687,Clc1ccc(C2CC=CCNC2)cc1,,6.6020599913279625,,7.602059991327962,,
CHEMBL2326688,Clc1cccc(C2CC=CCNC2)c1,,6.366531544420414,,6.619788758288394,,
CHEMBL2326689,CN1CC=CCC(c2cc3ccccc3o2)C1,,6.920818753952375,,7.221848749616356,,6.096910013008056
CHEMBL2326690,C1=CCC(c2cc3ccccc3o2)CNC1,,7.337242168318426,,7.638272163982407,,6.619788758288394
CHEMBL2326691,CN1CCCCC(c2ccc(Cl)c(Cl)c2)C1,,7.130768280269024,,8.096910013008056,,6.585026652029182
CHEMBL2326692,Clc1ccc(C2CCCCNC2)cc1Cl,,6.886056647693163,,7.958607314841775,,6.853871964321762
CHEMBL2326693,OCCN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1,,7.920818753952375,,7.431798275933005,,6.823908740944319
CHEMBL2326694,COCCN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1,,7.823908740944319,,8.045757490560675,,6.267606240177032
CHEMBL2326695,OCC[C@]1(c2ccc(Cl)c(Cl)c2)CCCCNC1,,8.292429823902063,,8.3767507096021,,7.508638306165727
CHEMBL232671,COC(=O)C1=C(c2cccc(Cl)c2)CCC1,,3.436528641027886,,4.464260510449303,,2.6497519816658373
CHEMBL232672,COC(=O)C1=C(c2ccc(OC)cc2)CCC1,,3.0583112551258305,,3.851935989020669,,2.570247719997592
CHEMBL232674,COC(=O)C1=C(c2cccc(N)c2)CCC1,,3.243693818241172,,3.345068858879779,,2.623484388304713
CHEMBL232675,COC(=O)C1=C(c2ccc([N+](=O)[O-])cc2)CCC1,,3.9546770212133424,,5.184422251675732,,2.9427143555817854
CHEMBL232866,COC(=O)C1=C(c2ccc(OC(F)(F)F)cc2)CCC1,,2.540004743952609,,2.5784590210078617,,2.42021640338319
CHEMBL232867,COC(=O)C1=C(c2ccc(C(C)=O)cc2)CCC1,,3.4047781201466547,,3.75491970495971,,3.231938034601244
CHEMBL232870,COC(=O)C1=C(c2ccc(Cl)cc2)CCCC1,,3.253060551715702,,4.0702905468892645,,2.7304870557820835
CHEMBL232879,COC(=O)C1=C(c2cccc([N+](=O)[O-])c2)CCCC1,,3.9172146296835497,,3.6216020990518634,,4.542118103266008
CHEMBL233053,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCOCC4)ccc32)cc1,,,,,,8.187086643357144
CHEMBL233054,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,,,,,,8.41883932287229
CHEMBL233088,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CCCCC1,,5.074983371155115,,6.077326931294296,,3.826813731587726
CHEMBL233210,C[C@H]1CN(c2cccc3cc(C#N)ccc23)CCN1CC[C@@H]1OCCc2cc(C(N)=O)ccc21,,,,,,8.657577319177793
CHEMBL233470,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCCC(F)(F)C4)ccc32)cc1,,,,,,8.086186147616283
CHEMBL233471,COc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(CO)CC4)ccc32)cc1,,,,,,8.494850021680094
CHEMBL233530,COC(=O)[C@@H]1CCCC[C@@H]1c1ccccc1,,2.8664610916297826,,3.010995384301463,,2.8210230527068307
CHEMBL233532,COC(=O)[C@@H]1CCCC[C@@H]1c1ccc(-c2ccccc2)cc1,,3.1817741063860443,,3.0809219076239263,,3.408935392973501
