compound_id,base_rdkit_smiles,avg_pKi,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,7.714728530059051,9.274544910556816,-4.780046926177882,9.274544910556816,0.8939193462878985,0.766395689254175,300.2729999999995,277.08899999999994,299.12075509600066,106,0,0.12249373476825987,-0.3133729504433872,0.3133729504433872,0.12249373476825987,1.6842105263157894,2.5789473684210527,3.4210526315789473,3.4463137839881197,1242.8988714179384,34.04145188432738,32.20314254151841,10.715000433555321,18.080127018922195,16.27239166400914,5.58110701452764,3.075178068509185,3.8311070145276407,1.9285084182813628,2.592187177004875,1.175573244721604,1.4118010403523713,-0.24000000000000007,115118147.40457518,3.236259690346451,7.517947224258325,4.110243976617604,158.60376588340316,5.309813353288376,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.21496530941214,49.15788098069074,32.06230503558382,14.157542295993311,31.568530314073033,23.20187978046503,0.0,5.309813353288376,0.0,57.00129167898467,6.496859684315945,33.73597424216953,0.0,0.0,5.309813353288376,0.0,0.0,23.20187978046503,12.51475215266559,0.0,0.0,86.70353893807682,18.127256122989884,11.457108705810853,0.0,0.0,12.03,102.54393895875855,1.3707585561702202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.39965153836789,189.4015931373548,11.751333668655619,0.0,-3.0232104408121288,-1.7895342025699164,-4.691720679012348,-8.991804636978248,-26.675608268770482,-8.258826355645141,0.0,0.625,19,1,1,0,1,1,1,0,1,1,1,3,6,0,1,1,2,5.409300000000004,84.36970000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL566193,CC(C)(C)NC1CCc2ccc(Cl)cc2C1=O,5.0,13.517414808515994,-4.392374220521544,13.517414808515994,0.895398833144369,0.8304411255405327,251.75700000000015,233.61299999999997,251.107691876,92,0,0.17958108547171542,-0.30240650068034064,0.30240650068034064,0.17958108547171542,1.7058823529411764,2.4705882352941178,3.176470588235294,3.181556799888144,1035.126861470553,28.11880215351701,26.23342635897305,8.989355304991502,15.202135486850342,13.28753357273646,4.71828445024573,3.1889267749864816,3.5668912479957093,1.8095396696974824,1.9985219062020962,1.190711531440799,1.3324482088192593,-0.8600000000000001,5948286.894680281,2.996068692139322,4.430099979569723,2.877597911801991,132.707285026933,5.309813353288376,1.4118420783282006,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,17.643358597895812,50.94981506156938,33.94487128803453,11.500926693030525,29.509274717293756,17.384184836597456,0.0,5.309813353288376,0.0,44.858343875278784,0.0,34.276792420125204,0.0,0.0,5.309813353288376,0.0,0.0,11.600939890232516,17.34006266709793,6.372924901329379,0.0,66.15293687557602,18.127256122989884,6.434475392069527,0.0,0.0,29.1,90.22819459505732,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.31567742345446,143.0759537981859,5.774637673742335,13.517414808515994,-1.9631822798563874,-6.874479284769465,-2.078564814814815,-7.518252236079618,-7.809650100781056,-12.59609978636517,0.0,0.5,17,1,2,1,0,1,1,0,1,2,1,3,1,0,0,0,2,3.225600000000002,70.78020000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL2321991,OCC[C@]1(c2ccc(Cl)c(Cl)c2)CCCNC1,8.481486060122112,8.545866874527588,-4.270735701688084,8.545866874527588,0.7556655879944574,0.8876881121205364,274.1909999999997,257.055,273.06871952400047,94,0,0.21003728034044755,-0.396341588664012,0.396341588664012,0.21003728034044755,1.6470588235294117,2.5294117647058822,3.3529411764705883,3.429653395334898,984.6189857018434,27.24855866551393,25.111390831982277,9.623248724019184,14.890787190702017,12.634764099704938,5.035231159759571,2.9404367422501614,3.696365688268617,1.9236377551518509,2.5873165138753635,1.1616689494648313,1.3978967450955984,-0.2800000000000001,5164353.74251931,3.4275351993034464,5.5740547334024555,2.7639754066510838,135.96002054952973,10.418621544395588,1.4118420783282006,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,29.24429848812833,43.263923295327665,32.17842095833121,16.899059408333752,27.082028611988708,23.20187978046503,1.4311996572326342,5.309813353288376,0.0,24.533765173384918,19.55270461154818,33.73597424216953,0.0,0.0,5.309813353288376,0.0,0.0,23.20187978046503,26.092712459888023,5.41499046939678,0.0,45.243604538238465,18.127256122989884,11.457108705810853,0.0,0.0,32.26,83.13225738039101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,46.60629985857919,138.37305179376278,11.70587819052518,0.0,1.3106150225007691,-5.683780864197532,0.0,-3.738267983119173,-12.547404061161505,-11.947869876088298,0.0,0.5384615384615384,17,2,2,0,1,1,1,0,1,2,2,4,4,0,1,1,2,2.9970000000000008,71.94650000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL242338,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@H]2CC[C@@H]1N2C,7.734260541478872,13.585552563618037,-4.55409769463341,13.585552563618037,0.40658100277147846,0.5792186410063757,385.2449999999998,365.08500000000015,385.0538768800006,108,0,0.3103762189918535,-0.4687322280225322,0.4687322280225322,0.3103762189918535,1.55,2.35,3.05,2.79415119176609,1265.4848816036065,31.825908934703556,29.64167464943691,11.799172940613234,17.419278969168957,15.222175065450346,6.300924211038507,3.7361255798107713,4.81487472539893,2.618035059146318,3.1574096319403986,1.7622802451917958,2.0319675315888364,-0.6200000000000001,69034046.14320391,3.8235239435231247,5.63818306488729,2.3675707788912215,161.46531108055842,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,9.694446914922299,0.0,0.0,0.0,12.08483741532659,66.33376113836202,39.31978612334064,22.527220037437203,36.946571261276276,28.560175915019904,0.0,4.899909730850478,5.893957685363079,37.04851732605051,14.013779359164834,33.303308593415565,0.0,0.0,0.0,0.0,0.0,22.590870627068057,36.91877931466645,9.53140013787187,9.464139956428475,57.99135500445267,24.16967483065318,0.0,0.0,0.0,29.54,101.12877798279632,6.165295740242042,0.0,0.0,0.0,0.0,22.590870627068057,0.0,0.0,4.736862953800049,26.044412567234176,170.21851543564293,1.352604251830821,12.860072593852353,0.0,-1.5441206727135295,-11.46688822751323,-13.190666375346437,-12.807288950302347,-4.052812641198454,-3.832748747585457,0.5625,20,0,3,0,2,2,1,0,1,3,0,4,4,0,2,2,3,3.0305000000000017,86.59600000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL476942,CC(C)C(=O)N(Cc1ccccc1C(C)C)[C@H]1CCNC1,7.154901959985743,14.328650399974805,-4.849097222222227,14.328650399974805,0.9577700486058625,0.9024152956356621,288.43499999999943,260.21099999999996,288.22016351600075,116,0,0.22521759143575595,-0.3338303061633417,0.3338303061633417,0.22521759143575595,1.6666666666666667,2.4761904761904763,3.142857142857143,3.563435559058937,1471.00089957616,39.69615242270663,38.30267548146378,10.30267548146378,21.068160890634783,19.269371729481783,5.3221581339818265,3.561383154283389,3.561383154283389,2.193678055970904,2.193678055970904,1.3113348632193351,1.3113348632193351,-1.35,1798020753.185271,2.887716389801094,7.078137630242836,3.849101414694884,167.6733259295192,10.209723084138854,1.4118420783282006,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,51.57724329983589,29.890645254402394,52.320740645749055,9.59530989319154,43.21686027899598,5.907179729351506,0.0,10.209723084138854,5.893957685363079,52.189203208540754,12.99371936863189,35.29657781404717,0.0,0.0,5.309813353288376,0.0,0.0,0.0,29.818701297183516,11.291396868387768,5.893957685363079,87.81183505586506,24.16967483065318,1.4118420783282006,0.0,0.0,32.34,122.49036089007326,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.422323094924145,227.66629978689014,0.0,12.99227804547745,-0.9577700486058625,-4.205687358276644,-12.213445058578998,-11.602055224867726,-4.50390164399093,-30.759051831380706,0.0,0.6111111111111112,21,1,3,0,1,1,1,0,1,2,1,3,9,0,1,1,2,3.156500000000001,87.19370000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL204538,CC#Cc1ccc(C(=O)C(CCC)N2CCCC2)cc1,7.156144577376839,14.115633582136553,-4.716800713340894,14.115633582136553,0.9179758361678008,0.6020594496759402,269.3879999999998,246.20399999999995,269.17796435600036,106,0,0.17944348339582888,-0.29327503404362043,0.29327503404362043,0.17944348339582888,1.55,2.3,2.95,3.2110631162829884,1336.7897986975677,34.5330157158901,32.85546188596382,9.855461885963821,18.63658689871785,16.62494453848187,5.124944538481869,3.2367479373568586,3.2367479373568586,2.05705704863265,2.05705704863265,1.2503053958581904,1.2503053958581904,-1.5899999999999999,181392627.35567603,3.1025214002983756,7.26116997417094,3.491088892135936,154.03978000469306,0.0,0.0,5.783244946364939,0.0,0.0,0.0,9.694446914922299,0.0,0.0,5.920434318855644,31.230088752807294,51.04922360524229,35.800556994457956,12.871685249200745,36.32198397598689,5.783244946364939,0.0,4.899909730850478,0.0,45.21337630825852,12.99371936863189,35.29657781404717,0.0,11.840868637711289,0.0,0.0,0.0,0.0,29.69476651419695,0.0,11.840868637711289,86.64437079928969,24.16967483065318,0.0,0.0,0.0,20.310000000000002,104.18682816815303,4.794537184071822,0.0,0.0,0.0,0.0,0.0,5.920434318855644,5.920434318855644,0.0,31.527446791915054,183.30186443171553,0.0,13.150719041059943,0.0,-2.5760564295162514,1.0172796543433718,-10.226066612601834,-17.17868624851837,-15.57238716981577,0.0,0.5,20,0,2,0,1,1,1,0,1,2,0,2,6,0,1,1,2,3.505200000000003,82.82750000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL1818545,CC(C)c1nnn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,6.399996913372259,9.016871990565773,-4.021849607898718,9.016871990565773,0.3217306171439769,0.9009732471110826,366.2959999999997,345.1280000000001,365.1174010320006,128,0,0.17682321685847027,-0.31604149357668276,0.31604149357668276,0.17682321685847027,1.5833333333333333,2.4583333333333335,3.2916666666666665,2.2156638421584423,1539.3475668126212,35.31747276626628,32.49199692351824,13.003854815555155,19.79047044996727,16.793212057259083,7.101927407777578,4.852670304459149,5.608599250477603,3.4025254126563103,4.066204171379823,2.2271308921903303,2.463358687821097,-1.17,951220600.5554562,4.9609524835492715,5.6816374261744516,2.4492229132900967,180.82852449126568,5.309813353288376,1.4118420783282006,5.824404497999927,0.0,0.0,0.0,0.0,0.0,4.796506222499014,10.197363616602075,42.94808272271969,42.10438348965315,43.78217665102591,23.395919092649695,28.827013201732594,23.20187978046503,0.0,25.51706828804433,5.41499046939678,44.25544187632591,12.99371936863189,39.56037874016946,0.0,0.0,5.309813353288376,0.0,0.0,23.20187978046503,33.200974303387845,11.911850153712724,5.41499046939678,71.14661883571455,18.127256122989884,11.457108705810853,0.0,0.0,55.63,107.53434380781243,0.0,0.0,4.796506222499014,0.0,0.0,0.0,0.0,0.0,15.410748712256943,52.02889298219767,175.70279048980223,11.994309955735918,-0.3217306171439769,7.5530780182170805,-8.81003661186697,-5.143971984346489,-3.4931918299153137,-7.76972265526581,-19.322635876327787,0.0,0.5882352941176471,24,1,5,1,1,2,1,1,2,5,1,7,6,1,1,2,4,3.4247000000000014,94.58270000000003,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHEMBL456638,NCC1CCC(c2cccc3ccccc23)O1,5.82564940252062,8.755758692365836,-3.780423280423282,8.755758692365836,0.6789938691525992,0.8555365941173343,227.3070000000001,210.17099999999994,227.131014164,88,0,0.11848129249289681,-0.3689615143099475,0.3689615143099475,0.11848129249289681,1.411764705882353,2.2941176470588234,3.235294117647059,2.5879293572144753,1203.8457038478139,26.557959742272434,25.35546188596382,8.355461885963821,15.147276139749476,13.02628227921376,4.631855088213842,3.122113761954818,3.122113761954818,2.134793536360122,2.134793536360122,1.413724358950018,1.413724358950018,-1.38,9144499.550350767,2.785618561982352,4.474304023925653,1.942727802157351,125.38599476353502,10.456579929526322,2.8236841566564013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29693095364306,29.08174972328535,14.721411021337264,24.496863059431952,28.121925453009744,10.772448428929591,0.0,0.0,5.719716975726273,24.905885856558733,6.496859684315945,47.86038244534006,0.0,0.0,5.719716975726273,0.0,0.0,0.0,12.576877711265933,4.736862953800049,0.0,44.95069766385907,42.29693095364306,2.8236841566564013,10.772448428929591,0.0,35.25,95.7552933908706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.121925453009744,141.84626731881536,0.0,0.0,-1.4798371231208525,-1.856771689009243,0.0,-6.523424857361317,-14.878209679705222,-3.6913573029520474,0.0,0.3333333333333333,17,2,2,0,1,1,2,0,2,2,1,2,3,0,1,1,3,3.018600000000001,69.85040000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL606150,CCCNCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,6.3124710387853655,14.021089818771092,-5.677019423452725,14.021089818771092,0.14138448785161462,0.6456531740256528,342.4639999999997,320.2880000000001,342.14019894400064,126,0,0.20820884211002777,-0.3598784290052283,0.3598784290052283,0.20820884211002777,1.25,2.0833333333333335,2.875,2.599820260259931,1849.6938275536202,36.23760430703402,33.619172062391506,12.435668643319232,20.377561967393284,17.03043600579703,7.619172062391505,4.069308870282066,5.892679026596345,2.714643864068402,4.289094204580323,1.7667659672004021,2.9749690111637968,-2.1099999999999994,1513904279.5507667,4.536140797052233,7.195564467897763,3.228034989392006,173.40475768385664,10.286816623517627,1.4118420783282006,1.4118420783282006,9.837253136417502,0.0,0.0,0.0,8.417796984328938,0.0,0.0,37.06398565561216,49.430276785977526,32.15416426076823,22.127793956567526,38.65665226438974,20.740178068498558,0.0,10.286816623517627,0.0,29.388708870989987,12.99371936863189,60.07569636381811,0.0,0.0,5.309813353288376,0.0,0.0,0.0,26.388519623190078,16.210178037746882,0.0,46.20343963372648,64.30321182315666,2.8236841566564013,10.902924932081056,0.0,61.96,128.50811602522694,8.417796984328938,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,0.0,30.238855280060797,204.50898413936332,0.0,-3.214139187648838,-2.390496856296595,-2.7172077218232973,0.0,-9.998168041585334,-9.677631360241651,-12.334321548314856,-5.677019423452725,0.2631578947368421,24,2,4,0,0,0,2,1,3,3,2,5,8,0,0,0,3,3.5428000000000024,97.05720000000005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHEMBL1084577,Fc1cccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)c1,7.585026652029182,15.186752650925182,-5.141561266698807,15.186752650925182,0.8721128753001048,0.8612748109242031,350.3839999999997,329.21600000000007,350.1605979520006,134,0,0.3870415452943088,-0.43454681398034783,0.43454681398034783,0.3870415452943088,1.28,2.04,2.8,2.7938062719660635,1540.6963142246489,36.29001054984131,32.93656890049146,11.93656890049146,20.30603031511709,16.790442584227556,6.343228988727599,4.08893436449307,4.08893436449307,2.566020067460698,2.566020067460698,1.6483267180941819,1.6483267180941819,-2.0500000000000003,1169068245.3677557,5.236977494816832,8.358397517791257,4.735806925506957,174.51954540066734,10.046676307088426,12.978574752658,1.3707585561702202,0.0,0.0,6.587556725647786,4.899909730850478,4.39041504767482,8.78083009534964,0.0,30.212093538316473,35.62708400771325,45.712916767315654,12.33682700553198,46.73512129855713,0.0,0.0,10.209723084138854,0.0,18.97837409532681,25.98743873726378,65.28347348574624,0.0,5.749511833283905,10.046676307088426,13.171245143024459,5.749511833283905,0.0,37.47490519376204,6.372924901329379,5.817220841045895,44.55996657514806,48.33934966130636,1.4118420783282006,0.0,0.0,24.5,126.20852123575963,10.151588651519859,4.39041504767482,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,27.456254645562375,219.58275048789798,0.0,-0.976333144368859,-0.8721128753001048,-3.9241529667422523,-4.097720694759386,-17.658730330949854,-4.574357520786097,-22.22934295499141,0.0,0.3684210526315789,25,1,3,0,1,1,2,0,2,3,1,6,6,0,1,1,3,3.616100000000001,90.36170000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
