molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units
CHEMBL3262829,Cc1ccc(OCCN2CCN(CC(=O)Nc3nccs3)CC2)cc1C,IC50,'=',50240.0,nM
CHEMBL3622351,COc1cccc2c1C(NC[C@]1(c3ccccc3)CC[C@H](OC(=O)Nc3nnc(C4CC4)s3)CC1)=NS2(=O)=O,IC50,'=',92.0,nM
CHEMBL3622362,CCS(=O)(=O)N[C@H]1CC[C@](CNC2=NS(=O)(=O)c3cccc(OC)c32)(c2ccccc2)CC1,IC50,'=',60.0,nM
CHEMBL569628,COc1ccc(CCN2C(=O)N(NS(=O)(=O)Cc3ccccc3)C[C@@H]2c2ccc(OC)cc2)cc1,IC50,'=',340.0,nM
CHEMBL521104,CC1=C(C(=O)N2CCN(c3ccc(F)cc3)CC2)C(c2cc3ccccc3o2)n2nccc2N1,IC50,'=',160.0,nM
CHEMBL604544,CC1=C(C(=O)N2CCC[C@H]2c2nnn[nH]2)C(c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'>',1000.0,nM
CHEMBL602854,CC1=C(C(=O)N2CCC[C@H]2c2cc(C)on2)C(c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'=',90.0,nM
CHEMBL3733333,CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCn3ccc4oc(C)cc4c3=O)Cc3cnccc3C)ccc21,IC50,'=',330.0,nM
CHEMBL147962,CN(C)CC(C)(C)CNC(=O)c1ccccc1-c1ccccc1CNC(=O)OCc1ccccc1,IC50,'=',2200.0,nM
CHEMBL147039,Cc1cccc(CNC(=O)OCc2ccccc2)c1-c1c(C)cccc1C(=O)NCCC(C)C,IC50,'=',1300.0,nM
CHEMBL144117,NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1-c1ccccc1CNS(=O)(=O)c1cccc(C(F)(F)F)c1,IC50,'=',4800.0,nM
CHEMBL4082779,O=S(=O)(c1cccc(Nc2nc(-c3cncnc3)nc3cccc(-c4ccccc4)c23)c1)N1CCOCC1,IC50,'=',80.0,nM
CHEMBL2440121,CCCCOc1ccc(S(=O)(=O)NCCc2cn(CC(=O)Nc3ccc(OC)cc3)c3ccccc23)cc1,IC50,'=',6210.0,nM
CHEMBL2440396,COc1ccc(S(=O)(=O)NCCc2cn(CC(=O)Nc3ccc(Cl)cc3)c3ccccc23)cc1,IC50,'=',3140.0,nM
CHEMBL2440389,COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,IC50,'=',6450.0,nM
CHEMBL42934,CCCCc1ccc(S(=O)(=O)N[C@@H]2c3cc(NC(=O)c4cccc(OC)c4)ccc3CC[C@H]2O)cc1,IC50,'~',2900.0,nM
CHEMBL468943,COc1ccc(S(=O)(=O)N[C@@H]2c3cc(NC(=O)c4cccc(OC)c4)ccc3CC[C@H]2O)cc1,IC50,'=',3000.0,nM
CHEMBL467672,CCc1ccc(S(=O)(=O)N[C@@H]2c3cc(NC(=O)c4cc(OC)cc(OC)c4)ccc3CC[C@H]2O)cc1,IC50,'=',640.0,nM
CHEMBL467479,CCc1ccc(S(=O)(=O)N[C@@H]2c3cc(NC(=O)C#Cc4ccccc4)ccc3CC[C@H]2O)cc1,IC50,'=',430.0,nM
CHEMBL466858,CCc1ccc(S(=O)(=O)N[C@@H]2c3cc(NC(=O)NCc4ccccc4)ccc3CC[C@H]2O)cc1,IC50,'=',610.0,nM
CHEMBL4097255,c1ccc(-c2cccc3nc(-c4cncnc4)nc(NCc4ccccn4)c23)cc1,IC50,'=',90.0,nM
CHEMBL4099807,c1ccc(-c2cccc3nc(-c4cccnc4)nc(NCc4ccccn4)c23)cc1,IC50,'=',60.0,nM
CHEMBL2152524,c1ccc([C@@H]([C@H](c2ccccc2)N2CCCC2)N2CCCC2)cc1,IC50,'=',300.0,nM
CHEMBL229125,O=C1CCN([C@@H]2CCCC[C@H]2OCCc2cccc3ccccc23)C1,IC50,'=',5900.0,nM
CHEMBL342350,CC(C)CCNC(=O)c1ccccc1-c1ccccc1CNC(=O)Nc1ccccc1,IC50,'=',4500.0,nM
CHEMBL2042156,CC1=C(C(=O)N2CCC[C@H]2c2cc(C)no2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'=',83.0,nM
CHEMBL3298225,COc1cccc2ncnc(NCC(C)(C)c3ccccc3)c12,IC50,'=',118.0,nM
CHEMBL3298146,CC(C)(CNc1noc2cccc(O)c12)c1ccccc1,IC50,'=',262.0,nM
CHEMBL3262840,N#Cc1ccc(OCCN2CCN(C(=O)c3cccs3)CC2)cc1,IC50,'=',10170.0,nM
CHEMBL2331997,CC1=C(c2ncnn2C2CCCCC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C)cc2N1,IC50,'=',127.0,nM
CHEMBL2331991,CC1=C(c2ncnn2CC2CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'=',229.0,nM
CHEMBL2332465,CC1=C(c2ncnn2Cc2ccccc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'=',135.0,nM
CHEMBL2332457,CC1=C(c2ncnn2-c2ccc(C)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'=',80.0,nM
CHEMBL4075394,FC(F)(F)Oc1cccc(-c2ncccc2CC(c2cccnc2)c2cccnc2)c1,IC50,'=',33.0,nM
CHEMBL4104525,O[C@@H](c1cccnc1-c1cc(Cl)cc(Cl)c1)C(c1cccnc1)c1cccnc1,IC50,'=',29.0,nM
CHEMBL4097667,c1cncc(-c2ccccc2CC(c2cccnc2)c2cccnc2)c1,IC50,'=',64.0,nM
CHEMBL4062996,Clc1cccc(-c2ncccc2CC(c2cccnc2)c2cccnc2)c1,IC50,'=',30.0,nM
CHEMBL4098469,N#Cc1cccc(-c2cccc(Cl)c2CC(c2cccnc2)c2cccnc2)c1,IC50,'=',2865.0,nM
CHEMBL4104525,O[C@@H](c1cccnc1-c1cc(Cl)cc(Cl)c1)C(c1cccnc1)c1cccnc1,IC50,'=',11.0,nM
CHEMBL3262818,COc1ccc(NC(=O)CN2CCN(CCOc3ccccc3)CC2)cc1,IC50,'=',10130.0,nM
CHEMBL3262809,COc1ccc(C(=O)N2CCN(CCOc3ccc(Cl)cc3)CC2)cc1,IC50,'=',5500.0,nM
CHEMBL2312926,O=P(c1ccccc1)(c1ccccc1)C(c1ccccc1)c1cccnc1,IC50,'=',100.0,nM
CHEMBL2312924,O=P(NCc1ccccc1-c1cccnc1)(c1ccccc1)c1ccccc1,IC50,'=',2300.0,nM
CHEMBL3937958,Cn1c(=O)ccc2cc(OCCCCCN(CCCc3ccccc3)Cc3cccnc3)ccc21,IC50,'=',810.0,nM
CHEMBL567244,CCn1c(C2=C(C)Nc3ccnn3C2c2ccc(Cl)c(Cl)c2)nc2cc(Cl)ccc21,IC50,'=',57.0,nM
CHEMBL465930,CC1=C(C(=O)N2CCN(c3ccc(F)cc3)CC2)C(c2cccc(Cl)c2)n2nccc2N1,IC50,'=',190.0,nM
CHEMBL464077,CC1=C(C(=O)N2CCN(c3ccc(F)cc3)CC2)C(c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'=',120.0,nM
CHEMBL480611,CCCCCNC(=O)C1=C(C)Nc2ccnn2C1c1ccc(Cl)c(Cl)c1,IC50,'=',590.0,nM
CHEMBL517025,CCCCCN(CCCCC)C(=O)C1=C(C)Nc2ccnn2C1c1ccc(Cl)c(Cl)c1,IC50,'=',580.0,nM
CHEMBL3967653,CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(CN(CCn3ccc4oc(C)cc4c3=O)Cc3cccnc3COC)ccc21,IC50,'=',630.0,nM
CHEMBL3262824,O=C(CN1CCN(CCOc2ccccc2)CC1)Nc1ccccc1Cl,IC50,'=',29420.0,nM
CHEMBL3262825,O=C(CN1CCN(CCOc2ccc(Cl)cc2)CC1)Nc1ccccc1Cl,IC50,'=',3590.0,nM
CHEMBL3262826,O=C(CN1CCN(CCOc2ccccc2)CC1)Nc1nccs1,IC50,'=',29340.0,nM
CHEMBL3262831,CC(C)(C)c1ccc(OCCN2CCN(CC(=O)Nc3nccs3)CC2)cc1,IC50,'=',63180.0,nM
CHEMBL3262837,O=C(CN1CCN(CCOc2ccc(Cl)cc2)CC1)Nc1nccs1,IC50,'=',5180.0,nM
CHEMBL4076764,O[C@@H](c1cccnc1-c1cccc(C(F)(F)F)c1)C(c1cccnc1)c1cccnc1,IC50,'=',290.0,nM
CHEMBL217800,Cc1[nH]c2c(c1C)/C(=N/NC(=O)Nc1ccc(Cl)cc1)CCC2,IC50,'=',370.0,nM
CHEMBL216954,CCc1c(C)[nH]c2c1/C(=N/NC(=O)Nc1cccc(C3CCCN3)c1)CCC2,IC50,'=',750.0,nM
CHEMBL385676,COC(=O)C[C@H](c1ccccc1)[C@H](C(=O)N(C(C)C)C(C)C)c1cccnc1,IC50,'=',3698.0,nM
CHEMBL385920,CC(C)N(C(=O)C(c1cccnc1)C(CC(=O)NCC1CN(c2ccccc2)CCO1)c1ccccc1)C(C)C,IC50,'=',3379.0,nM
CHEMBL217222,CC(C)N(C(=O)C(c1cccnc1)C(CNC(=O)CCc1ccccc1)c1ccccc1)C(C)C,IC50,'=',100.0,nM
CHEMBL216262,CC(C)N(C(=O)C(c1cccnc1)C(CNC(=O)C(N)Cc1ccccc1F)c1ccccc1)C(C)C,IC50,'=',1310.0,nM
CHEMBL217620,CC(C)N(C(=O)C(c1cccnc1)C(CNC(=O)NCc1ccccc1F)c1ccccc1)C(C)C,IC50,'=',150.0,nM
CHEMBL4081790,Oc1ccc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,IC50,'=',110.0,nM
CHEMBL94296,CC[C@H](NC(=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1)c1ccccc1,IC50,'=',700.0,nM
CHEMBL343464,CC(=O)c1ccc(S(=O)(=O)NCc2ccccc2-c2ccccc2C(=O)N[C@@H](Cc2ccccc2)C(N)=O)cc1,IC50,'=',7700.0,nM
CHEMBL216496,COc1ccc(CC(=O)N2CCSC2c2ccc(C)c(C)c2)cc1,IC50,'=',537.0,nM
CHEMBL2313228,N#CCCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1,IC50,'=',1900.0,nM
CHEMBL2312932,O=P(NCc1cccnc1-c1cccnc1)(c1ccccc1)c1ccccc1,IC50,'=',2700.0,nM
CHEMBL359386,CC(C)CCNC(=O)c1ccccc1-c1ccccc1CNC(=O)c1ccccc1,IC50,'=',4100.0,nM
CHEMBL2332455,CC1=C(c2ncnn2-c2ccccc2F)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'=',74.0,nM
CHEMBL2332454,CC1=C(c2ncnn2-c2cccc(F)c2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,IC50,'=',97.0,nM
CHEMBL2331983,CC1=C(c2ncnn2C2CCC(C(F)(F)F)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C(F)(F)F)cc2N1,IC50,'=',607.0,nM
CHEMBL2332442,CC1=C(c2ncnn2-c2cccc(F)n2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C(F)(F)F)cc2N1,IC50,'=',256.0,nM
CHEMBL4475999,CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)C[C@H](O)CO,IC50,'=',1700.0,nM
CHEMBL4453132,CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCOC)C[C@H](C)O,IC50,'=',2700.0,nM
CHEMBL4468664,c1ccc([C@@H]([C@H](c2ccccn2)N2CCCCC2)N2CCCCC2)nc1,IC50,'=',4800.0,nM
CHEMBL4437013,CCCN(CC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CC)CCC,IC50,'=',3200.0,nM
CHEMBL241513,CCc1ccc(S(=O)(=O)NCc2cccc(NC(=O)c3cccc(OC)c3)c2)cc1,IC50,'=',240.0,nM
CHEMBL239805,CCc1ccc(S(=O)(=O)NC2CCc3ccc(NC(=O)c4cccc(OC)c4)cc32)cc1,IC50,'=',150.0,nM
CHEMBL3298147,COc1cccc2onc(N(C)CC(C)(C)c3ccccc3)c12,IC50,'=',187.0,nM
CHEMBL3785335,CC(C)(C)NC(=O)C1c2ccccc2C(=O)N1Cc1ccc(F)cc1-c1ccccc1,IC50,'=',1700.0,nM
CHEMBL3787036,CC(C)(C)NC(=O)C1c2ccc(NS(C)(=O)=O)cc2C(=O)N1Cc1ccccc1-c1ccccc1,IC50,'=',17000.0,nM
CHEMBL3787069,CC(C)(C)NC(=O)C1c2ccc(O)cc2C(=O)N1Cc1ccccc1-c1ccccc1,IC50,'=',8400.0,nM
CHEMBL3786255,CC(c1ccccc1)N1C(=O)c2ccccc2C1C(=O)NCc1ccccc1,IC50,'=',1500.0,nM
