,chembl,smile,pAct,relationship
372,None_CHEMBL290432,CCCCCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,4.38,=
373,None_CHEMBL290432,CCCCCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,5.24,=
374,None_CHEMBL8097,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@H]1C,4.57,=
375,None_CHEMBL8097,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@H]1C,5.21,=
376,None_CHEMBL288124,CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,4.38,=
377,None_CHEMBL288124,CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,4.47,=
378,None_CHEMBL288124,CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,5.26,=
379,None_CHEMBL288124,CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,5.27,=
380,HAPALOSIN_CHEMBL269137,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,4.83,=
381,HAPALOSIN_CHEMBL269137,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,5.32,=
382,None_CHEMBL290049,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,4.65,=
383,None_CHEMBL290049,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,5.24,=
384,None_CHEMBL40037,CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)C(C)(C)OC(=O)[C@H]1C,4.7,=
385,None_CHEMBL40037,CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)C(C)(C)OC(=O)[C@H]1C,5.25,=
386,None_CHEMBL39858,CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,4.82,=
387,None_CHEMBL39858,CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,5.64,=
388,None_CHEMBL2311090,CCCCCCC[C@H]1OC(=O)CC(O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,4.5,=
389,None_CHEMBL2311090,CCCCCCC[C@H]1OC(=O)CC(O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,5.24,=
390,None_CHEMBL40333,CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,4.46,=
391,None_CHEMBL40333,CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,5.21,=
392,None_CHEMBL35924,CCCCCCC[C@@H]1CC(=O)O[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)[C@H](O)CC(=O)O1,4.62,=
393,None_CHEMBL35924,CCCCCCC[C@@H]1CC(=O)O[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)[C@H](O)CC(=O)O1,5.21,=
394,None_CHEMBL290635,CCCCCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)C(C)(C)OC(=O)[C@H]1C,4.55,=
395,None_CHEMBL290635,CCCCCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)C(C)(C)OC(=O)[C@H]1C,5.37,=
396,None_CHEMBL40070,CCCCCCC[C@H]1OC(=O)CC[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,4.47,=
397,None_CHEMBL40070,CCCCCCC[C@H]1OC(=O)CC[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,5.22,=
398,None_CHEMBL38932,CCCCCCC[C@@H]1CC(=O)O[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)[C@H](OCOC)CC(=O)O1,4.46,=
399,None_CHEMBL38932,CCCCCCC[C@@H]1CC(=O)O[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)[C@H](OCOC)CC(=O)O1,5.22,=
400,None_CHEMBL39969,CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@H]1C,4.71,=
401,None_CHEMBL39969,CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@H]1C,5.23,=
402,None_CHEMBL38248,COCO[C@H]1CC(=O)O[C@H](C)[C@H](C)C(=O)OCC(=O)N(C)[C@H]1Cc1ccccc1,4.37,=
403,None_CHEMBL290433,COCO[C@@H]1CC(=O)O[C@H](C)[C@H](C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H]1Cc1ccccc1,5.12,=
404,None_CHEMBL38977,CCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,4.93,=
405,None_CHEMBL40066,COCO[C@@H]1CC(=O)OC[C@H](C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H]1Cc1ccccc1,4.98,=
406,None_CHEMBL37969,COC(=O)C[C@@H](O)[C@H](Cc1ccccc1)N(C)C(=O)OCc1ccccc1,4.77,=
407,None_CHEMBL38750,CC(C)[C@@H]1OC(=O)[C@@H](C)COC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C1=O,4.66,=
408,None_CHEMBL39074,COCO[C@H](CC(=O)OC)[C@H](Cc1ccccc1)N(C)C(=O)OCc1ccccc1,4.83,=
409,None_CHEMBL40173,CCCCCCC[C@@H](O)[C@H](C)C(=O)O[C@H](C(=O)OC)C(C)C,4.8,=
410,None_CHEMBL37203,CC(C)[C@@H]1OC(=O)[C@@H](C)[C@@H](C)OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C1=O,4.82,=
411,None_CHEMBL288741,CCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,4.74,=
412,None_CHEMBL435593,CCCNc1c(C(=O)c2ccccc2)c(C)nn1-c1ccccc1,4.96,=
413,None_CHEMBL435593,CCCNc1c(C(=O)c2ccccc2)c(C)nn1-c1ccccc1,4.96,=
414,None_CHEMBL131459,Cc1nn(C)c(OCC(O)CN(C(C)C)C(C)C)c1C(=O)c1ccccc1,5.92,=
415,None_CHEMBL336833,Cc1ccccc1N1CCN(CC(O)Cn2c(C)c(C(=O)c3ccccc3)c(=O)n2-c2ccccc2)CC1,6.05,=
416,None_CHEMBL131005,Cc1ccccc1N1CCN(CC(O)Cn2c(C)c(C(=O)CCc3ccccc3)c(=O)n2-c2ccccc2)CC1,6.68,=
417,None_CHEMBL338120,Cc1c(C(=O)c2cccs2)c(=O)n(-c2ccccc2)n1CC(O)CNC(C)(C)C,4.14,=
418,None_CHEMBL335658,CC1=NN(c2ccccc2)C(=O)/C1=C(/c1ccccc1)N1CCN(c2ccccc2C)CC1,6.17,=
419,None_CHEMBL335658,CC1=NN(c2ccccc2)C(=O)/C1=C(/c1ccccc1)N1CCN(c2ccccc2C)CC1,6.17,=
420,None_CHEMBL130241,Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1CC(O)CN(C(C)C)C(C)C,4.9,=
421,DEXNIGULDIPINE_CHEMBL2051956,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,7.22,=
422,DEXNIGULDIPINE_CHEMBL2051956,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,5.64,=
423,None_CHEMBL128129,CCCNc1c(C(=O)CCc2ccccc2)c(C)nn1-c1ccccc1,5.08,=
424,None_CHEMBL339825,Cc1nn(-c2ccccc2)c(OCC(O)CN(C(C)C)C(C)C)c1C(=O)c1ccccc1,5.97,=
425,None_CHEMBL129228,Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1CC(O)CNC(C)C,4.08,=
426,None_CHEMBL130016,Cc1c(C(=O)c2ccccc2)c(=O)n(C)n1CC(O)CN(C(C)C)C(C)C,4.62,=
427,None_CHEMBL338678,CCCNCC(O)Cn1c(C)c(C(=O)c2cccs2)c(=O)n1-c1ccccc1,4.14,=
428,None_CHEMBL339154,Cc1c(C(=O)CCc2ccccc2)c(=O)n(-c2ccccc2)n1CC(O)CNC(C)C,4.93,=
429,None_CHEMBL128085,CCCNCC(O)Cn1c(C)c(C(=O)c2ccccc2)c(=O)n1-c1ccccc1,4.55,=
430,None_CHEMBL340648,CCCNCC(O)Cn1c(C)c(C(=O)CCc2ccccc2)c(=O)n1-c1ccccc1,5.2,=
431,None_CHEMBL3144686,CCC/N=C(\CCc1ccccc1)c1c(C)[nH]n(-c2ccccc2)c1=O,5.42,=
432,None_CHEMBL339252,Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1CC(O)CNC(C)(C)C,4.09,=
433,None_CHEMBL128333,CCCCNCC(O)Cn1c(C)c(C(=O)CCc2ccccc2)c(=O)n1-c1ccccc1,5.57,=
434,None_CHEMBL446161,Cc1c(C(=O)CCc2ccccc2)c(=O)n(-c2ccccc2)n1CC(O)CNC(C)(C)C,5.11,=
435,None_CHEMBL427029,CN1C2C3C4N(C)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,4.75,=
436,None_CHEMBL427029,CN1C2C3C4N(C)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,5.12,=
437,None_CHEMBL379211,CC(C)(C)OC(=O)N1C2C3C4N(C(=O)OC(C)(C)C)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,5.21,=
438,None_CHEMBL379211,CC(C)(C)OC(=O)N1C2C3C4N(C(=O)OC(C)(C)C)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,5.5,=
439,None_CHEMBL207637,COC(=O)N1C2C3C4N(C(=O)OC)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,5.42,=
440,None_CHEMBL208204,O=C(Oc1ccccc1)N1C2C3C4N(C(=O)Oc5ccccc5)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,4.68,=
441,None_CHEMBL379683,OC[C@]12C3C4C1N(Cc1ccccc1)C1C(C(N3Cc3ccccc3)[C@]1(CO)[C@H]4c1ccccc1)[C@H]2c1ccccc1,4.88,=
442,RESVERATROL_CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.22,=
443,None_CHEMBL208098,Oc1ccc(-c2ccccc2-c2cc(O)cc(O)c2)cc1,4.92,=
444,None_CHEMBL208098,Oc1ccc(-c2ccccc2-c2cc(O)cc(O)c2)cc1,4.4,=
445,None_CHEMBL207941,Oc1ccc(-c2cccc(-c3cc(O)cc(O)c3)c2)cc1,4.24,=
446,None_CHEMBL427392,Oc1ccc(-c2ccc(-c3cc(O)cc(O)c3)cc2)cc1,4.64,=
447,None_CHEMBL427392,Oc1ccc(-c2ccc(-c3cc(O)cc(O)c3)cc2)cc1,4.22,=
448,None_CHEMBL379687,COc1ccc(-c2ccccc2-c2cc(OC)cc(OC)c2)cc1,4.8,=
449,None_CHEMBL379687,COc1ccc(-c2ccccc2-c2cc(OC)cc(OC)c2)cc1,4.32,=
450,None_CHEMBL207240,COc1cc(OC)cc(-c2ccccc2-c2ccc(O)cc2)c1,4.55,=
451,None_CHEMBL207240,COc1cc(OC)cc(-c2ccccc2-c2ccc(O)cc2)c1,4.62,=
452,None_CHEMBL206919,COc1ccc(-c2cccc(-c3cc(OC)cc(OC)c3)c2)cc1,4.1,=
453,None_CHEMBL381164,COc1cc(OC)cc(-c2cccc(-c3ccc(O)cc3)c2)c1,4.7,=
454,None_CHEMBL381164,COc1cc(OC)cc(-c2cccc(-c3ccc(O)cc3)c2)c1,4.32,=
455,None_CHEMBL207903,COc1cc(OC)cc(-c2ccc(-c3ccc(O)cc3)cc2)c1,4.64,=
456,None_CHEMBL207903,COc1cc(OC)cc(-c2ccc(-c3ccc(O)cc3)cc2)c1,4.5,=
457,None_CHEMBL197892,Oc1cc(O)cc(-c2ccc3cc(O)ccc3c2)c1,4.28,=
458,None_CHEMBL197892,Oc1cc(O)cc(-c2ccc3cc(O)ccc3c2)c1,4.04,=
459,None_CHEMBL362997,COc1cc(OC)cc(-c2ccc3cc(O)ccc3c2)c1,4.8,=
460,None_CHEMBL362997,COc1cc(OC)cc(-c2ccc3cc(O)ccc3c2)c1,4.48,=
461,None_CHEMBL206633,COc1cc(/C=C/c2cc(Cl)ccc2O)cc(OC)c1,4.14,=
462,None_CHEMBL381734,CCOc1cc(/C=C/c2cc(OC)cc(OC)c2)ccc1O,4.38,=
463,None_CHEMBL381734,CCOc1cc(/C=C/c2cc(OC)cc(OC)c2)ccc1O,4.01,=
464,None_CHEMBL207244,COc1cc(/C=C/c2cccc(OC)c2O)cc(OC)c1,4.47,=
465,None_CHEMBL207244,COc1cc(/C=C/c2cccc(OC)c2O)cc(OC)c1,4.09,=
466,TRISMETHOXYRESVERATROL_CHEMBL296411,COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,5.1,=
467,TRISMETHOXYRESVERATROL_CHEMBL296411,COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,4.3,=
468,None_CHEMBL206049,COc1cc(/C=C/c2ccccc2O)cc(OC)c1,4.17,=
469,PTEROSTILBENE_CHEMBL83527,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,4.38,=
470,PTEROSTILBENE_CHEMBL83527,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,4.07,=
471,None_CHEMBL209247,COc1ccc(CCN(C)CC#CCN2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)cc1OC,5.59,=
472,None_CHEMBL209128,COc1ccc(CCN(C)CCN2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)cc1OC,5.37,=
473,None_CHEMBL209166,COc1ccc(CCN(C)CCCN2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)cc1OC,5.24,=
474,None_CHEMBL216198,c1ccc(CCc2ccccc2OCc2ccccn2)cc1,4.0,=
475,None_CHEMBL216198,c1ccc(CCc2ccccc2OCc2ccccn2)cc1,4.0,=
476,ELACRIDAR_CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,5.7,=
477,ELACRIDAR_CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,5.7,=
478,ELACRIDAR_CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,5.7,=
479,ELACRIDAR_CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,5.7,=
480,ELACRIDAR_CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,6.71,=
481,ELACRIDAR_CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,6.71,=
482,ELACRIDAR_CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,7.14,=
483,ELACRIDAR_CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,6.71,=
484,None_CHEMBL217886,COc1cccc(CCc2ccccc2OCc2cccc(OC)c2)c1,4.76,=
485,None_CHEMBL217886,COc1cccc(CCc2ccccc2OCc2cccc(OC)c2)c1,4.76,=
486,None_CHEMBL384538,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)C[C@@H]2OC(=O)C(=C)[C@H]2CCCC)C[C@@H](O)[C@H](C)[C@@H]1O,4.02,=
487,None_CHEMBL384538,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)C[C@@H]2OC(=O)C(=C)[C@H]2CCCC)C[C@@H](O)[C@H](C)[C@@H]1O,4.02,=
488,None_CHEMBL214739,COc1cccc(CCc2ccccc2OCc2ccccc2)c1,4.03,=
489,None_CHEMBL214739,COc1cccc(CCc2ccccc2OCc2ccccc2)c1,4.03,=
490,None_CHEMBL387052,COc1cccc(CCc2ccccc2OCc2ccccn2)c1,4.56,=
491,None_CHEMBL387052,COc1cccc(CCc2ccccc2OCc2ccccn2)c1,4.56,=
492,None_CHEMBL387052,COc1cccc(CCc2ccccc2OCc2ccccn2)c1,4.56,=
493,None_CHEMBL413781,CCC(C)c1ccc(N2C(=O)c3ccccc3NC2c2ccc(OC)cc2)cc1,6.12,=
494,None_CHEMBL147997,CC(=O)c1ccc(OCC(O)CN2CCCCC2)cc1,4.31,=
495,None_CHEMBL143061,CCC(=O)c1ccccc1OCC(O)CN1CCOCC1,4.17,=
496,None_CHEMBL222351,Cc1ccccc1N1CCN(CC(O)COc2ccccc2C(=O)CCc2ccc(N(C)C)cc2)CC1,7.89,=
497,None_CHEMBL375243,Cc1cccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)c1C,8.22,=
498,None_CHEMBL375243,Cc1cccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)c1C,8.25,=
499,None_CHEMBL222220,CC(=O)c1c(C)cc(C)c(CSc2nc3ccc(NC(=O)c4cccc5ccccc45)cc3s2)c1C,6.96,=
500,None_CHEMBL223020,CC(=O)c1c(C)cc(C)c(CSc2nc3ccc(NC(=O)CCc4ccccc4)cc3s2)c1C,6.52,=
501,None_CHEMBL223020,CC(=O)c1c(C)cc(C)c(CSc2nc3ccc(NC(=O)CCc4ccccc4)cc3s2)c1C,6.52,=
502,None_CHEMBL389268,CCCCOc1ccc(C(=O)Nc2ccc3nc(SCc4c(C)cc(C)c(C(C)=O)c4C)sc3c2)cc1,7.01,=
503,None_CHEMBL389268,CCCCOc1ccc(C(=O)Nc2ccc3nc(SCc4c(C)cc(C)c(C(C)=O)c4C)sc3c2)cc1,7.01,=
504,None_CHEMBL376877,CCC(C)c1ccc(N2C(=O)c3ccccc3NC2c2ccc(C(C)C)cc2)cc1,6.54,=
505,None_CHEMBL376721,CCC(C)c1ccc(C2Nc3ccccc3C(=O)N2c2ccc(Cl)cc2)cc1,6.09,=
506,None_CHEMBL223669,CCc1ccc(N2C(=O)c3ccccc3NC2c2ccc(OCC(C)C)cc2)cc1,5.92,=
507,None_CHEMBL223919,CC(C)(C)c1ccc(N2C(=O)c3ccccc3NC2c2ccc3c(c2)OCO3)cc1,6.14,=
508,None_CHEMBL222687,COc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(Oc3ccccc3)cc2)cc1,6.0,=
509,None_CHEMBL222376,CCOc1ccc(N2C(=O)c3ccccc3NC2c2ccc(N(C)C)cc2)cc1,4.6,=
510,None_CHEMBL221558,COc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(NC(C)=O)cc2)cc1,4.68,=
511,None_CHEMBL221827,CCOC(=O)C(=NNc1c(Cl)cc(Cl)cc1Cl)C(=O)OCC,4.75,=
512,None_CHEMBL221612,CCOc1ccccc1NC(=O)C1=C(C)NC(=S)NC1c1cccs1,5.06,=
513,None_CHEMBL221611,CC(=O)c1c(C)cc(C)c(CSc2nc3ccc(NC(=O)c4ccc(C(C)(C)C)cc4)cc3s2)c1C,6.55,=
514,None_CHEMBL221611,CC(=O)c1c(C)cc(C)c(CSc2nc3ccc(NC(=O)c4ccc(C(C)(C)C)cc4)cc3s2)c1C,6.55,=
515,None_CHEMBL223157,Cc1ccc(-c2n[nH]c3c2C(c2ccc(N(C)C)cc2)C(C#N)=C(N)O3)cc1,5.51,=
516,None_CHEMBL2449556,Clc1ccccc1-c1nc(N2CCCC2)c2ccccc2n1,5.23,=
517,None_CHEMBL2449556,Clc1ccccc1-c1nc(N2CCCC2)c2ccccc2n1,5.23,=
518,None_CHEMBL221575,C=CCn1c(SCCCC)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2,5.46,=
519,None_CHEMBL221575,C=CCn1c(SCCCC)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2,5.46,=
520,None_CHEMBL344278,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,7.24,=
521,None_CHEMBL344278,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,7.24,=
522,None_CHEMBL96072,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCOCC1,5.44,=
523,None_CHEMBL93267,CCN(CC)CC(O)COc1ccccc1C(=O)c1ccccc1,5.63,=
524,None_CHEMBL420815,CCCN(C)CC(O)COc1ccccc1C(=O)CCc1ccccc1,6.38,=
525,None_CHEMBL142319,CN(C)CC(O)COc1ccccc1C(=O)CCc1ccccc1,5.61,=
526,None_CHEMBL142339,CC(=O)c1ccccc1OCC(O)CN1CCN(c2ccc(F)cc2)CC1,5.68,=
527,None_CHEMBL142339,CC(=O)c1ccccc1OCC(O)CN1CCN(c2ccc(F)cc2)CC1,5.68,=
528,None_CHEMBL318061,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(c2ccc(F)cc2)CC1,7.16,=
529,None_CHEMBL344785,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(Cc2ccccc2)CC1,6.18,=
530,None_CHEMBL96597,Cc1ccccc1N1CCN(CC(O)COc2ccccc2C(=O)CCc2ccccc2)CC1,7.57,=
531,None_CHEMBL95119,COc1ccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)cc1,6.59,=
532,None_CHEMBL146587,COc1cccc(N2CCN(CC(O)COc3ccccc3C(=O)CCc3ccccc3)CC2)c1,6.17,=
533,None_CHEMBL357836,COc1ccccc1N1CCN(CC(O)COc2ccccc2C(=O)CCc2ccccc2)CC1,6.64,=
534,None_CHEMBL147788,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(c2ccccc2)CC1,6.21,=
535,None_CHEMBL92889,CC(=O)c1ccccc1OCC(O)CN1CCCCC1,4.5,=
536,None_CHEMBL147781,CCC(=O)c1ccccc1OCC(O)CN1CCCCC1,4.84,=
537,None_CHEMBL96713,CC(C)N(CC(O)COc1ccccc1C(=O)CCc1ccccc1)C(C)C,6.42,=
538,None_CHEMBL319952,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCCCC1,6.22,=
539,None_CHEMBL319952,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCCCC1,6.22,=
540,None_CHEMBL93496,CCN(CC)CC(O)COc1ccccc1C(=O)CCc1ccccc1,6.04,=
541,None_CHEMBL147496,O=C(CCc1ccccc1)c1ccc(OCC(O)CN2CCCCC2)cc1,6.01,=
542,None_CHEMBL222232,Cc1ccccc1N1CCN(CC(O)COc2ccccc2C(=O)CCc2ccc(Cl)cc2)CC1,7.72,=
543,None_CHEMBL148032,CC(=O)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,5.5,=
544,None_CHEMBL223408,CC(=O)c1ccccc1OCC(O)CN1CCC(Cc2ccccc2)CC1,6.45,=
545,None_CHEMBL148318,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCN(c2ccc(F)cc2)CC1,6.83,=
546,None_CHEMBL148318,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCN(c2ccc(F)cc2)CC1,6.82,=
547,None_CHEMBL148260,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,6.51,=
548,None_CHEMBL148260,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,6.51,=
549,None_CHEMBL436790,CC(C)OC(CCc1ccccc1)c1ccccc1OCC(O)CN1CCCCC1,6.34,=
550,None_CHEMBL144148,O=C(CCc1ccccc1)c1cc(OCc2ccccc2)ccc1OCC(O)CN1CCN(Cc2ccccc2)CC1,6.94,=
551,None_CHEMBL149235,CC(C)N(CC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1)C(C)C,5.99,=
552,None_CHEMBL146081,O=C(CCc1ccccc1)c1ccccc1OCC(O)CNC1CCCCC1,6.47,=
553,None_CHEMBL149234,O=C(CCc1ccccc1)c1ccccc1OCC(O)CNc1ccccc1,5.19,=
554,None_CHEMBL343262,O=C(CCc1ccccc1)c1ccccc1OCC(O)CNCCC(c1ccccc1)c1ccccc1,6.14,=
555,None_CHEMBL148196,O=C(CCc1ccccc1)c1cc(O)ccc1OCC(O)CN1CCCCC1,5.76,=
556,None_CHEMBL343400,O=C(CCc1ccccc1)c1cc(OCc2ccccc2)ccc1OCC(O)CN1CCCCC1,6.76,=
557,None_CHEMBL148001,CCCNCC(O)COc1ccc(OCc2ccccc2)cc1C(=O)CCc1ccccc1,6.96,=
558,None_CHEMBL147865,COC(CCc1ccccc1)c1ccccc1OCC(O)CN1CCOCC1,5.74,=
559,None_CHEMBL358568,OC(COc1ccccc1C(O)CCc1ccccc1)CN1CCOCC1,5.02,=
560,None_CHEMBL223354,COC(CCC1=CCCC=C1)c1ccccc1OCC(O)CNCCC(c1ccccc1)c1ccccc1,6.12,=
561,None_CHEMBL223130,O=C(CCc1ccccc1)c1ccccc1OCCCCCCCCN1CCCCC1,6.86,=
562,None_CHEMBL223130,O=C(CCc1ccccc1)c1ccccc1OCCCCCCCCN1CCCCC1,6.86,=
563,None_CHEMBL223078,O=C(CCc1ccccc1)c1ccccc1OCCCCCCCN1CCCCC1,6.75,=
564,None_CHEMBL223078,O=C(CCc1ccccc1)c1ccccc1OCCCCCCCN1CCCCC1,6.75,=
565,None_CHEMBL429041,O=C(CCc1ccccc1)c1ccccc1OCCCCCCN1CCCCC1,6.69,=
