,chembl,smile,pAct,relationship
1089,None_CHEMBL472819,Nc1ccccc1NC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,4.72,=
1090,None_CHEMBL474756,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3cccc(N)c3)cc1)CC2,4.85,=
1091,None_CHEMBL474757,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc(N)cc3)cc1)CC2,4.51,=
1092,LOPINAVIR_CHEMBL729,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,4.99,=
1093,LOPINAVIR_CHEMBL729,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,5.77,=
1094,BRECANAVIR_CHEMBL206031,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,4.62,=
1095,ATAZANAVIR_CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,4.17,=
1096,None_CHEMBL575039,CSc1nc(N)c2c3c(sc2n1)CCCC3,5.58,=
1097,None_CHEMBL575044,CCSc1nc(N)c2c3c(sc2n1)CCCC3,6.34,=
1098,None_CHEMBL572575,Nc1nc(SCCO)nc2sc3c(c12)CCCC3,5.72,=
1099,None_CHEMBL572576,CCOC(=O)CSc1nc(N)c2c3c(sc2n1)CCCC3,5.65,=
1100,None_CHEMBL584140,Nc1nc(SCCc2ccccc2)nc2sc3c(c12)CCCC3,5.99,=
1101,None_CHEMBL573009,Nc1nc(SCC(=O)c2ccccc2)nc2sc3c(c12)CCCC3,6.19,=
1102,None_CHEMBL575455,CCOC(=O)CSc1nc(N)c2c3c(sc2n1)CCC3,5.38,=
1103,None_CHEMBL575668,Nc1nc(SCCc2ccccc2)nc2sc3c(c12)CCC3,6.01,=
1104,None_CHEMBL573023,CCOC(=O)CSc1nc(N)c2c3c(sc2n1)COCC3,5.81,=
1105,None_CHEMBL583181,Nc1nc(SCCc2ccccc2)nc2sc3c(c12)CCOC3,6.25,=
1106,None_CHEMBL573940,CCOC(=O)CSc1nc(N)c2c3c(sc2n1)CN(Cc1ccccc1)CC3,6.19,=
1107,None_CHEMBL584572,CCOC(=O)CSc1nc(N)c2ccccc2n1,5.4,=
1108,None_CHEMBL573233,Nc1nc(SCCc2ccccc2)nc2ccccc12,5.96,=
1109,None_CHEMBL582890,CCOC(=O)CSc1nc(N)c2cc(OC)c(OC)cc2n1,5.92,=
1110,None_CHEMBL582864,COc1cc2nc(SCCc3ccccc3)nc(N)c2cc1OC,5.82,=
1111,None_CHEMBL573373,CSc1nc(N)c2c(C)c(C)sc2n1,5.88,=
1112,None_CHEMBL573419,CCSc1nc(N)c2c(C)c(C)sc2n1,5.34,=
1113,None_CHEMBL573943,CCOC(=O)CSc1nc(N)c2c(C)c(C)sc2n1,6.05,=
1114,None_CHEMBL574166,Cc1sc2nc(SCCc3ccccc3)nc(N)c2c1C,5.65,=
1115,None_CHEMBL572801,Cc1sc2nc(SCC(=O)c3ccccc3)nc(N)c2c1C,5.88,=
1116,None_CHEMBL595996,CN1CCN(C(C(=O)Nc2ccc(N(S(=O)(=O)c3ccccc3)S(=O)(=O)c3ccccc3)cc2C(=O)c2ccccc2)c2ccccc2)CC1,7.4,=
1117,None_CHEMBL595290,CN1CCN(C(C(=O)Nc2ccc(NC(=O)c3ccc4ccccc4c3)cc2C(=O)c2ccccc2)c2ccccc2)CC1,7.4,=
1118,None_CHEMBL595713,CN1CCN(C(C(=O)Nc2ccc(NC(=O)CCc3ccccc3)cc2C(=O)c2ccccc2)c2ccccc2)CC1,7.22,=
1119,None_CHEMBL595973,CN1CCN(C(C(=O)Nc2ccc(NC(=O)c3cccc4ccccc34)cc2C(=O)c2ccccc2)c2ccccc2)CC1,6.64,=
1120,None_CHEMBL593589,CN1CCN(C(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2C(=O)c2ccccc2)c2ccccc2)CC1,6.62,=
1121,None_CHEMBL595763,CN1CCN(C(C(=O)Nc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)c2ccccc2)c2ccccc2)CC1,6.44,=
1122,None_CHEMBL606698,CN1CCN(C(C(=O)Nc2ccc(NC(=O)C(C)(C)C)cc2C(=O)c2ccccc2)c2ccccc2)CC1,6.41,=
1123,None_CHEMBL595686,CC(C)N(C(=O)Nc1ccc(NC(=O)C(c2ccccc2)N2CCN(C)CC2)c(C(=O)c2ccccc2)c1)C(C)C,6.34,=
1124,None_CHEMBL593831,CN1CCN(CC(=O)Nc2ccc(NC(=O)c3ccc4ccccc4c3)cc2C(=O)c2ccccc2)CC1,6.32,=
1125,None_CHEMBL595995,CN1CCN(C(C(=O)Nc2ccc(NS(=O)(=O)c3ccccc3)cc2C(=O)c2ccccc2)c2ccccc2)CC1,6.05,=
1126,None_CHEMBL594910,CN1CCN(CC(=O)Nc2ccc(NC(=O)CCc3ccccc3)cc2C(=O)c2ccccc2)CC1,5.65,=
1127,None_CHEMBL594909,CCC(=O)Nc1ccc(NC(=O)C(c2ccccc2)N2CCN(C)CC2)c(C(=O)c2ccccc2)c1,5.48,=
1128,None_CHEMBL595511,CC1CCN(C(=O)Nc2ccc(NC(=O)C(c3ccccc3)N3CCN(C)CC3)c(C(=O)c3ccccc3)c2)CC1,5.3,=
1129,None_CHEMBL606136,CN1CCN(C(C(=O)Nc2ccc(NC(=O)c3cccnc3)cc2C(=O)c2ccccc2)c2ccccc2)CC1,5.29,=
1130,None_CHEMBL605728,CC(=O)Nc1ccc(NC(=O)C(c2ccccc2)N2CCN(C)CC2)c(C(=O)c2ccccc2)c1,5.2,=
1131,None_CHEMBL594742,CN1CCN(C(C(=O)Nc2ccc(NS(C)(=O)=O)cc2C(=O)c2ccccc2)c2ccccc2)CC1,4.81,=
1132,None_CHEMBL1215507,O=[N+]([O-])c1c(-c2ccccc2)no[n+]1[O-],4.28,=
1133,None_CHEMBL486633,O=S(=O)(c1ccccc1)c1no[n+]([O-])c1-c1ccccc1,4.34,=
1134,None_CHEMBL507014,O=S(=O)(c1ccccc1)c1c(-c2ccccc2)no[n+]1[O-],5.0,=
1135,None_CHEMBL113641,Cc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,4.55,=
1136,None_CHEMBL1215574,NC(=O)c1no[n+]([O-])c1S(=O)(=O)c1ccccc1,4.3,=
1137,None_CHEMBL1215575,NC(=O)c1c(S(=O)(=O)c2ccccc2)no[n+]1[O-],4.28,=
1138,None_CHEMBL1215576,N#Cc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.13,=
1139,None_CHEMBL1215577,N#Cc1c(S(=O)(=O)c2ccccc2)no[n+]1[O-],4.26,=
1140,None_CHEMBL299112,O=S(=O)(c1ccccc1)c1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.52,=
1141,None_CHEMBL363325,CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,4.92,=
1142,None_CHEMBL1097451,CCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.65,=
1143,None_CHEMBL1215644,CCCCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.47,=
1144,None_CHEMBL1215645,CCCCCCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.34,=
1145,None_CHEMBL1215646,CCCCCCCCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.48,=
1146,None_CHEMBL1215647,CC(C)Oc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.67,=
1147,None_CHEMBL1097450,CCC(C)Oc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.65,=
1148,None_CHEMBL1215713,O=S(=O)(c1ccccc1)c1c(Oc2ccccc2)no[n+]1[O-],4.69,=
1149,None_CHEMBL1215714,CCCCOc1nonc1S(=O)(=O)c1ccccc1,4.3,=
1150,None_CHEMBL1215715,CCCCCCOc1nonc1S(=O)(=O)c1ccccc1,4.49,=
1151,None_CHEMBL308033,CC1(C)CCC(C)(C)c2cc(-c3cc(-c4ccc(C(=O)O)cc4)no3)ccc21,5.82,=
1152,None_CHEMBL1253897,CC(C)(C)OC(=O)CC(C(=O)[C@H](Cc1ccc(OC(C)(C)C)cc1)NC(=O)OC(C)(C)C)S(=O)(=O)c1ccccc1,5.81,=
1153,REVERSIN 121_CHEMBL221390,CC(C)(C)OC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)OC(C)(C)C,5.85,=
1154,None_CHEMBL1253372,CC(C)(C)OC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC[C@@H]1C[C@@H](OCc2ccccc2)CN1C(=O)OC(C)(C)C,6.66,=
1155,None_CHEMBL1253373,CC(C)(C)OC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)[C@@H]1C[C@@H](OC(=O)C2CCCCC2)CN1C(=O)OC(C)(C)C,5.78,=
1156,None_CHEMBL1253374,CC(C)(C)OC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)[C@@H]1C[C@@H](OCc2ccccc2)CN1C(=O)OC(C)(C)C,6.14,=
1157,None_CHEMBL1253375,CC(C)(C)OC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)[C@@H]1C[C@@H](OCC2CCCCC2)CN1C(=O)OC(C)(C)C,5.95,=
1158,None_CHEMBL476292,COc1ccc2c(c1)C(=O)CC(c1ccccc1)O2,4.19,=
1159,STROBOPININ-7-METHYLETHER_CHEMBL1685067,COc1cc2c(c(O)c1C)C(=O)CC(c1ccccc1)O2,4.54,=
1160,DIMETHYLCRYPTOSTROBIN_CHEMBL1685068,COc1cc(OC)c2c(c1C)OC(c1ccccc1)CC2=O,4.82,=
1161,6-METHOXYFLAVONE_CHEMBL137586,COc1ccc2oc(-c3ccccc3)cc(=O)c2c1,4.82,=
1162,PENDULETIN_CHEMBL165509,COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC,4.85,=
1163,AYANIN_CHEMBL74898,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,4.89,=
1164,RETUSIN_CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,4.8,=
1165,TANGERETIN_CHEMBL73930,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,4.41,=
1166,SINENSETIN_CHEMBL226507,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,4.54,=
1167,SINENSETIN_CHEMBL226507,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,5.5,=
1168,"3,5,6,7,8,3',4'-HEPTAMETHOXYFLAVONE_CHEMBL77993",COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC,4.51,=
1169,Strobochrysin-dimethylether_CHEMBL1685069,COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1C,4.72,=
1170,NEOCALYCOPTERON_CHEMBL1685072,COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](O)C[C@H](c1ccccc1)O4,5.1,=
1171,None_CHEMBL1685073,COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](OC)C[C@H](c1ccccc1)O4,5.85,=
1172,CALYFLORENON B_CHEMBL1685074,COc1c2c(c3c(c1OC)[C@@]1(OC)C4=C(C(=O)[C@H](OC)[C@@]1(OC)O3)[C@H](OC)C[C@@H](c1ccccc1)O4)[C@H](O)C[C@@H](c1ccccc1)O2,5.1,=
1173,None_CHEMBL1688197,COCCOCO[C@@H]1/C=C\COC(=O)/C=C/[C@@H](OC)[C@@H]2C[C@@H](OC(=O)c3ccccc3)C(C)=C1C2(C)C,5.14,=
1174,None_CHEMBL1688198,COCCOCO[C@@H]1/C=C\C(OC(C)=O)C(OC(C)=O)/C=C/[C@@H](OC)[C@@H]2CCC(C)=C1C2(C)C,4.62,=
1175,ETRAVIRINE_CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,5.12,=
1176,None_CHEMBL1510913,O=[N+]([O-])c1ccccc1-c1nc(-c2ccc(Br)o2)no1,4.55,=
1177,None_CHEMBL1717301,COc1ccc(/C=N/NC(=O)c2ccccc2F)cc1CN1CCN(c2ccc(F)cc2)CC1,5.51,=
1178,None_CHEMBL1528996,N#Cc1ccc(-c2ccc(OCC(=O)NCCc3ccccc3)cc2)cc1,4.95,=
1179,None_CHEMBL1698513,COc1cc(C(=O)N/N=C/c2ccc(OC)c(CN3CCN(c4ccc(F)cc4)CC3)c2)ccc1O,6.78,=
1180,None_CHEMBL1608805,CCOC(=O)c1cccc(NC(=O)c2cnc3ccccc3n2)c1,4.51,=
1181,None_CHEMBL1582357,CCN(CC)P(=O)(Nc1cccc(C(F)(F)F)c1)c1ccc(N(C)C)cc1NC(=O)c1ccco1,6.0,=
1182,None_CHEMBL1565753,Cc1nc2cc(-c3cccc(F)c3)nn2c(N2CCN(C(=O)c3ccco3)CC2)c1C,4.83,=
1183,None_CHEMBL1703678,COc1ccc(/C=N/NC(=O)c2cccnc2)cc1CN1CCN(c2ccc(F)cc2)CC1,6.0,=
1184,None_CHEMBL1453808,COc1ccc(CN2C(=O)c3ccccc3C2=O)cc1C(=O)Nc1ccccc1N1CCOCC1,6.37,=
1185,None_CHEMBL1483406,CCOc1ccc(NC(=O)c2cccc3c2C(=O)N(CCOC)C3)cc1,5.08,=
1186,None_CHEMBL1605568,CCOC(=O)c1c(NC(=O)CSc2ncccn2)sc2c1CCN(Cc1ccccc1)C2,5.0,=
1187,None_CHEMBL1521418,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)N2CCN(c3ccccn3)CC2)cc1,5.79,=
1188,None_CHEMBL1716049,CCCCn1c(O)c(/N=N/c2ccccn2)c2ccccc21,4.62,=
1189,None_CHEMBL533293,CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1,6.15,=
1190,None_CHEMBL1526865,Cc1cc(C)n(-c2ccc(Cl)c(C(=O)Nc3cc(C(F)(F)F)ccc3Cl)n2)n1,5.28,=
1191,None_CHEMBL1608504,N#Cc1ccc(COC(=O)c2ccc(N3CCCC3)c([N+](=O)[O-])c2)cc1,4.92,=
1192,None_CHEMBL1331662,CN(C)c1ccc(P(=O)(Nc2cccc(C(F)(F)F)c2)N2CCOCC2)c(NC(=O)c2cccs2)c1,6.54,=
1193,SERTINDOLE_CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,5.19,=
1194,EBASTINE_CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,5.82,=
1195,ARIPIPRAZOLE_CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,6.11,=
1196,FLAVONOL_CHEMBL294009,O=c1c(O)c(-c2ccccc2)oc2ccccc12,5.0,=
1197,GALANGIN_CHEMBL309490,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,5.23,=
1198,None_CHEMBL189433,C=CC(C)(C)c1c(O)cc(O)c2c(=O)c(O)c(-c3ccccc3)oc12,6.35,=
1199,None_CHEMBL1822218,CC(C)=Cc1c(O)cc2oc(-c3ccccc3)c(O)c(=O)c2c1O,6.68,=
1200,None_CHEMBL1822219,CC(C)=Cc1c(O)cc(O)c2c(=O)c(O)c(-c3ccccc3)oc12,6.66,=
1201,KAEMPFEROL_CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,5.17,=
1202,KAEMPFERIDE_CHEMBL40919,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,5.35,=
1203,None_CHEMBL193777,C=CC(C)(C)c1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(OC)cc3)oc12,6.7,=
1204,None_CHEMBL165905,O=c1c(O)c(-c2ccc(F)cc2)oc2cc(O)cc(O)c12,5.17,=
1205,None_CHEMBL165607,O=c1c(O)c(-c2ccc(Cl)cc2Cl)oc2cc(O)cc(O)c12,5.4,=
1206,None_CHEMBL166368,O=c1c(O)c(-c2ccc(I)cc2)oc2cc(O)cc(O)c12,5.96,=
1207,None_CHEMBL1822220,O=c1c(O)c(C(c2ccccc2)c2ccccc2)oc2cc(O)cc(O)c12,5.7,=
1208,None_CHEMBL164611,CCCCCCCCc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,7.24,=
1209,None_CHEMBL1822221,COc1c(-c2ccccc2)oc2cc(O)cc(O)c2c1=O,5.05,=
1210,None_CHEMBL1822217,C=CC(C)(C)c1c(OC)cc(O)c2c(=O)c(OC)c(-c3ccccc3)oc12,6.82,=
1211,QUERCETIN_CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.15,=
1212,QUERCETIN_CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.28,=
1213,GENISTEIN_CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,4.58,=
1214,FLAVONE_CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,4.47,=
1215,7-HYDROXYFLAVONE_CHEMBL276915,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,4.46,=
1216,CHRYSIN_CHEMBL117,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,5.05,=
1217,None_CHEMBL163960,Cc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.51,=
1218,TECHTOCHRYSIN_CHEMBL164841,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.2,=
1219,None_CHEMBL76553,COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C,5.89,=
1220,APIGENIN_CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,5.0,=
1221,None_CHEMBL1821732,O=c1cc(-c2ccc(F)c(F)c2)oc2cc(O)cc(O)c12,5.2,=
1222,None_CHEMBL1822222,O=c1cc(-c2ccc(I)cc2)oc2cc(O)cc(O)c12,5.66,=
1223,None_CHEMBL165408,CC(C)Oc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,6.0,=
1224,None_CHEMBL164060,CC(C)c1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,6.68,=
1225,None_CHEMBL166131,CC(C)Oc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C(C)C,6.55,=
1226,None_CHEMBL165950,CC(C)Oc1c(C(C)C)c(O)c2c(=O)cc(-c3ccccc3)oc2c1C(C)C,7.48,=
1227,None_CHEMBL165452,O=c1cc(-c2ccccc2)oc2cc(O)c(Cc3ccccc3)c(O)c12,6.47,=
1228,None_CHEMBL165621,O=c1cc(-c2ccccc2)oc2c(Cc3ccccc3)c(O)cc(O)c12,6.0,=
1229,None_CHEMBL164699,O=c1cc(-c2ccccc2)oc2c(Cc3ccccc3)c(O)c(Cc3ccccc3)c(O)c12,7.44,=
1230,None_CHEMBL165418,O=c1cc(-c2ccccc2)oc2cc(OCc3ccccc3)cc(O)c12,7.17,=
1231,None_CHEMBL1822223,CC(C)=Cc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,6.52,=
1232,None_CHEMBL191602,C=CC(C)(C)c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,6.7,=
1233,None_CHEMBL1822224,CC(C)=Cc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,6.55,=
1234,None_CHEMBL1822225,CC(C)=Cc1c(O)c(C=C(C)C)c2oc(-c3ccccc3)cc(=O)c2c1O,7.82,=
1235,None_CHEMBL1822226,CC(C)=CCC/C(C)=C/c1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,7.35,=
1236,None_CHEMBL1822227,CC(C)=CCC/C(C)=C/c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,7.6,=
1237,None_CHEMBL1822228,C=CC(C)(C)c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,6.15,=
1238,None_CHEMBL1829396,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccoc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(=O)c1ccccc1)[C@@H]2OC(C)=O,6.47,=
1239,None_CHEMBL1829397,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccoc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,6.23,=
1240,None_CHEMBL1829518,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](O)[C@@H]2OC(C)=O,6.33,=
1241,None_CHEMBL1829520,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,6.41,=
1242,None_CHEMBL1829521,CC(=O)OC[C@]12[C@@H](OC(=O)c3ccoc3)C[C@@H]3[C@@H](OC(=O)c4ccoc4)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,6.29,=
1243,None_CHEMBL1829522,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccoc4)[C@]12C)[C@H]3OC(=O)c1ccccc1,6.42,=
1244,None_CHEMBL1829524,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@H](OC(=O)c2ccoc2)[C@@]2(C)[C@@H](OC(=O)c3ccccc3)C[C@@H]3C[C@]2(OC3(C)C)[C@@H]1C,6.19,=
1245,None_CHEMBL1829527,CC(=O)O[C@@H]1C[C@](C)(O)[C@@]23C[C@@H](C[C@H](OC(=O)/C=C/c4ccccc4)[C@]2(C)[C@H]1OC(=O)c1ccoc1)C(C)(C)O3,6.24,=
1246,None_CHEMBL1944863,COc1cc(C(=O)Nc2ccc(Br)cc2)cc(OC)c1OC,4.7,=
1247,None_CHEMBL1944865,COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2N)cc(OC)c1OC,5.14,=
1248,None_CHEMBL1944866,COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2F)cc(OC)c1OC,5.85,=
1249,None_CHEMBL1944868,COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2NC(C)=O)cc(OC)c1OC,5.72,=
1250,None_CHEMBL1945302,COc1cc(C(=O)Nc2cc(-c3ccccc3)ccc2[N+](=O)[O-])cc(OC)c1OC,6.24,=
1251,None_CHEMBL1945303,COc1cc(C(=O)Nc2ccc(-c3cccs3)cc2[N+](=O)[O-])cc(OC)c1OC,4.76,=
1252,None_CHEMBL1945304,COc1cc(C(=O)Nc2ccc(-c3cccnc3)cc2[N+](=O)[O-])cc(OC)c1OC,5.17,=
1253,None_CHEMBL1945305,COc1cc(C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cc2[N+](=O)[O-])cc(OC)c1OC,5.58,=
1254,None_CHEMBL1945306,COc1cc(C(=O)Nc2ccc(-c3ccc4c(c3)OCO4)cc2[N+](=O)[O-])cc(OC)c1OC,6.7,=
1255,None_CHEMBL1945307,COc1cc(C(=O)Nc2ccc(-c3cccc(C(C)=O)c3)cc2[N+](=O)[O-])cc(OC)c1OC,6.22,=
1256,None_CHEMBL1945308,COc1cc(C(=O)Nc2ccc(-c3cc(OC)c(OC)c(OC)c3)cc2[N+](=O)[O-])cc(OC)c1OC,4.61,=
1257,None_CHEMBL1945309,COc1cc(C(=O)Nc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)cc(OC)c1OC,6.4,=
1258,None_CHEMBL1945310,COc1cc(C(=O)Nc2ccc(-c3ccc[n+](C)c3)cc2[N+](=O)[O-])cc(OC)c1OC.[I-],4.47,=
1259,None_CHEMBL1945311,COc1ccc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc1OC,5.89,=
1260,None_CHEMBL1945312,COc1cc(OC)cc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])c1,5.18,=
1261,None_CHEMBL1945313,COc1cc(CNc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(OC)c1OC,5.82,=
1262,None_CHEMBL1945314,COc1cc(NC(=O)c2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(OC)c1OC,5.7,=
1263,None_CHEMBL1945317,CC(=O)c1cccc(-c2ccc(NC(=O)c3cc(O)c(O)c(O)c3)c([N+](=O)[O-])c2)c1,4.41,=
1264,None_CHEMBL1945511,O=C(Nc1ccc(-c2ccccc2)cc1[N+](=O)[O-])c1ccc(O)c(O)c1,4.39,=
1265,None_CHEMBL1945512,O=C(Nc1ccc(-c2ccccc2)cc1[N+](=O)[O-])c1cc(O)cc(O)c1,4.14,=
1266,None_CHEMBL1945513,COc1cc(C(=O)Nc2ccc(Br)cc2[N+](=O)[O-])cc(O)c1O,4.42,=
1267,None_CHEMBL1945514,COc1ccc(NC(=O)c2cc(O)c(O)c(OC)c2)c([N+](=O)[O-])c1,4.19,=
1268,None_CHEMBL1945515,COc1cc(C(=O)Nc2cc(-c3ccccc3)ccc2[N+](=O)[O-])cc(O)c1O,4.4,=
1269,None_CHEMBL1945516,COc1cc(C(=O)Nc2ccc(-c3cccs3)cc2[N+](=O)[O-])cc(O)c1O,4.51,=
1270,None_CHEMBL1945517,COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(O)c1O,4.17,=
1271,None_CHEMBL1945973,COc1cc(C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cc2[N+](=O)[O-])cc(O)c1O,4.78,=
1272,None_CHEMBL1945975,COc1cc(C(=O)Nc2ccc(-c3cccc(C(C)=O)c3)cc2[N+](=O)[O-])cc(O)c1O,5.04,=
1273,None_CHEMBL1945976,COc1cc(C(=O)Nc2ccc(-c3cc(O)c(O)c(OC)c3)cc2[N+](=O)[O-])cc(O)c1O,5.51,=
1274,None_CHEMBL1945977,COc1cc(C(=O)Nc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)cc(O)c1O,4.49,=
1275,None_CHEMBL1945980,COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2F)cc(O)c1O,4.85,=
1276,None_CHEMBL1945982,COc1ccc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc1O,5.46,=
1277,None_CHEMBL1945983,COc1cc(CNc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(O)c1O,4.14,=
