rdkit_smiles,compound_id,NofA,pKi_mean,pKi_std
CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2cccnc2c1=O,CHEMBL2146807,1,9.199970640755863,0.11408532748509612
CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2cnccc2c1=O,CHEMBL2146806,1,9.4000078224159,0.11408532748509612
CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ncccc2c1=O,CHEMBL2146810,1,9.199970640755863,0.11408532748509612
CCCCc1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c2nc(CCC(=O)O)ccc2c1,CHEMBL3898341,1,7.899974269892138,0.40816916496270744
CCCN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,CHEMBL1669406,1,7.387216143280264,0.40816916496270744
CCCN1CCO[C@H](c2cccc(O)c2)C1,CHEMBL250403,1,5.698970004336019,0.18191956447112131
CCCN1CC[C@H]2c3cc4ccc(C(F)(F)F)cc4nc3[C@H](CC)[C@H]3CCC[C@@H]1[C@@H]32,CHEMBL3897499,1,5.0,0.18191956447112131
CCC[C@@H](N)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,CHEMBL291821,1,4.3300000383353785,0.4719824216245228
CCCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,CHEMBL28833,1,5.0,0.18191956447112131
CCCc1ccc2c(c1)sc(=O)n2CCN1CCCCCC1,CHEMBL272899,1,6.507239610973163,0.09566846312511786
CCCc1nc(CN2CC[C@H](c3ccccc3)C2)cs1,CHEMBL4167807,1,6.508638306165728,0.09566846312511786
CCCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL402826,1,5.599999383023619,0.18191956447112131
CCN(C)C1CCCc2ccncc21,CHEMBL1794855,1,5.0,0.18191956447112131
CCN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,CHEMBL1669405,1,8.142667503568731,0.1639776038099834
CCN(CC)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1935432,1,8.200659450546418,0.1639776038099834
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CHEMBL157138,1,7.721246399047171,0.40816916496270744
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CHEMBL263881,1,5.8124792791635365,0.18191956447112131
CCN(CC)CCCOC(=O)N1c2ccccc2Sc2ccccc21,CHEMBL519609,1,6.366531544420414,0.09566846312511786
CCN(CCc1ccccn1)Cc1csc(C2CCCC2)n1,CHEMBL4165273,1,5.0,0.18191956447112131
CCN1CCN(CCCNC(=O)c2ccc(F)cc2Cl)CC1,CHEMBL4166021,1,5.0,0.18191956447112131
CCNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCC[C@H]2C)C3=O)cc1,CHEMBL2031884,1,5.140861702705468,0.18191956447112131
CCOC(=O)CCN1CCN(c2ccc3c(c2)CN(C(=O)OCc2ccccc2)C3)CC1,CHEMBL4174189,1,5.974284616098659,0.18191956447112131
CCOC(=O)CCN1CCN(c2ccc3c(c2)CN(C(=O)OCc2ccccc2)CC3)CC1,CHEMBL4169689,1,7.207608310501746,0.40816916496270744
CCOC(=O)N(O)CCC#Cc1ccc(OCCCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,CHEMBL179590,1,8.229884705212896,0.1639776038099834
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(OC)cnc32)CC1,CHEMBL3357024,1,5.708853238268113,0.18191956447112131
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3ccc(C(=O)OC)nc32)CC1,CHEMBL3357027,1,5.0,0.18191956447112131
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CHEMBL998,4,7.005251887530322,0.5697369372585189
CCOC(=O)N1CCN(CCCOc2ccc(-c3c[nH]cn3)cc2)CC1,CHEMBL104947,1,5.829999526735648,0.18191956447112131
CCOC(=O)N1CCN(CCCOc2ccc(-c3cc[nH]c3)cc2)CC1,CHEMBL101692,1,6.299997602857746,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(Br)cc3)cc2)CC1,CHEMBL317900,1,6.740000204918113,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1,CHEMBL320178,1,6.799998134593397,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(C#N)cc3C)cc2)CC1,CHEMBL105669,1,7.560036064079095,0.40816916496270744
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(Cl)cc3)cc2)CC1,CHEMBL105385,1,6.4500041484693496,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)CC1,CHEMBL446885,1,6.359995853468939,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(OC)cc3)cc2)CC1,CHEMBL105483,1,6.4500041484693496,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)CC1,CHEMBL318320,1,7.090016305060157,0.40816916496270744
CCOC(=O)N1CCN(CCCOc2ccc(-c3cccc(C#N)c3)cc2)CC1,CHEMBL105268,1,6.41999931041096,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccccc3[N+](=O)[O-])cc2)CC1,CHEMBL105952,1,6.790002703917631,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3cccs3)cc2)CC1,CHEMBL106602,1,6.3500034925339595,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccncc3)cc2)CC1,CHEMBL419912,1,5.4300002677960535,0.18191956447112131
CCOC(=O)N1CCN(CCCOc2ccc(-c3ccsc3)cc2)CC1,CHEMBL105567,1,6.119998611678232,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)/C=C/c3ccc(OC)cc3)cc2)CC1,CHEMBL292275,1,6.209996479609512,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)/C=C/c3cccnc3)cc2)CC1,CHEMBL444307,1,6.369999510099088,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,CHEMBL62948,1,5.849999245077862,0.18191956447112131
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)C3CCCCC3)cc2)CC1,CHEMBL61070,1,6.219999701663428,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)C=C(C)C)cc2)CC1,CHEMBL305313,1,6.4500041484693496,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)CC(C)C)cc2)CC1,CHEMBL61231,1,6.030002001401657,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)CC)cc2)CC1,CHEMBL62066,1,5.779999190713338,0.18191956447112131
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)Cc3ccccc3)cc2)CC1,CHEMBL64799,1,6.030002001401657,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)c3ccc(C(C)(C)C)cc3)cc2)CC1,CHEMBL64247,1,6.2500010234416505,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)c3ccc(F)cc3)cc2)CC1,CHEMBL440864,1,6.679999195735272,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)c3ccc(OC)cc3)cc2)CC1,CHEMBL418691,1,6.090000275786017,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)c3ccc(SC)cc3)cc2)CC1,CHEMBL2113738,1,6.3500034925339595,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)c3cccc(C)c3)cc2)CC1,CHEMBL64021,1,6.41999931041096,0.09566846312511786
CCOC(=O)N1CCN(CCCOc2ccc(C(=O)c3cccc(F)c3F)cc2)CC1,CHEMBL304027,1,5.9900012699519385,0.18191956447112131
CCOC(=O)N1CCN(CCCOc2ccc(C(C)=O)cc2)CC1,CHEMBL62840,1,5.650000220873455,0.18191956447112131
CCOCCn1c(N2CC[C@H](N(C)C)C2)nc2ccccc21,CHEMBL1087493,1,8.318758762624412,0.1639776038099834
CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,CHEMBL608151,1,6.0,0.09566846312511786
CCOc1cc(CN2CCC(NC(=O)c3cccc(S(C)(=O)=O)c3)CC2)ccc1Cl,CHEMBL241330,1,5.301029995663981,0.18191956447112131
CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)ccc1Cl,CHEMBL241329,1,6.568636235841013,0.09566846312511786
CCOc1cc(CN2CCC(Nc3nc4cc(Cl)c(S(N)(=O)=O)cc4o3)CC2)ccc1F,CHEMBL1079180,1,5.862013267276469,0.18191956447112131
CCOc1cc(CN2CCC(Nc3nc4cc(Cl)c(S(N)(=O)=O)cc4o3)CC2)ccc1OC,CHEMBL1078240,1,5.994390554639718,0.18191956447112131
CCOc1cc(CN2CCC(Nc3nc4cc(NC(=O)C5CCC5)ccc4o3)CC2)ccc1OC,CHEMBL1078896,1,6.0347982989740885,0.09566846312511786
CCOc1cc(CN2CCC(Nc3nc4cc(NS(=O)(=O)c5ccccc5)ccc4o3)CC2)ccc1OC,CHEMBL1077908,1,6.7011469235902945,0.09566846312511786
CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)cc(OC2CCOCC2)c1,CHEMBL1082036,1,4.4156687756324695,0.4719824216245228
CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)N(C)C)ccc4o3)CC2)cc(OCC)c1-n1cccc1,CHEMBL1079686,1,5.301029995663981,0.18191956447112131
CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)cc(OCC)c1N,CHEMBL236788,1,5.585026652029182,0.18191956447112131
CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,CHEMBL393718,1,6.2839966563652006,0.09566846312511786
CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc(OC2CCOCC2)c1,CHEMBL1078745,1,5.443697499232711,0.18191956447112131
CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1Cl,CHEMBL236610,1,6.575118363368933,0.09566846312511786
CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1F,CHEMBL393436,1,6.083019952679617,0.09566846312511786
CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1OC,CHEMBL236587,2,6.204815410317576,0.09566846312511786
CCOc1ccc(Cc2nn(C[C@H]3CCCN3C)c(=O)c3ccccc23)cc1,CHEMBL1767139,1,8.299988937677888,0.1639776038099834
CCOc1ccc([C@H](O)CN2CCN(c3ccccc3F)CC2)cc1,CHEMBL4161676,1,6.1438755557577,0.09566846312511786
CC[C@@H](N)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,CHEMBL302829,2,4.9149995930778045,0.7649996026574675
CC[C@H](N)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,CHEMBL418666,1,5.330000131185909,0.18191956447112131
CCc1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c2nc(CCC(=O)O)ccc2c1,CHEMBL3926412,1,7.799970733446231,0.40816916496270744
CCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,CHEMBL282829,1,5.0,0.18191956447112131
CCc1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1,CHEMBL102925,1,5.638272163982407,0.18191956447112131
CCc1cnc2c(N3CC(NC)C3)nc(N)nc2c1,CHEMBL2376800,1,4.469999943783888,0.4719824216245228
CCc1cnc2c(N3CC[C@@H](NC)C3)nc(N)nc2c1,CHEMBL2376801,1,4.950000175844591,0.4719824216245228
CCc1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL442456,1,6.299997602857746,0.09566846312511786
CCc1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,CHEMBL427836,1,5.4999996786570655,0.18191956447112131
CCc1nc2cc3c(c(Br)c2o1)CCN(C(C)CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL255417,1,5.599999383023619,0.18191956447112131
CCc1nc2cc3c(c(Br)c2o1)CCN(CCCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL256482,1,5.700000503883016,0.18191956447112131
CCc1nc2cc3c(c(Br)c2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL255778,1,6.299997602857746,0.09566846312511786
CCc1nc2cc3c(c(Br)c2o1)CCN(CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL272378,1,5.599999383023619,0.18191956447112131
CCc1nc2cc3c(c(C)c2o1)CCN(C(C)CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL257524,1,5.599999383023619,0.18191956447112131
CCc1nc2cc3c(c(C)c2o1)CCN(CCCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL269994,1,5.599999383023619,0.18191956447112131
CCc1nc2cc3c(c(C)c2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL401752,1,5.700000503883016,0.18191956447112131
CCc1nc2cc3c(c(C)c2o1)CCN(CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL401777,1,5.599999383023619,0.18191956447112131
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(C(F)(F)F)cc2)n1C)CC3,CHEMBL271096,1,5.4999996786570655,0.18191956447112131
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(F)c(F)c2)n1C)CC3,CHEMBL256651,1,5.599999383023619,0.18191956447112131
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL272545,1,5.899998417198647,0.18191956447112131
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccnc2)n1C)CC3,CHEMBL272302,1,5.599999383023619,0.18191956447112131
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,CHEMBL272546,1,5.4999996786570655,0.18191956447112131
CCc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL271631,1,5.700000503883016,0.18191956447112131
CCc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,CHEMBL255567,1,5.599999383023619,0.18191956447112131
CCc1nc2ccc3c(c2s1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL256442,1,6.399996913372259,0.09566846312511786
CCc1nc2ccc3c(c2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,CHEMBL403804,1,5.599999383023619,0.18191956447112131
CCc1nn(C)c2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL256477,1,6.19999817218203,0.09566846312511786
CCc1noc2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CHEMBL403181,1,6.900008766455317,0.09566846312511786
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,CHEMBL1935439,2,8.117128479289477,0.1926754406820086
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CHEMBL1935431,2,8.147367568841299,0.09675757548621
CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,CHEMBL2031874,1,5.0,0.18191956447112131
CN(C)C/C=C1\c2ccccc2COc2ccc(CC(=O)O)cc21,CHEMBL302005,2,7.9586073148417755,0.40816916496270744
CN(C)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL558467,1,8.744727494896694,0.1639776038099834
CN(C)C1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1,CHEMBL1278116,1,8.400007822415901,0.1639776038099834
CN(C)CC(c1ccccc1)c1ccccc1,CHEMBL10602,1,5.286341483791643,0.18191956447112131
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CHEMBL908,1,8.425968732272281,0.1639776038099834
CN(C)CC1C[C@@H]2c3ccccc3COc3ccccc3[C@H]2O1,CHEMBL328209,1,7.6861327796308485,0.40816916496270744
CN(C)CC1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,CHEMBL92667,1,9.154901959985743,0.11408532748509612
CN(C)CC1C[C@@H]2c3ccccc3N(C)c3ccccc3[C@H]2O1,CHEMBL328356,1,8.221848749616356,0.1639776038099834
CN(C)CC1C[C@@H]2c3ccccc3OCc3ccccc3[C@H]2O1,CHEMBL93321,1,8.017728766960431,0.1639776038099834
CN(C)CC1C[C@@H]2c3ccccc3Oc3ccccc3[C@H]2O1,CHEMBL96158,1,7.853871964321763,0.40816916496270744
CN(C)CC1C[C@@H]2c3ccccc3Sc3ccccc3[C@H]2O1,CHEMBL327306,1,8.366531544420411,0.1639776038099834
CN(C)CC1C[C@H]2c3ccccc3Cc3ccccc3[C@H]2O1,CHEMBL96732,1,7.568636235841013,0.40816916496270744
CN(C)CC1C[C@H]2c3ccccc3Oc3ccccc3[C@H]2O1,CHEMBL330713,1,7.4867823999320615,0.40816916496270744
CN(C)CC1c2ccccc2Cc2ccccc21,CHEMBL160933,1,7.602059991327962,0.40816916496270744
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL505,3,8.51369939338945,0.3779585149999029
CN(C)CCC(c1ccccc1)c1ccccc1,CHEMBL610739,1,7.1249387366083,0.40816916496270744
CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1,CHEMBL560741,1,9.221848749616356,0.11408532748509612
CN(C)CCC1=C(Cc2cccnn2)c2ccc(Cl)cc2C1,CHEMBL1092652,1,8.67778070526608,0.1639776038099834
CN(C)CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,CHEMBL1092662,2,8.769551078621726,0.1639776038099834
CN(C)CCC1=C(Cc2cccnn2)c2ccccc2C1,CHEMBL1090197,1,8.113509274827518,0.1639776038099834
CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1,CHEMBL1092259,1,8.853871964321762,0.1639776038099834
CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1,CHEMBL1092649,1,8.853871964321762,0.1639776038099834
CN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,CHEMBL559251,3,8.397940008672037,0.1639776038099834
CN(C)CCC1=C(Cc2ncccn2)c2ccccc2C1,CHEMBL1090198,1,7.823908740944319,0.40816916496270744
CN(C)CCC1c2ccccc2Cc2ccccc21,CHEMBL593988,1,8.221848749616356,0.1639776038099834
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CHEMBL629,2,9.10324449710357,0.1524625197737537
CN(C)CCC=C1c2ccccc2COc2ccccc21,CHEMBL1628227,3,9.843501557586258,0.24601537565624707
CN(C)CCCC(c1ccccc1)c1ccccc1,CHEMBL608689,1,7.154901959985742,0.40816916496270744
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CHEMBL549,1,6.430626090384954,0.09566846312511786
CN(C)CCCC1c2ccccc2Cc2ccccc21,CHEMBL346230,1,9.30102999566398,0.11408532748509612
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CHEMBL415,1,8.007579043947977,0.1639776038099834
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL71,2,8.540010122145842,0.16839905219615403
CN(C)CCCN1c2ccccc2Sc2ccccc21,CHEMBL564,1,9.399027104313252,0.11408532748509612
CN(C)CCCNc1c2c(nc3ccccc13)CCCCC2,CHEMBL65849,1,5.113734940970243,0.18191956447112131
CN(C)CCCOc1ccccc1Cc1ccccc1,CHEMBL3955589,1,8.500038134403809,0.1639776038099834
CN(C)CCCn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,CHEMBL1767135,1,8.0,0.1639776038099834
CN(C)CCN(C)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL559061,1,8.537602002101043,0.1639776038099834
CN(C)CCN(Cc1cccs1)c1ccccn1,CHEMBL1411979,1,8.744245213356956,0.1639776038099834
CN(C)CCOC(c1ccccc1)c1ccccc1,CHEMBL657,3,7.653600035424044,0.16571323757154358
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CHEMBL285802,2,8.838064696729745,0.3695436137720005
CN(C)CCOc1ccccc1Cc1ccccc1,CHEMBL3925724,1,7.899974269892138,0.40816916496270744
CN(C)CCSc1nc2ccccc2c2nnnn12,CHEMBL1923525,1,6.149997413907538,0.09566846312511786
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,CHEMBL1201353,1,9.136677139879543,0.11408532748509612
CN(C)CCc1sc2ccccc2c1Cc1ccc(F)cc1,CHEMBL540982,1,7.9586073148417755,0.40816916496270744
CN(C)CCc1sc2ccccc2c1Cc1cnccn1,CHEMBL551340,1,7.1249387366083,0.40816916496270744
CN(C)CCn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,CHEMBL1767134,1,9.599980364934842,0.11408532748509612
CN(C)C[C@@H]1CC2c3ccccc3Oc3ccc(Cl)cc3[C@H]2O1,CHEMBL364270,1,7.853871964321763,0.40816916496270744
CN(C)C[C@@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1,CHEMBL195706,1,7.481486060122112,0.40816916496270744
CN(C)C[C@@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,CHEMBL363581,1,8.920818753952375,0.1639776038099834
CN(C)C[C@@H]1C[C@@H]2c3ccccc3Cc3ccccc3N2O1,CHEMBL328573,1,9.193820026016114,0.11408532748509612
CN(C)C[C@@H]1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,CHEMBL329268,1,9.200659450546418,0.11408532748509612
CN(C)C[C@@H]1C[C@H]2c3ccccc3Cc3ccccc3[C@@H]2O1,CHEMBL327651,1,8.42712839779952,0.1639776038099834
CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(Br)cc3[C@H]2O1,CHEMBL193435,1,7.376750709602098,0.40816916496270744
CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(Cl)cc3[C@H]2O1,CHEMBL435301,1,8.366531544420411,0.1639776038099834
CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1,CHEMBL194659,1,8.1249387366083,0.1639776038099834
CN(C)C[C@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,CHEMBL193639,2,9.252922702990777,0.031073953374421315
CN(C)C[C@H]1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,CHEMBL329566,2,9.317068892298721,0.04946265212168921
CN(C)C[C@H]1C[C@@H]2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,CHEMBL366164,1,8.853871964321762,0.1639776038099834
CN(C)Cc1cccc(CN/C=C2/C(=O)NC(=O)c3ccccc32)c1,CHEMBL4176546,1,5.0,0.18191956447112131
CN(C)S(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,CHEMBL2207286,1,7.899974269892138,0.40816916496270744
CN(C)[C@@H]1CCN(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,CHEMBL319000,1,5.720000163638921,0.18191956447112131
CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,CHEMBL2171037,1,7.700057099977232,0.40816916496270744
CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,CHEMBL2171041,1,7.599980364934843,0.40816916496270744
CN(C1CCCCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL558933,1,8.55284196865778,0.1639776038099834
CN(CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21)Cc1ccc(OCCCN2CCCCC2)cc1,CHEMBL517407,1,6.5301779840218375,0.09566846312511786
CN(CC1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL550818,3,8.4089353929735,0.1639776038099834
CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)Cc1ccc(OCCCN2CCCCC2)cc1,CHEMBL457957,1,6.252588192113577,0.09566846312511786
CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)c1ccc(OCCCN2CCCCC2)cc1,CHEMBL460402,1,6.163675884293247,0.09566846312511786
CN(CCC=C1c2ccccc2CCc2ccccc21)Cc1ccc(OCCCN2CCCCC2)cc1,CHEMBL459350,1,7.102372908709557,0.40816916496270744
CN(CCCC12CCC(c3ccccc31)c1ccccc12)Cc1ccc(OCCCN2CCCCC2)cc1,CHEMBL517244,1,7.397940008672037,0.40816916496270744
CN(CCCCc1c[nH]cn1)CCC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL292195,2,8.154901959985743,0.1639776038099834
CN(CCCCc1ccc(OCCCN2CCCCCC2)cc1)CCn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,CHEMBL1767163,1,7.400007822415903,0.40816916496270744
CN(CCCN1c2ccccc2Sc2ccc(Cl)cc21)Cc1ccc(OCCCN2CCCCC2)cc1,CHEMBL459373,1,6.688246138944246,0.09566846312511786
CN(CCF)CCC1=C(Cc2cnccn2)c2ccccc2C1,CHEMBL1669407,1,7.619788758288393,0.40816916496270744
CN(CCO)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL557210,1,8.494850021680094,0.1639776038099834
CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,CHEMBL2432052,1,5.0,0.18191956447112131
CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41,CHEMBL1643902,1,5.0,0.18191956447112131
CN(CCc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL559557,1,8.619788758288394,0.1639776038099834
CN(C[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)C(=O)c1c[nH]c(=O)c2ccccc12,CHEMBL2208433,1,8.400007822415901,0.1639776038099834
CN(Cc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41,CHEMBL1643901,1,5.0,0.18191956447112131
CN(Cc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL551888,1,8.443697499232712,0.1639776038099834
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL94454,1,8.568636235841014,0.1639776038099834
CN(c1ncccn1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CHEMBL561489,1,7.123782159408357,0.40816916496270744
CN/C(=N\C#N)NC[C@@H]1CC[C@@H](c2c[nH]cn2)C1,CHEMBL3805437,1,5.0,0.18191956447112131
