,chembl,smile,pAct,relationship
685,None_CHEMBL3426393,COc1ccccc1-n1nnc(-c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)n1,6.35,=
686,None_CHEMBL3426394,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)c1,4.95,=
687,None_CHEMBL3426395,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1,6.97,=
688,None_CHEMBL3426396,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(F)(F)F)cc3)n2)cc1OC,6.57,=
689,None_CHEMBL3426397,CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)c(OC)c3)n2)cc1,6.7,=
690,None_CHEMBL3426398,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)c(OC)c3)n2)cc1,6.93,=
691,None_CHEMBL3426399,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(F)(F)F)cc3)n2)cc1,7.14,=
692,None_CHEMBL3426400,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3OC)n2)cc1,6.75,=
693,None_CHEMBL3426401,CCCc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)cc3)n2)cc1,7.19,=
694,None_CHEMBL3426402,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,7.1,=
695,SCUTELLARIN_CHEMBL487805,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,5.0,=
696,None_CHEMBL3542370,O=C(O)[C@H]1O[C@@H](Oc2c(O)cc3oc(-c4ccc(O)cc4)cc(=O)c3c2O)[C@H](O)[C@@H](O)[C@@H]1O,4.7,=
697,DOLUTEGRAVIR_CHEMBL1229211,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,4.17,=
698,None_CHEMBL3582149,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1)C2,6.45,=
699,None_CHEMBL3582155,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,6.75,=
700,None_CHEMBL3582156,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,6.68,=
701,None_CHEMBL3582167,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,7.35,=
702,None_CHEMBL3582168,COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,7.42,=
703,BOTRYLLAMIDE A_CHEMBL511679,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(OC)c(Br)c1,4.48,=
704,BOTRYLLAMIDE A_CHEMBL511679,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(OC)c(Br)c1,4.95,=
705,BOTRYLLAMIDE C_CHEMBL458921,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)c(Br)c1,4.79,=
706,BOTRYLLAMIDE E_CHEMBL457379,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)cc1,4.63,=
707,BOTRYLLAMIDE E_CHEMBL457379,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)cc1,4.38,=
708,BOTRYLLAMIDE F_CHEMBL457598,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(O)cc1,4.78,=
709,BOTRYLLAMIDE G_CHEMBL456959,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(O)c(Br)c1,5.16,=
710,None_CHEMBL3644874,CO/C(=C\c1cccc(O)c1C#N)C(=O)N/C=C/c1ccccc1,4.57,=
711,None_CHEMBL3746458,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N21,5.49,=
712,None_CHEMBL3746458,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N21,6.64,=
713,None_CHEMBL3747380,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)NC(C)(C)C)C(=O)N21,5.41,=
714,None_CHEMBL3747380,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)NC(C)(C)C)C(=O)N21,6.64,=
715,None_CHEMBL3746621,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@@H]1C3,6.22,=
716,None_CHEMBL3746621,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@@H]1C3,6.21,=
717,None_CHEMBL3746770,COc1cc2[nH]c3c(c2cc1C)C[C@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,5.7,=
718,None_CHEMBL3746770,COc1cc2[nH]c3c(c2cc1C)C[C@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,5.74,=
719,None_CHEMBL3747767,CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](CCC(=O)O)C(=O)N21,6.64,=
720,None_CHEMBL3746992,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](C)NC(=O)[C@H]1C3,6.21,=
721,None_CHEMBL3746761,COc1cc2[nH]c3c(c2cc1OC)C[C@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,5.77,=
722,None_CHEMBL3746825,COc1cc2[nH]c3c(c2cc1OC)C[C@@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,5.77,=
723,None_CHEMBL3745801,COc1cc2[nH]c3c(c2cc1C)C[C@@H]1C(=O)N[C@@H](C)C(=O)N1[C@H]3CC(C)C,5.74,=
724,None_CHEMBL3764296,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,4.06,=
725,None_CHEMBL3765024,COc1cc(OC)c2c(=O)cc(N3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,4.43,=
726,None_CHEMBL3764781,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(F)c(F)c4)CC3)oc2c1,4.18,=
727,None_CHEMBL3763441,COc1cc(OC)c2c(=O)cc(N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)oc2c1,4.91,=
728,None_CHEMBL3764197,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4cccc([N+](=O)[O-])c4)CC3)oc2c1,4.42,=
729,None_CHEMBL3763752,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(C#N)cc4)CC3)oc2c1,4.0,=
730,None_CHEMBL3765551,COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1,4.42,=
731,None_CHEMBL3763734,COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccccc4[N+](=O)[O-])CC3)oc2c1,4.46,=
732,None_CHEMBL3763735,COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,4.92,=
733,None_CHEMBL2011285,O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1,4.79,=
734,None_CHEMBL2011285,O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1,5.01,=
735,None_CHEMBL28098,N#Cc1c2n(c3c(N4CCN(CCc5ccccc5)CC4)ncnc13)CCCC2,5.09,=
736,None_CHEMBL3805746,N#Cc1c2n(c3c(N4CCN(Cc5ccccc5)CC4)ncnc13)CCCC2,5.08,=
737,None_CHEMBL3805257,N#Cc1c2n(c3c(N4CCN(C(c5ccccc5)c5ccccc5)CC4)ncnc13)CCCC2,4.84,=
738,None_CHEMBL3806039,N#Cc1c2n(c3c(N4CCN(c5ccccc5)CC4)ncnc13)CCCC2,5.23,=
739,None_CHEMBL3806168,CN1CCN(c2ncnc3c(C#N)c4n(c23)CCCC4)CC1,5.37,=
740,None_CHEMBL3805730,N#Cc1c2n(c3c(NCCCc4ccccc4)ncnc13)CCCC2,5.22,=
741,None_CHEMBL3805611,N#Cc1c2n(c3c(NCc4ccccc4)ncnc13)CCCC2,4.8,=
742,None_CHEMBL3805095,N#Cc1c2n(c3c(Nc4ccccc4)ncnc13)CCCC2,5.12,=
743,None_CHEMBL3805731,N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(CCc4ccccc4)CC3)ncnc12,5.0,=
744,None_CHEMBL3805970,N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(Cc4ccccc4)CC3)ncnc12,5.33,=
745,None_CHEMBL3805701,N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(C(c4ccccc4)c4ccccc4)CC3)ncnc12,5.06,=
746,None_CHEMBL3810089,COc1ccc(-c2nc(Nc3ccc(C(=O)/C=C/c4ccccc4)cc3)c3ccccc3n2)cc1OC,5.96,=
747,None_CHEMBL3808585,COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)cc1,5.5,=
748,None_CHEMBL3809957,COc1cccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)c1,6.44,=
749,None_CHEMBL3809529,COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)cc1OC,6.72,=
750,None_CHEMBL3808799,O=C(/C=C/c1ccccc1)c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,6.04,=
751,None_CHEMBL3810160,COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccccc4)nc4ccccc34)cc2)cc1,5.45,=
752,None_CHEMBL3809206,COc1cccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccccc4)nc4ccccc34)cc2)c1,6.06,=
753,None_CHEMBL3808612,COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccccc4)nc4ccccc34)cc2)cc1OC,6.54,=
754,None_CHEMBL3809541,COc1cccc(/C=C/C(=O)c2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)c1,6.41,=
755,None_CHEMBL3809015,COc1ccc(/C=C/C(=O)c2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)cc1OC,5.91,=
756,None_CHEMBL3809533,COc1cccc(/C=C/C(=O)c2ccc(Nc3ncnc4ccccc34)cc2)c1,6.17,=
757,None_CHEMBL3809167,COc1ccc(/C=C/C(=O)c2ccc(Nc3ncnc4ccccc34)cc2)cc1OC,6.08,=
758,None_CHEMBL3810065,COc1cccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)c2)c1,6.51,=
759,None_CHEMBL3809810,COc1ccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)c2)cc1,6.68,=
760,None_CHEMBL3809802,COc1ccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)c2)cc1OC,6.22,=
761,None_CHEMBL3808602,COc1cccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccccc4)nc4ccccc34)c2)c1,6.17,=
762,None_CHEMBL3808429,COc1ccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccccc4)nc4ccccc34)c2)cc1,6.01,=
763,None_CHEMBL3810368,COc1ccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccccc4)nc4ccccc34)c2)cc1OC,6.34,=
764,None_CHEMBL3810327,COc1ccc(/C=C/C(=O)c2cccc(Nc3ncnc4cc(OC)c(OC)cc34)c2)cc1,6.5,=
765,None_CHEMBL3809832,COc1ccc(/C=C/C(=O)c2cccc(Nc3ncnc4cc(OC)c(OC)cc34)c2)cc1OC,5.77,=
766,None_CHEMBL3810064,COc1ccc(/C=C/C(=O)c2cccc(Nc3ncnc4ccccc34)c2)cc1,6.05,=
767,None_CHEMBL3809417,COc1ccc(/C=C/C(=O)c2cccc(Nc3ncnc4ccccc34)c2)cc1OC,5.89,=
768,None_CHEMBL3895919,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(I)c1OC,5.15,=
769,None_CHEMBL3923932,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Br)c1OC,5.05,=
770,None_CHEMBL3984719,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Cl)c1OC,5.13,=
771,None_CHEMBL2236206,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(OC)c1OC,5.62,=
772,None_CHEMBL3926291,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(I)c1OC,5.11,=
773,None_CHEMBL3898212,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(Br)c1OC,5.31,=
774,None_CHEMBL3891465,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(Cl)c1OC,5.06,=
775,None_CHEMBL3947261,COc1ccc2[nH]cc(CCNC(=O)C(CC(C)C)NC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,6.04,=
776,None_CHEMBL3919472,COc1ccc2[nH]cc(CCNC(=O)C(NC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)C(C)C)c2c1,6.47,=
777,None_CHEMBL3975579,O=C(NCCc1c[nH]c2ccccc12)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,5.98,=
778,None_CHEMBL3938150,CC(C)Oc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,6.44,=
779,None_CHEMBL3967096,CCCOc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,6.55,=
780,None_CHEMBL3937377,CCOc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,6.44,=
781,None_CHEMBL3894765,O=C(NCCc1c[nH]c2ccc(O)cc12)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,5.36,=
782,None_CHEMBL3966114,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(F)c(F)c5)cccc4o3)c2c1,6.2,=
783,None_CHEMBL3983563,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(F)cc5)cccc4o3)c2c1,6.58,=
784,None_CHEMBL3954944,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5cccc(F)c5)cccc4o3)c2c1,6.42,=
785,None_CHEMBL3937333,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccccc5F)cccc4o3)c2c1,6.26,=
786,None_CHEMBL3909397,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5cccc(Br)c5)cccc4o3)c2c1,6.27,=
787,None_CHEMBL3946224,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccccc5Br)cccc4o3)c2c1,7.07,=
788,None_CHEMBL3885165,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(Cl)cc3)n2)cc1,6.65,=
789,None_CHEMBL3885031,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(C)C)cc3)n2)cc1,6.87,=
790,None_CHEMBL3885031,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(C)C)cc3)n2)cc1,6.88,=
791,None_CHEMBL3884824,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)cc1,6.78,=
792,None_CHEMBL3884824,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)cc1,6.61,=
793,None_CHEMBL3883387,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,6.58,=
794,None_CHEMBL3883387,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,6.51,=
795,None_CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,6.7,=
796,None_CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,6.52,=
797,None_CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,6.31,=
798,None_CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,6.3,=
799,None_CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,6.13,=
800,None_CHEMBL3884587,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1OC,6.48,=
801,None_CHEMBL3883362,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)c(OC)c3)n2)cc1,6.5,=
802,None_CHEMBL3885018,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3)n2)cc1OC,6.64,=
803,None_CHEMBL3885018,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3)n2)cc1OC,6.67,=
804,None_CHEMBL3885113,CSc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,6.66,=
805,None_CHEMBL3885113,CSc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,6.93,=
806,None_CHEMBL3885364,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1,6.88,=
807,None_CHEMBL3885364,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1,6.6,=
808,None_CHEMBL3883929,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1,6.11,=
809,None_CHEMBL3883929,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1,6.17,=
810,None_CHEMBL3883221,CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,6.51,=
811,None_CHEMBL3884305,CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)cc3)n2)cc1,6.1,=
812,None_CHEMBL3883590,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(O)cc3)n2)cc1,6.69,=
813,None_CHEMBL3883590,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(O)cc3)n2)cc1,6.89,=
814,None_CHEMBL3885212,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1OC,6.08,=
815,None_CHEMBL3885212,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1OC,6.29,=
816,None_CHEMBL3884050,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)cc1,5.36,=
817,None_CHEMBL3884050,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)cc1,5.44,=
818,None_CHEMBL3885022,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc([N+](=O)[O-])cc1,6.82,=
819,None_CHEMBL3885022,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc([N+](=O)[O-])cc1,6.49,=
820,None_CHEMBL3884853,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccc([N+](=O)[O-])c1,6.9,=
821,None_CHEMBL3884853,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccc([N+](=O)[O-])c1,6.91,=
822,None_CHEMBL3883389,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1[N+](=O)[O-],6.55,=
823,None_CHEMBL3883389,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1[N+](=O)[O-],6.34,=
824,None_CHEMBL3883987,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1,6.7,=
825,None_CHEMBL3883987,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1,6.68,=
826,None_CHEMBL3883513,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1,6.67,=
827,None_CHEMBL3883513,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1,7.01,=
828,None_CHEMBL3884089,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1,7.17,=
829,None_CHEMBL3884089,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1,7.19,=
830,None_CHEMBL3884089,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1,7.17,=
831,None_CHEMBL4071711,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,6.42,=
832,None_CHEMBL4071711,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,6.17,=
833,None_CHEMBL4098723,O=[N+]([O-])c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,6.98,=
834,None_CHEMBL4098723,O=[N+]([O-])c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,7.68,=
835,None_CHEMBL4082228,O=[N+]([O-])c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,6.93,=
836,None_CHEMBL4082228,O=[N+]([O-])c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,8.4,=
837,None_CHEMBL4075328,O=[N+]([O-])c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,7.19,=
838,None_CHEMBL4075328,O=[N+]([O-])c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,7.67,=
839,None_CHEMBL4075328,O=[N+]([O-])c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,7.9,=
840,None_CHEMBL4075328,O=[N+]([O-])c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,8.05,=
841,None_CHEMBL4068441,N#Cc1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,6.29,=
842,None_CHEMBL4068441,N#Cc1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,5.82,=
843,None_CHEMBL4089579,N#Cc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,6.97,=
844,None_CHEMBL4089579,N#Cc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,7.07,=
845,None_CHEMBL4089579,N#Cc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,6.46,=
846,None_CHEMBL4059784,N#Cc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,6.87,=
847,None_CHEMBL4059784,N#Cc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,7.8,=
848,None_CHEMBL4081708,N#Cc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,6.78,=
849,None_CHEMBL4081708,N#Cc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,8.4,=
850,None_CHEMBL4098216,COc1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,5.79,=
851,None_CHEMBL4071162,COc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,5.99,=
852,None_CHEMBL4071162,COc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,7.3,=
853,None_CHEMBL4090505,COc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,6.25,=
854,None_CHEMBL4090505,COc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,7.38,=
855,None_CHEMBL1499954,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,6.13,=
856,None_CHEMBL1499954,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,7.16,=
857,None_CHEMBL4082677,COc1ccc(Nc2nc(-c3ccccn3)nc3ccccc23)cc1OC,5.97,=
858,None_CHEMBL4082677,COc1ccc(Nc2nc(-c3ccccn3)nc3ccccc23)cc1OC,7.1,=
859,None_CHEMBL4100665,COc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1OC,6.12,=
860,None_CHEMBL4082355,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1OC,6.26,=
861,None_CHEMBL4082355,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1OC,8.0,=
862,None_CHEMBL4065492,FC(F)(F)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,6.67,=
863,None_CHEMBL4065492,FC(F)(F)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,4.55,=
864,None_CHEMBL4071857,FC(F)(F)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,6.31,=
865,None_CHEMBL4071857,FC(F)(F)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,4.57,=
866,None_CHEMBL4060577,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1C(F)(F)F,6.84,=
867,None_CHEMBL4097911,Fc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,6.81,=
868,None_CHEMBL4097911,Fc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,7.24,=
869,None_CHEMBL4075226,O=S(=O)(F)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,5.86,=
870,None_CHEMBL4096743,CN(C)c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,5.92,=
871,None_CHEMBL4071881,Oc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,5.97,=
872,None_CHEMBL4060787,Oc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,5.37,=
873,None_CHEMBL4069067,OCc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,6.09,=
874,None_CHEMBL4084028,OCc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,6.04,=
875,None_CHEMBL4083491,O=[N+]([O-])c1cc(Nc2nc(-c3cccnc3)nc3ccccc23)ccc1O,6.61,=
876,None_CHEMBL4083491,O=[N+]([O-])c1cc(Nc2nc(-c3cccnc3)nc3ccccc23)ccc1O,8.15,=
877,None_CHEMBL1507325,COC(=O)c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,6.44,=
878,None_CHEMBL1445052,COC(=O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,6.39,=
