,chembl,smile,pAct,relationship
879,None_CHEMBL4099533,CC(C)(C)OC(=O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,6.52,=
880,None_CHEMBL4099533,CC(C)(C)OC(=O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,5.81,=
881,None_CHEMBL4072629,O=C(O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,4.22,=
882,None_CHEMBL3770841,O=C(O)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,5.02,=
883,None_CHEMBL4083108,Cc1cc(Nc2cccc(C#N)c2)nc(-c2ccncc2)n1,6.88,=
884,None_CHEMBL4083108,Cc1cc(Nc2cccc(C#N)c2)nc(-c2ccncc2)n1,7.66,=
885,None_CHEMBL4077632,COc1cccc(Nc2cc(C)nc(-c3ccncc3)n2)c1,6.57,=
886,None_CHEMBL4077632,COc1cccc(Nc2cc(C)nc(-c3ccncc3)n2)c1,7.09,=
887,None_CHEMBL4062126,COc1ccc(Nc2cc(C)nc(-c3ccncc3)n2)cc1,6.06,=
888,None_CHEMBL4062126,COc1ccc(Nc2cc(C)nc(-c3ccncc3)n2)cc1,7.07,=
889,None_CHEMBL4096657,Cc1cc(Nc2cccc(C#N)c2)nc(-c2ccccc2)n1,6.91,=
890,None_CHEMBL4096657,Cc1cc(Nc2cccc(C#N)c2)nc(-c2ccccc2)n1,5.68,=
891,None_CHEMBL4069428,Cc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,6.89,=
892,None_CHEMBL4069428,Cc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,5.61,=
893,None_CHEMBL4088963,Cc1cc(Nc2ccc(O)c([N+](=O)[O-])c2)nc(-c2ccccc2)n1,7.0,=
894,None_CHEMBL4088963,Cc1cc(Nc2ccc(O)c([N+](=O)[O-])c2)nc(-c2ccccc2)n1,7.21,=
895,None_CHEMBL4088963,Cc1cc(Nc2ccc(O)c([N+](=O)[O-])c2)nc(-c2ccccc2)n1,7.66,=
896,None_CHEMBL4088963,Cc1cc(Nc2ccc(O)c([N+](=O)[O-])c2)nc(-c2ccccc2)n1,5.75,=
897,None_CHEMBL4060750,Cc1cc(Nc2ccccc2)nc(-c2ccccc2)n1,6.19,=
898,None_CHEMBL4088022,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,7.15,=
899,None_CHEMBL4069582,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1O,7.09,=
900,None_CHEMBL4069582,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1O,7.7,=
901,None_CHEMBL4069582,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1O,7.7,=
902,None_CHEMBL1410991,Oc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,6.68,=
903,None_CHEMBL1410991,Oc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,7.14,=
904,None_CHEMBL4085567,Fc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,6.44,=
905,None_CHEMBL4085567,Fc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,6.88,=
906,None_CHEMBL2063070,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O,4.55,=
907,None_CHEMBL2063071,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O,4.94,=
908,None_CHEMBL2063071,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O,5.37,=
909,None_CHEMBL2063072,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O,4.88,=
910,None_CHEMBL4092046,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(=O)CBr)cc3)n2)c1,6.33,=
911,None_CHEMBL4092046,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(=O)CBr)cc3)n2)c1,6.23,=
912,None_CHEMBL4092046,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(=O)CBr)cc3)n2)c1,6.1,=
913,None_CHEMBL4102382,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=[N+]=[N-])cc3)n2)c1,6.16,=
914,None_CHEMBL4102382,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=[N+]=[N-])cc3)n2)c1,6.16,=
915,None_CHEMBL4102382,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=[N+]=[N-])cc3)n2)c1,6.04,=
916,None_CHEMBL4076726,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=C=S)cc3)n2)c1,6.26,=
917,None_CHEMBL4076726,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=C=S)cc3)n2)c1,6.18,=
918,None_CHEMBL4076726,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=C=S)cc3)n2)c1,5.82,=
919,None_CHEMBL4098858,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(C)=O)cc3)n2)c1,6.49,=
920,None_CHEMBL4098858,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(C)=O)cc3)n2)c1,6.34,=
921,None_CHEMBL4098858,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(C)=O)cc3)n2)c1,6.2,=
922,None_CHEMBL4080817,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1,6.42,=
923,None_CHEMBL4080817,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1,6.24,=
924,None_CHEMBL4080817,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1,6.08,=
925,None_CHEMBL4072882,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccccc3[N+](=O)[O-])n2)c1,6.05,=
926,None_CHEMBL4072882,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccccc3[N+](=O)[O-])n2)c1,6.01,=
927,None_CHEMBL4072882,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccccc3[N+](=O)[O-])n2)c1,5.93,=
928,None_CHEMBL4099768,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)c1,6.12,=
929,None_CHEMBL4099768,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)c1,6.09,=
930,None_CHEMBL4099768,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)c1,6.01,=
931,None_CHEMBL4083323,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1,6.39,=
932,None_CHEMBL4083323,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1,6.26,=
933,None_CHEMBL4083323,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1,6.08,=
934,None_CHEMBL4061497,COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1,6.48,=
935,None_CHEMBL4061497,COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1,6.27,=
936,None_CHEMBL4061497,COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1,6.14,=
937,None_CHEMBL4076705,COc1ccc(NC(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,6.45,=
938,None_CHEMBL4076705,COc1ccc(NC(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,6.42,=
939,None_CHEMBL4076705,COc1ccc(NC(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,6.36,=
940,None_CHEMBL4091036,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1,6.55,=
941,None_CHEMBL4091036,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1,6.35,=
942,None_CHEMBL4091036,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1,6.22,=
943,None_CHEMBL4066351,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=[N+]=[N-])cc3)n2)c1,5.9,=
944,None_CHEMBL4066351,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=[N+]=[N-])cc3)n2)c1,5.82,=
945,None_CHEMBL4066351,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=[N+]=[N-])cc3)n2)c1,5.79,=
946,None_CHEMBL4087699,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=C=S)cc3)n2)c1,6.02,=
947,None_CHEMBL4087699,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=C=S)cc3)n2)c1,5.98,=
948,None_CHEMBL4087699,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=C=S)cc3)n2)c1,5.91,=
949,None_CHEMBL4077603,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(C)=O)cc3)n2)c1,5.92,=
950,None_CHEMBL4077603,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(C)=O)cc3)n2)c1,5.88,=
951,None_CHEMBL4077603,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(C)=O)cc3)n2)c1,5.87,=
952,None_CHEMBL4095392,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N)cc3)n2)c1,6.52,=
953,None_CHEMBL4095392,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N)cc3)n2)c1,6.31,=
954,None_CHEMBL4095392,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N)cc3)n2)c1,6.26,=
955,None_CHEMBL4096318,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3cccc(OC)c3)n2)cc1,6.88,=
956,None_CHEMBL4096318,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3cccc(OC)c3)n2)cc1,6.68,=
957,None_CHEMBL4096318,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3cccc(OC)c3)n2)cc1,6.45,=
958,None_CHEMBL4069054,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)c1,5.96,=
959,None_CHEMBL4069054,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)c1,5.88,=
960,None_CHEMBL4069054,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)c1,5.73,=
961,None_CHEMBL4104064,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)c1,6.06,=
962,None_CHEMBL4104064,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)c1,5.86,=
963,None_CHEMBL4104064,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)c1,5.74,=
964,None_CHEMBL4081645,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,5.78,=
965,None_CHEMBL4081645,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,5.7,=
966,None_CHEMBL4081645,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,5.6,=
967,None_CHEMBL4077458,CCCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])c1,5.77,=
968,None_CHEMBL4077458,CCCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])c1,5.67,=
969,None_CHEMBL4077458,CCCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])c1,5.55,=
970,None_CHEMBL4074879,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1,6.29,=
971,None_CHEMBL4074879,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1,6.14,=
972,None_CHEMBL4074879,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1,6.11,=
973,None_CHEMBL4065537,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,6.23,=
974,None_CHEMBL4065537,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,6.03,=
975,None_CHEMBL4065537,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,6.11,=
976,None_CHEMBL4065537,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,6.08,=
977,None_CHEMBL4064511,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,6.34,=
978,None_CHEMBL4064511,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,6.22,=
979,None_CHEMBL4064511,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,6.15,=
980,None_CHEMBL4092211,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(OC)cc2)cc1,6.01,=
981,None_CHEMBL4092211,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(OC)cc2)cc1,5.66,=
982,None_CHEMBL4092211,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(OC)cc2)cc1,5.47,=
983,None_CHEMBL4102415,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1,6.02,=
984,None_CHEMBL4102415,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1,5.67,=
985,None_CHEMBL4102415,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1,5.58,=
986,None_CHEMBL4084461,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccccc2[N+](=O)[O-])cc1,5.95,=
987,None_CHEMBL4084461,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccccc2[N+](=O)[O-])cc1,5.59,=
988,None_CHEMBL4084461,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccccc2[N+](=O)[O-])cc1,5.44,=
989,None_CHEMBL4096070,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,6.46,=
990,None_CHEMBL4096070,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,6.3,=
991,None_CHEMBL4096070,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,6.19,=
992,None_CHEMBL4078022,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,6.49,=
993,None_CHEMBL4078022,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,6.32,=
994,None_CHEMBL4078022,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,6.21,=
995,None_CHEMBL4072482,c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,6.83,=
996,None_CHEMBL4072482,c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,6.66,=
997,None_CHEMBL4072482,c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,7.43,=
998,None_CHEMBL4072482,c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,5.91,=
999,None_CHEMBL4094267,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.29,=
1000,None_CHEMBL4094267,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,5.92,=
1001,None_CHEMBL4075334,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ncccc23)ccc1O,6.28,=
1002,None_CHEMBL4075334,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ncccc23)ccc1O,6.85,=
1003,None_CHEMBL4074563,O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,4.71,=
1004,None_CHEMBL4074563,O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,8.3,=
1005,None_CHEMBL4069654,N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.4,=
1006,None_CHEMBL4069654,N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.68,=
1007,None_CHEMBL4066611,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,5.92,=
1008,None_CHEMBL4066611,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,5.93,=
1009,None_CHEMBL4066611,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,6.57,=
1010,None_CHEMBL4066611,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,6.94,=
1011,None_CHEMBL4070627,COc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.82,=
1012,None_CHEMBL4070627,COc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.85,=
1013,None_CHEMBL4077346,COc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,6.62,=
1014,None_CHEMBL4077346,COc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,7.53,=
1015,None_CHEMBL4077346,COc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,7.8,=
1016,None_CHEMBL4081623,COc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1OC,6.46,=
1017,None_CHEMBL4081623,COc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1OC,8.1,=
1018,None_CHEMBL4062196,CSc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.69,=
1019,None_CHEMBL4104361,Oc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,5.91,=
1020,None_CHEMBL4104361,Oc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.84,=
1021,None_CHEMBL4076800,Oc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,5.69,=
1022,None_CHEMBL4076800,Oc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,7.8,=
1023,None_CHEMBL4092472,CC(=O)Nc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,5.28,=
1024,None_CHEMBL547193,FC(F)(F)c1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.75,=
1025,None_CHEMBL547193,FC(F)(F)c1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,7.89,=
1026,None_CHEMBL4077318,Fc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.79,=
1027,None_CHEMBL4077318,Fc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,5.84,=
1028,None_CHEMBL4060543,Clc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,6.34,=
1029,None_CHEMBL4075963,COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3cccnc3n2)c1,6.13,=
1030,None_CHEMBL4075963,COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3cccnc3n2)c1,7.85,=
1031,None_CHEMBL4064296,COc1cccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3cccnc3n2)c1,5.9,=
1032,None_CHEMBL4064296,COc1cccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3cccnc3n2)c1,8.1,=
1033,None_CHEMBL4094899,COc1cccc(-c2nc(Nc3cccc(C#N)c3)c3cccnc3n2)c1,6.46,=
1034,None_CHEMBL4094899,COc1cccc(-c2nc(Nc3cccc(C#N)c3)c3cccnc3n2)c1,8.4,=
1035,None_CHEMBL4073213,COc1cccc(-c2nc(Nc3ccc(C#N)cc3)c3cccnc3n2)c1,6.06,=
1036,None_CHEMBL4073213,COc1cccc(-c2nc(Nc3ccc(C#N)cc3)c3cccnc3n2)c1,8.52,=
1037,None_CHEMBL4083745,COc1cccc(-c2nc(Nc3cccc(O)c3)c3cccnc3n2)c1,6.02,=
1038,None_CHEMBL4083745,COc1cccc(-c2nc(Nc3cccc(O)c3)c3cccnc3n2)c1,7.5,=
1039,None_CHEMBL4101737,COc1cccc(-c2nc(Nc3ccc(O)cc3)c3cccnc3n2)c1,5.89,=
1040,None_CHEMBL4101737,COc1cccc(-c2nc(Nc3ccc(O)cc3)c3cccnc3n2)c1,8.7,=
1041,None_CHEMBL4073354,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3cccnc3n2)c1,6.24,=
1042,None_CHEMBL4073354,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3cccnc3n2)c1,7.89,=
1043,None_CHEMBL4094008,COc1cccc(-c2nc(Nc3cccc(SC)c3)c3cccnc3n2)c1,6.04,=
1044,None_CHEMBL4099262,COc1cccc(-c2nc(Nc3cccc(NC(C)=O)c3)c3cccnc3n2)c1,5.19,=
1045,None_CHEMBL4072305,COc1cccc(-c2nc(Nc3cccc(F)c3)c3cccnc3n2)c1,6.58,=
1046,None_CHEMBL4072305,COc1cccc(-c2nc(Nc3cccc(F)c3)c3cccnc3n2)c1,7.33,=
1047,None_CHEMBL4091528,COc1cccc(-c2nc(Nc3ccc(F)cc3)c3cccnc3n2)c1,6.37,=
1048,None_CHEMBL4091528,COc1cccc(-c2nc(Nc3ccc(F)cc3)c3cccnc3n2)c1,8.4,=
1049,None_CHEMBL4063711,COc1cccc(-c2nc(Nc3ccc(F)c(F)c3)c3cccnc3n2)c1,6.79,=
1050,None_CHEMBL4063711,COc1cccc(-c2nc(Nc3ccc(F)c(F)c3)c3cccnc3n2)c1,7.14,=
1051,None_CHEMBL4094904,COc1cccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3cccnc3n2)c1,6.27,=
1052,None_CHEMBL4094904,COc1cccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3cccnc3n2)c1,7.07,=
1053,None_CHEMBL4067469,COc1cccc(-c2nc(Nc3ccc(C(F)(F)F)cc3)c3cccnc3n2)c1,6.21,=
1054,None_CHEMBL4063699,COc1cccc(-c2nc(Nc3cccc(Cl)c3)c3cccnc3n2)c1,6.2,=
1055,None_CHEMBL4091514,COc1cccc(-c2nc(Nc3cccc(Br)c3)c3cccnc3n2)c1,5.82,=
1056,None_CHEMBL4082782,Fc1cccc(Nc2nc(-c3cccnc3)nc3ncccc23)c1,5.91,=
1057,None_CHEMBL4082782,Fc1cccc(Nc2nc(-c3cccnc3)nc3ncccc23)c1,7.96,=
1058,None_CHEMBL4060914,Oc1cccc(Nc2nc(-c3cccnc3)nc3ncccc23)c1,4.77,=
1059,None_CHEMBL4060914,Oc1cccc(Nc2nc(-c3cccnc3)nc3ncccc23)c1,7.8,=
1060,None_CHEMBL4072298,O=[N+]([O-])c1cccc(Nc2nc(-c3cccnc3)nc3ncccc23)c1,8.4,=
1061,None_CHEMBL4099250,O=[N+]([O-])c1ccc(Nc2nc(-c3cccnc3)nc3ncccc23)cc1,7.92,=
1062,PF-06840003_CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,4.18,=
1063,None_CHEMBL4176120,O=[N+]([O-])c1cccc(-c2nc(Nc3ccccc3)c3ccccc3n2)c1,6.97,=
1064,None_CHEMBL4164837,O=[N+]([O-])c1cccc(-c2nc(NC3CCCCC3)c3ccccc3n2)c1,5.56,=
1065,None_CHEMBL4172744,O=[N+]([O-])c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.63,=
1066,None_CHEMBL4172744,O=[N+]([O-])c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,8.7,=
1067,None_CHEMBL4161427,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3ccccc3n2)c1,6.82,=
1068,None_CHEMBL4161427,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3ccccc3n2)c1,8.3,=
1069,None_CHEMBL4169350,N#Cc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.92,=
1070,None_CHEMBL4176534,COc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.92,=
1071,None_CHEMBL4176534,COc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,6.92,=
1072,None_CHEMBL4176534,COc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,7.96,=
1073,None_CHEMBL4176534,COc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,5.88,=
1074,None_CHEMBL4165918,COc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OC,7.25,=
1075,None_CHEMBL4165918,COc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OC,7.26,=
1076,None_CHEMBL4165918,COc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OC,8.0,=
1077,None_CHEMBL4166534,COc1cc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)ccc1Br,6.1,=
1078,None_CHEMBL4176826,CCOc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OCC,6.68,=
1079,None_CHEMBL4176826,CCOc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OCC,5.5,=
1080,None_CHEMBL4170247,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc4c(c3)OCCO4)c3ccccc3n2)c1,6.58,=
1081,None_CHEMBL4170247,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc4c(c3)OCCO4)c3ccccc3n2)c1,7.7,=
1082,None_CHEMBL4168440,CSc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,7.02,=
