molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,molecular_weight,document_chembl_id,pIC50
CHEMBL132082,COc1ccc2c(c1)C(O)(c1ccc(Cl)cc1)N1CCN=C21,IC50,'=',13.3,nM,7.88,314.77,CHEMBL1135775,7.876148359032914
CHEMBL1684050,CC(N)C1(c2ccc3ccccc3c2)CCCCC1,IC50,'=',66.0,nM,7.18,253.39,CHEMBL1681689,7.180456064458132
CHEMBL81525,COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)N2,IC50,'=',1.43,nM,8.85,279.77,CHEMBL1126629,8.844663962534938
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,IC50,'=',7340.0,nM,5.13,277.41,CHEMBL1221386,5.134303940083929
CHEMBL512130,c1ccc2cc(CN(C3CCC3)C3CCNCC3)ccc2c1,IC50,'=',210.0,nM,6.68,294.44,CHEMBL1153958,6.6777807052660805
CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,IC50,'=',79.0,nM,7.1,233.31,CHEMBL1139231,7.102372908709558
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',8.6,nM,8.07,265.83,CHEMBL1139231,8.065501548756432
CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,IC50,'=',160.0,nM,6.8,313.87,CHEMBL1139231,6.795880017344075
CHEMBL374769,CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',60.0,nM,7.22,279.86,CHEMBL1139231,7.221848749616356
CHEMBL373710,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',14.0,nM,7.85,279.86,CHEMBL1139231,7.853871964321762
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',380.0,nM,6.42,265.83,CHEMBL1139231,6.42021640338319
CHEMBL376852,CCC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',2800.0,nM,5.55,237.77,CHEMBL1139231,5.552841968657781
CHEMBL497666,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,IC50,'<',10000.0,nM,,321.34,CHEMBL1156582,5.0
CHEMBL124854,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2Cc1ccccc1,IC50,'=',223.0,nM,6.65,477.55,CHEMBL1129654,6.651695136951839
CHEMBL27336,CC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,IC50,'=',3.5,nM,8.46,263.81,CHEMBL1159182,8.455931955649724
CHEMBL1684049,CC(N)C1(c2cccc3ccccc23)CCCCC1,IC50,'=',4000.0,nM,5.4,253.39,CHEMBL1681689,5.3979400086720375
CHEMBL1684055,CC(N(C)C)C1(c2ccc3ccccc3c2)CCCCC1,IC50,'=',28.0,nM,7.55,281.44,CHEMBL1681689,7.552841968657781
CHEMBL363510,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1S2,IC50,'=',220.0,nM,6.66,278.35,CHEMBL1138717,6.657577319177793
CHEMBL184867,COC(=O)C1=C(c2ccccc2)CC2CCC1O2,IC50,'<',10000.0,nM,,244.29,CHEMBL1138717,5.0
CHEMBL186488,COC(=O)C1=C(c2ccc(Br)cc2)CC2CCC1O2,IC50,'=',62.0,nM,7.21,323.19,CHEMBL1138717,7.2076083105017466
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,IC50,'=',11.0,nM,7.96,277.34,CHEMBL1126629,7.958607314841775
CHEMBL1643519,CN(C)[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,IC50,'=',309.0,nM,6.51,321.25,CHEMBL1641425,6.510041520575165
CHEMBL1643510,CN(C)C1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,IC50,'=',5033.0,nM,5.3,321.25,CHEMBL1641425,5.298173069602861
CHEMBL2386849,Cc1cc(Oc2cncc(F)c2)cc(C(=O)Nc2ccc(F)cn2)n1,IC50,'=',1540.0,nM,5.81,342.31,CHEMBL4038301,5.8124792791635365
CHEMBL3317702,CC1NCCCN(c2ccc3ccccc3c2)C1=O.Cl,IC50,'=',340.0,nM,6.47,290.79,CHEMBL3352612,6.468521082957745
CHEMBL1643511,CNC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,IC50,'=',39.0,nM,7.41,307.22,CHEMBL1641425,7.4089353929735005
CHEMBL2430689,O=C1NCC(c2ccc(Cl)cc2)C1c1ccccc1Cl,IC50,'=',81.5,nM,7.09,306.19,CHEMBL2429823,7.088842391260023
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,IC50,'=',977.0,nM,6.01,297.42,CHEMBL3352820,6.0101054362812265
CHEMBL3310489,Cc1cccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)c1,IC50,'=',80.4,nM,7.09,319.81,CHEMBL3352322,7.094743951251549
CHEMBL3818901,COC(=O)c1cccn(C[C@@H]2CNCCO[C@H]2c2ccc(Cl)c(F)c2)c1=O.Cl,IC50,'<',1000.0,nM,,431.29,CHEMBL3817725,6.0
CHEMBL130477,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,IC50,'=',4.2,nM,8.38,298.77,CHEMBL1135775,8.3767507096021
CHEMBL325516,O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,IC50,'=',1650.0,nM,5.78,496.57,CHEMBL1134625,5.782516055786093
CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,IC50,'=',1862.09,nM,5.73,174.25,CHEMBL2390840,5.7299993321845495
CHEMBL326538,O=C(OCc1cccc(Oc2ccccc2)c1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,IC50,'=',2940.0,nM,5.53,457.53,CHEMBL1134625,5.531652669587842
CHEMBL325945,O=c1[nH]c2ccccc2n(C2CCN(Cc3cc4c(cc3Cl)OCO4)CC2)c1=O,IC50,'=',1520.0,nM,5.82,413.86,CHEMBL1134625,5.818156412055227
CHEMBL2111614,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c1ccc(Cl)c(Cl)c1,IC50,'=',9.6,nM,8.02,313.22,CHEMBL1133606,8.017728766960431
CHEMBL303266,CN1C2CCC1C(C(=O)NCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,IC50,'=',52.2,nM,7.28,597.63,CHEMBL1136813,7.282329496997738
CHEMBL566886,CCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,IC50,'=',209.0,nM,6.68,253.77,CHEMBL1157604,6.679853713888946
CHEMBL212328,CN1C(=O)CCCCCCCCC(=O)OCC2C(CC3CCC2N3C)c2ccc1cc2,IC50,'=',1920.0,nM,5.72,426.60,CHEMBL1137428,5.71669877129645
CHEMBL378243,CN1C2CCC1C1COC(=O)CCSCCC(=O)Nc3ccc(cc3)C1C2,IC50,'=',170.0,nM,6.77,388.53,CHEMBL1137428,6.769551078621726
CHEMBL385359,CN1C2CCC1C1COC(=O)CCCCCCC(=O)Nc3ccc(cc3)C1C2,IC50,'=',70.0,nM,7.16,384.52,CHEMBL1137428,7.154901959985743
CHEMBL321067,Cc1ccc([C@H]2C[C@H]3CCC4C2[C@@](O)(c2ccccc2)CN43)cc1,IC50,'=',89.0,nM,7.05,319.45,CHEMBL1133495,7.050609993355087
CHEMBL401976,CCN(CC)C(=O)[C@@]1(c2ccccn2)C[C@H]1CN,IC50,'<',10000.0,nM,,247.34,CHEMBL1143093,5.0
CHEMBL257809,CCN(CC)C(=O)[C@@]1(c2ccc(Br)s2)C[C@H]1CN,IC50,'=',6300.0,nM,5.2,331.28,CHEMBL1143093,5.200659450546418
CHEMBL406156,NCC(=O)NCC1CC1(C(=O)C1NCCc2ccccc21)c1ccccc1,IC50,'<',10000.0,nM,,363.46,CHEMBL1143218,5.0
CHEMBL256646,CCN(Cc1ccccc1)C(=O)C1(c2ccccc2)CC1CN,IC50,'<',10000.0,nM,,308.43,CHEMBL1143218,5.0
CHEMBL255839,CCNC(=O)[C@@]1(c2ccccc2)CC1CN,IC50,'<',10000.0,nM,,218.30,CHEMBL1143218,5.0
CHEMBL272531,CCCCNCC1CC1(C(=O)N(CC)CC)c1ccccc1,IC50,'<',10000.0,nM,,302.46,CHEMBL1143218,5.0
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,IC50,'=',3100.0,nM,5.51,255.36,CHEMBL1143218,5.508638306165727
CHEMBL403759,CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN(C)C,IC50,'<',10000.0,nM,,280.44,CHEMBL1143093,5.0
CHEMBL186501,COC(=O)C1=C(c2ccccc2)CC2CCC1S2,IC50,'=',910.0,nM,6.04,260.36,CHEMBL1138717,6.040958607678906
CHEMBL186242,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1S2,IC50,'=',4.5,nM,8.35,329.25,CHEMBL1138717,8.346787486224656
CHEMBL185792,COC(=O)C1=C(c2ccc(Cl)cc2)CC2CCC1O2,IC50,'=',238.0,nM,6.62,278.74,CHEMBL1138717,6.623423042943488
CHEMBL50858,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)c(C)c1)N2C,IC50,'=',0.6,nM,9.22,307.82,CHEMBL1136786,9.221848749616356
CHEMBL6467,CSc1ccc(CC(C)N)cc1,IC50,'=',3073.0,nM,5.51,181.30,CHEMBL1154253,5.512437439743622
CHEMBL28376,CN1C2CCC1[C@H](C(=O)C(F)(F)F)[C@@H](c1ccc(Cl)cc1)C2,IC50,'=',1190.0,nM,5.92,331.76,CHEMBL1159182,5.924453038607469
CHEMBL27586,CN1C2CCC1[C@@H]([C@@H](O)C(F)(F)F)[C@@H](c1ccc(Cl)cc1)C2,IC50,'=',10.5,nM,7.98,333.78,CHEMBL1159182,7.978810700930062
CHEMBL220195,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,IC50,'=',800.0,nM,6.1,302.20,CHEMBL1139231,6.096910013008056
CHEMBL219334,CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',1200.0,nM,5.92,279.86,CHEMBL1139231,5.920818753952375
CHEMBL2012085,COC(=O)C1=C(c2cccc(-c3nccs3)c2)CC2CCC1O2,IC50,'<',3000.0,nM,,327.40,CHEMBL2010703,5.522878745280337
CHEMBL2012103,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3nccs3)cc1)O2,IC50,'<',1000.0,nM,,329.42,CHEMBL2010703,6.0
CHEMBL2012105,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(-c3cccn3C)cc1)O2,IC50,'<',1000.0,nM,,325.41,CHEMBL2010703,6.0
CHEMBL2012114,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1cc3ccccc3[nH]1)O2,IC50,'=',110.0,nM,6.96,285.34,CHEMBL2010703,6.958607314841775
CHEMBL569465,CCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,IC50,'=',56.0,nM,7.25,267.80,CHEMBL1157604,7.251811972993799
CHEMBL507806,C=CCN(Cc1nccs1)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,IC50,'<',10000.0,nM,,333.48,CHEMBL1152288,5.0
CHEMBL472253,C#CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,IC50,'<',10000.0,nM,,262.38,CHEMBL1152288,5.0
CHEMBL607377,COC(=O)C1C2CC[C@H](C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,IC50,'=',8900.0,nM,5.05,401.45,CHEMBL1127828,5.050609993355087
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,IC50,'=',658.0,nM,6.18,239.75,CHEMBL1157604,6.181774106386045
CHEMBL566001,CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1,IC50,'=',689.0,nM,6.16,284.20,CHEMBL1157604,6.161780778092374
CHEMBL599230,CC(C(=O)c1cccc(Br)c1)N1CCCCC1,IC50,'=',750.0,nM,6.12,296.21,CHEMBL1157604,6.1249387366083
CHEMBL566420,CC(C(=O)c1cccc(Cl)c1)N1CCCCC1,IC50,'=',852.0,nM,6.07,251.76,CHEMBL1157604,6.069560405233299
CHEMBL566832,Cc1cccc(C(=O)C(C)NC(C)(C)C)c1,IC50,'=',1470.0,nM,5.83,219.33,CHEMBL1157604,5.8326826652518236
CHEMBL469809,c1ccc2cc(CO[C@@H]3CCNC3)ccc2c1,IC50,'=',3800.0,nM,5.42,227.31,CHEMBL1153958,5.42021640338319
CHEMBL471855,CC(C)CN(Cc1ccc2ccccc2c1)[C@@H]1CCNC1,IC50,'=',66.0,nM,7.18,282.43,CHEMBL1153958,7.180456064458132
CHEMBL451460,c1ccc2cc(OCC3CCNC3)ccc2c1,IC50,'=',1000.0,nM,6.0,227.31,CHEMBL1153958,6.0
CHEMBL469552,N#Cc1ccc2cc(OCC3CCNCC3)ccc2c1,IC50,'=',6000.0,nM,5.22,266.34,CHEMBL1153958,5.221848749616356
CHEMBL3703750,O=c1ccc(-c2cc3c(cc2F)C(c2ccc(Cl)c(Cl)c2)CNC3)n[nH]1,IC50,'=',37.0,nM,7.43,390.25,CHEMBL3639176,7.431798275933005
CHEMBL1177,NC1=NC(=O)C(c2ccccc2)O1,IC50,'=',521.3,nM,6.28,176.18,CHEMBL1909046,6.282912275072981
CHEMBL1683889,CN(C)CC1(c2ccc(F)c(Cl)c2)CCCCC1,IC50,'=',11.0,nM,7.96,269.79,CHEMBL1681686,7.958607314841775
CHEMBL1683886,CN(C)CC1(c2cccc(Cl)c2)CCCCC1,IC50,'=',42.0,nM,7.38,251.80,CHEMBL1681686,7.376750709602099
CHEMBL1683901,CNCC1(c2ccc3ccccc3c2)CCCCC1,IC50,'=',90.0,nM,7.05,253.39,CHEMBL1681686,7.045757490560675
CHEMBL3310484,Fc1cc(C(CC2CNC2)Oc2ccccc2F)ccc1Cl,IC50,'=',63.9,nM,7.19,323.77,CHEMBL3352322,7.1944991418416
CHEMBL204005,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cccc(C(=O)O)c21,IC50,'=',540.0,nM,6.27,350.25,CHEMBL1139648,6.267606240177032
CHEMBL4092411,CNc1nc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@@H]1O[C@H](C(=O)OC)[C@@H](O)[C@H]1O,IC50,'=',396.0,nM,6.4,449.88,CHEMBL4007505,6.402304814074488
CHEMBL577294,CC(O)COC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8COCC(C)O)O[C@@H]7COCC(C)O)O[C@@H]6COCC(C)O)O[C@@H]5COCC(C)O)O[C@@H]4COCC(C)O)O[C@@H]3COCC(C)O,IC50,'=',1687.0,nM,5.77,1541.55,CHEMBL1909046,5.772884917410875
CHEMBL1813310,COc1ccc([C@]23CCCC[C@H]2CN(C)C3)cc1,IC50,'=',1000.0,nM,6.0,245.37,CHEMBL1811752,6.0
CHEMBL1813318,CN1C[C@H]2CCCC[C@@]2(c2cccc3ccccc23)C1,IC50,'=',2454.71,nM,5.61,265.40,CHEMBL1811752,5.6099998081597775
CHEMBL1813471,Clc1ccc([C@]23CCCC[C@H]2CNC3)cc1Cl,IC50,'=',204.17,nM,6.69,270.20,CHEMBL1811752,6.69000807121882
CHEMBL1813477,c1ccc2cc([C@@]34CCC[C@@H]3CNC4)ccc2c1,IC50,'=',30.2,nM,7.52,237.35,CHEMBL1811752,7.519993057042849
CHEMBL1813478,CN1C[C@@H]2CCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,IC50,'=',67.61,nM,7.17,270.20,CHEMBL1811752,7.169989064063882
CHEMBL460406,COc1ccc(F)cc1CC[C@@H]1CC[C@H](CCN)O1,IC50,'=',36710.0,nM,4.43,267.34,CHEMBL1152751,4.435215615496014
CHEMBL565638,CCCN(C(=O)c1ccc2ccccc2c1)C1CCNCC1,IC50,'<',40000.0,nM,,296.41,CHEMBL1156048,4.3979400086720375
CHEMBL1085066,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2C)S1(=O)=O,IC50,'=',2326.0,nM,5.63,361.47,CHEMBL1155515,5.63339028960757
CHEMBL497845,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cc(F)ccc1C,IC50,'<',10000.0,nM,,301.36,CHEMBL1156582,5.0
CHEMBL481353,CN(C)Cc1ccccc1Oc1ccc(OC(F)(F)F)cc1,IC50,'=',5800.0,nM,5.24,311.30,CHEMBL1155050,5.236572006437063
CHEMBL493264,CSc1ccc(Sc2ccccc2CN(C)C)cc1,IC50,'=',5400.0,nM,5.27,289.47,CHEMBL1155050,5.267606240177032
CHEMBL4245408,O=C(NCCCN1CCN(c2ncccn2)CC1)c1ccc2ccccc2c1,IC50,'<',10000.0,nM,,375.48,CHEMBL4229444,5.0
CHEMBL4238362,O=C(NCCCN1CCN(c2ncccn2)CC1)c1cccc2ccccc12,IC50,'<',10000.0,nM,,375.48,CHEMBL4229444,5.0
CHEMBL599846,CC(NC1CCCC1)C(=O)c1cccc(Br)c1,IC50,'=',845.0,nM,6.07,296.21,CHEMBL1157604,6.073143291050307
CHEMBL1204410,CNCCCC1Cc2ccccc2N(c2ccccc2)S1(=O)=O.Cl,IC50,'=',6600.0,nM,5.18,366.91,CHEMBL1155376,5.180456064458132
CHEMBL4444833,Cc1ccc(C(c2ccc(C)cc2)[S+]([O-])Cc2cncs2)cc1,IC50,'=',356000.0,nM,,341.50,CHEMBL4376858,3.4485500020271247
CHEMBL4587340,[O-][S@+](Cc1cncs1)[C@@H](c1ccccc1)c1ccc(Cl)cc1,IC50,'=',33000.0,nM,4.48,347.89,CHEMBL4376858,4.481486060122112
CHEMBL2407337,CCOCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,IC50,'=',170.0,nM,6.77,338.71,CHEMBL2406994,6.769551078621726
CHEMBL607431,COC(=O)[C@@H]1[C@H]2CCC(C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,IC50,'=',3380.0,nM,5.47,401.45,CHEMBL1127828,5.471083299722345
CHEMBL1062,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,IC50,'=',6905.0,nM,5.16,330.47,CHEMBL1909046,5.16083631708535
CHEMBL187695,COC(=O)C1=C(c2ccc(Br)cc2)CC2CCC1S2,IC50,'=',9.1,nM,8.04,339.25,CHEMBL1138717,8.040958607678906
CHEMBL364146,COC(=O)C1=C(c2ccc(I)cc2)CC2CCC1S2,IC50,'=',6.7,nM,8.17,386.25,CHEMBL1138717,8.173925197299173
CHEMBL2430696,O=C1NCC(c2ccc(Cl)cc2)C1c1ccccc1,IC50,'=',32.7,nM,7.49,271.75,CHEMBL2429823,7.485452247339714
CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,IC50,'=',101.0,nM,7.0,295.81,CHEMBL1130119,6.995678626217358
CHEMBL14391,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2C,IC50,'=',1.26,nM,8.9,385.25,CHEMBL1130119,8.899629454882437
CHEMBL86710,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,IC50,'=',19.4,nM,7.71,342.22,CHEMBL1134553,7.7121982700697735
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,IC50,'=',2900.0,nM,5.54,239.75,CHEMBL1136786,5.5376020021010435
CHEMBL336100,OC1(c2ccc(Cl)cc2)c2cccc(F)c2C2=NCCN21,IC50,'=',12.3,nM,7.91,302.74,CHEMBL1135775,7.910094888560602
CHEMBL534479,CCOC(=O)C(c1ccccc1)C1CCCCN1.Cl,IC50,'=',95.0,nM,7.02,283.80,CHEMBL1143600,7.022276394711152
CHEMBL39241,N#CC(c1ccc(Cl)c(Cl)c1)C1CCCC1,IC50,'=',128.0,nM,6.89,254.16,CHEMBL1136769,6.892790030352131
CHEMBL477580,CC(C)C(=O)N(Cc1cc(Cl)cc(Cl)c1Cl)[C@H]1CCNC1,IC50,'=',21600.0,nM,4.67,349.69,CHEMBL1155868,4.665546248849069
CHEMBL371726,CN1C2C=C(c3c[nH]c4ccccc34)CC1CC2,IC50,'=',603.0,nM,6.22,238.33,CHEMBL1141860,6.219682687859849
CHEMBL201223,CN1C2C=C(C3c4ccccc4-c4ccccc43)CC1CC2,IC50,'=',9350.0,nM,5.03,287.41,CHEMBL1141860,5.029188389127482
CHEMBL213785,Fc1ccc(C(Cc2ccccc2Cl)N2CCNCC2)cc1,IC50,'=',1600.0,nM,5.8,318.82,CHEMBL1145304,5.795880017344075
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,IC50,'=',1060.0,nM,5.97,303.36,CHEMBL1156440,5.97469413473523
