molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,molecular_weight,document_chembl_id,pIC50
CHEMBL422290,CSCCSCCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,IC50,'=',0.227,nM,9.64,411.61,CHEMBL1131616,9.643974142806877
CHEMBL482292,CN(C)Cc1cc(S(N)(=O)=O)ccc1Cc1ccc(Cl)c(Cl)c1,IC50,'=',200.0,nM,6.7,373.31,CHEMBL1155050,6.698970004336019
CHEMBL479999,CN(C)Cc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1,IC50,'=',260.0,nM,6.58,337.25,CHEMBL1155050,6.585026652029182
CHEMBL221753,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],IC50,'=',1365.0,nM,5.87,448.09,CHEMBL1909046,5.864867348623225
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,IC50,'=',2746.0,nM,5.56,314.86,CHEMBL1909046,5.561299467099263
CHEMBL258450,CCN(CC)C(=O)[C@@]1(c2ccc3occc3c2)C[C@H]1CN,IC50,'<',10000.0,nM,,286.38,CHEMBL1143081,5.0
CHEMBL410062,CC1(C)C(CN)C1(C(=O)N1CCc2ccccc21)c1ccccc1,IC50,'<',10000.0,nM,,320.44,CHEMBL1143081,5.0
CHEMBL383081,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)ccc21,IC50,'=',1300.0,nM,5.89,349.26,CHEMBL1139648,5.886056647693163
CHEMBL361493,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1O2,IC50,'=',2730.0,nM,5.56,262.28,CHEMBL1138717,5.5638373529592435
CHEMBL219540,CC(=O)C(c1ccccc1)C1CCCCN1,IC50,'=',190.0,nM,6.72,217.31,CHEMBL1139231,6.721246399047171
CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,IC50,'=',13.0,nM,7.89,314.30,CHEMBL1139231,7.886056647693163
CHEMBL373773,Clc1ccc(C(Cc2ccccc2)C2CCCCN2)cc1,IC50,'=',390.0,nM,6.41,299.85,CHEMBL1139231,6.4089353929735005
CHEMBL1262,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,IC50,'=',2655.5,nM,5.58,429.13,CHEMBL1909046,5.575853694244844
CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,IC50,'=',1735.0,nM,5.76,373.95,CHEMBL1909046,5.760700520873107
CHEMBL3903492,Cc1n[nH]c2ncc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12,IC50,'=',8500.0,nM,5.07,340.81,CHEMBL3853318,5.070581074285707
CHEMBL258060,CNCc1cc(NS(C)(=O)=O)ccc1Oc1ccc(Cl)cc1C,IC50,'=',320.0,nM,6.5,354.86,CHEMBL1141595,6.494850021680094
CHEMBL404317,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1C,IC50,'=',387.0,nM,6.41,318.80,CHEMBL1141595,6.412289034981089
CHEMBL404754,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1Cl,IC50,'=',800.0,nM,6.1,339.22,CHEMBL1141595,6.096910013008056
CHEMBL258271,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1Cl,IC50,'=',1210.0,nM,5.92,325.20,CHEMBL1141595,5.91721462968355
CHEMBL214209,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2,IC50,'=',3.8,nM,8.42,370.49,CHEMBL1137428,8.42021640338319
CHEMBL257336,C#CCN(C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN)C1CC1,IC50,'<',10000.0,nM,,326.40,CHEMBL1143081,5.0
CHEMBL404013,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,IC50,'<',10000.0,nM,,312.41,CHEMBL1143081,5.0
CHEMBL99946,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,IC50,'=',3200.0,nM,5.5,246.35,CHEMBL1143081,5.494850021680094
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,IC50,'=',3100.0,nM,5.51,255.36,CHEMBL1143081,5.508638306165727
CHEMBL257808,CCN(CC)C(=O)[C@@]1(c2csc3ccccc23)C[C@H]1CN,IC50,'<',10000.0,nM,,302.44,CHEMBL1143093,5.0
CHEMBL576036,CCC(=O)N(Cc1ccc2ccccc2c1)[C@@H]1CCNC1,IC50,'=',266.0,nM,6.58,282.39,CHEMBL1156048,6.575118363368933
CHEMBL463431,COc1ccc(C2=NN(CCCCCBr)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,IC50,'<',100000.0,nM,,435.36,CHEMBL1152596,4.0
CHEMBL486041,Cc1ccc([C@H]2CC3CCC([C@H]2c2cc(Cc4ccc(F)cc4)no2)N3C)cc1.Cl,IC50,'=',5.9,nM,8.23,426.96,CHEMBL1155007,8.229147988357855
CHEMBL470690,Cc1ccc(-c2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)on2)cc1.Cl,IC50,'=',4.09,nM,8.39,429.39,CHEMBL1155007,8.388276691992658
CHEMBL481697,CN(C)Cc1cc(CNS(C)(=O)=O)ccc1Oc1ccc(OC(F)(F)F)cc1,IC50,'=',5800.0,nM,5.24,418.44,CHEMBL1155050,5.236572006437063
CHEMBL479783,CSc1ccc(Sc2ccc(N(C)S(C)(=O)=O)cc2CN(C)C)cc1,IC50,'=',3600.0,nM,5.44,396.60,CHEMBL1155050,5.443697499232712
CHEMBL391806,Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl,IC50,'=',122.0,nM,6.91,336.27,CHEMBL1139125,6.913640169325252
CHEMBL1684047,CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,IC50,'=',36.0,nM,7.44,300.27,CHEMBL3769327,7.443697499232712
CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,IC50,'=',22.0,nM,7.66,284.75,CHEMBL1138600,7.657577319177793
CHEMBL469947,C=CCN(C(=O)[C@@]1(c2cccs2)C[C@H]1CN)C1CC1,IC50,'<',10000.0,nM,,276.41,CHEMBL1152288,5.0
CHEMBL3917777,COC(c1ccccc1C)C1CNC1,IC50,'=',857.0,nM,6.07,191.27,CHEMBL3886211,6.0670191780768015
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,IC50,'=',3100.0,nM,5.51,255.36,CHEMBL1152288,5.508638306165727
CHEMBL492438,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,IC50,'=',500.0,nM,6.3,433.36,CHEMBL1140127,6.301029995663981
CHEMBL4437729,Cc1nc(C)c(C[S+]([O-])C(c2ccccc2)c2ccccc2)s1,IC50,'=',87060.0,nM,4.06,341.50,CHEMBL4376858,4.06018133717862
CHEMBL2204342,COc1ccc([C@@H](CN(C)C)[Si]2(O)CCCCC2)cc1,IC50,'=',36350.0,nM,4.44,293.48,CHEMBL2203023,4.439495584804943
CHEMBL251694,COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,IC50,'=',19600.0,nM,4.71,277.41,CHEMBL2203023,4.707743928643524
CHEMBL469664,O=C(Nc1ccc(Br)cc1)c1cccc(S(=O)(=O)Nc2ccc(Br)cc2)c1,IC50,'=',1700.0,nM,5.77,510.21,CHEMBL1156525,5.769551078621726
CHEMBL427215,COc1ccc([C@H](CN(C)C)[Si]2(O)CCCCC2)cc1,IC50,'=',5270.0,nM,5.28,293.48,CHEMBL2311317,5.278189384787454
CHEMBL2171416,CCCOC(c1ccc2ccccc2c1)C1CNC1.Cl,IC50,'=',72.0,nM,7.14,291.82,CHEMBL2169882,7.142667503568731
CHEMBL1201082,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,IC50,'=',18400.0,nM,4.74,345.79,CHEMBL2169882,4.735182176990463
CHEMBL386224,CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,IC50,'<',4000.0,nM,,310.44,CHEMBL1146859,5.3979400086720375
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,IC50,'=',392.0,nM,6.41,303.36,CHEMBL1156440,6.406713932979542
CHEMBL338313,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccccc1)c1ccc(Cl)cc1)N2C,IC50,'=',15.8,nM,7.8,399.92,CHEMBL1129654,7.801342913045577
CHEMBL1173532,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,IC50,'=',1.995,nM,8.7,286.20,CHEMBL1177725,8.700057099977233
CHEMBL379679,CCCC(C(=O)c1ccc(NC(C)=O)cc1)N1CCCC1,IC50,'=',67.9,nM,7.17,288.39,CHEMBL1138144,7.168130225719498
CHEMBL201666,CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1,IC50,'=',154.0,nM,6.81,289.38,CHEMBL1138144,6.812479279163537
CHEMBL67078,c1ccc(CCCNCC2CCCN(CCOC(c3ccccc3)c3ccccc3)C2)cc1,IC50,'=',105.0,nM,6.98,442.65,CHEMBL1133662,6.978810700930062
CHEMBL218849,CCCCC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',170.0,nM,6.77,265.83,CHEMBL1139231,6.769551078621726
CHEMBL217975,COc1cccc(C(CC(C)C)C2CCCCN2)c1,IC50,'=',140.0,nM,6.85,261.41,CHEMBL1139231,6.853871964321762
CHEMBL2111613,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c1ccc2ccccc2c1,IC50,'=',12.0,nM,7.92,294.39,CHEMBL1133606,7.920818753952375
CHEMBL83729,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,IC50,'=',23.0,nM,7.64,259.35,CHEMBL1149262,7.638272163982407
CHEMBL1641691,COC(=O)[C@H](c1cccc(I)c1)[C@H]1CCCCN1,IC50,'=',14.0,nM,7.85,359.21,CHEMBL1641574,7.853871964321762
CHEMBL411655,NC[C@@H]1C[C@@]1(C(=O)N1CCOc2ccccc21)c1ccc2c(c1)OCO2,IC50,'=',5100.0,nM,5.29,352.39,CHEMBL1143081,5.292429823902063
CHEMBL259694,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,IC50,'<',10000.0,nM,,314.39,CHEMBL1143081,5.0
CHEMBL119561,,IC50,'=',4.0,nM,8.4,696.88,CHEMBL1145865,8.397940008672037
CHEMBL465123,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,IC50,'=',6488.0,nM,5.19,295.30,CHEMBL1139269,5.1878891587969
CHEMBL300226,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,IC50,'=',1.08,nM,8.97,385.25,CHEMBL1127828,8.96657624451305
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,IC50,'=',2.0,nM,8.7,328.24,CHEMBL1133606,8.698970004336019
CHEMBL339401,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccc(Br)cc1)c1ccc(I)cc1)N2C,IC50,'=',389.0,nM,6.41,570.26,CHEMBL1129654,6.410050398674292
CHEMBL2012087,COC(=O)C1=C(c2cc3ccccc3o2)CC2CCC1O2,IC50,'=',349.0,nM,6.46,284.31,CHEMBL2010703,6.45717457304082
CHEMBL2012088,COC(=O)C1=C(c2nc3ccccc3o2)CC2CCC1O2,IC50,'<',3000.0,nM,,285.30,CHEMBL2010703,5.522878745280337
CHEMBL2012091,COC(=O)C1=C(c2cc3ccccc3[nH]2)CC2CCC1O2,IC50,'=',336.0,nM,6.47,283.33,CHEMBL2010703,6.4736607226101555
CHEMBL2012110,COC(=O)[C@H]1C2CCC(C[C@H]1c1cc3ccccc3o1)O2,IC50,'=',39.0,nM,7.41,286.33,CHEMBL2010703,7.4089353929735005
CHEMBL2012116,COC(=O)[C@H]1C2CCC(C[C@H]1c1ccc(-c3ccccc3)s1)O2,IC50,'=',487.0,nM,6.31,328.43,CHEMBL2010703,6.3124710387853655
CHEMBL245880,Clc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,IC50,'=',89.0,nM,7.05,329.27,CHEMBL1155858,7.050609993355087
CHEMBL390432,CN(C)C1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,IC50,'=',97.0,nM,7.01,265.36,CHEMBL1147933,7.013228265733755
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,IC50,'=',190.0,nM,6.72,303.36,CHEMBL1133662,6.721246399047171
CHEMBL4461921,CCc1nc(C[S+]([O-])C(c2ccccc2)c2ccccc2)cs1,IC50,'=',14640.0,nM,4.83,341.50,CHEMBL4376858,4.8344589232776265
CHEMBL4569016,[O-][S+](Cc1csc(-c2cccs2)n1)C(c1ccccc1)c1ccccc1,IC50,'=',6970.0,nM,5.16,395.57,CHEMBL4376858,5.15676722190199
CHEMBL336100,OC1(c2ccc(Cl)cc2)c2cccc(F)c2C2=NCCN21,IC50,'=',91.0,nM,7.04,302.74,CHEMBL1135775,7.040958607678906
CHEMBL132962,CC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,IC50,'=',125.0,nM,6.9,296.80,CHEMBL1135775,6.903089986991944
CHEMBL1085338,CNCCCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,IC50,'=',512.0,nM,6.29,335.40,CHEMBL1155515,6.29073003902417
CHEMBL118075,,IC50,'=',10.6,nM,7.97,747.78,CHEMBL1145865,7.97469413473523
CHEMBL565639,CC(C)N(C(=O)c1ccc2ccccc2c1)[C@@H]1CCNC1,IC50,'<',14000.0,nM,,282.39,CHEMBL1156048,4.853871964321762
CHEMBL567944,CC(=O)N(Cc1ccc2ccccc2c1)C1CCNCC1,IC50,'=',1500.0,nM,5.82,282.39,CHEMBL1156048,5.823908740944319
CHEMBL574543,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(S(C)(=O)=O)cc1)N2C,IC50,'<',10000.0,nM,,337.44,CHEMBL1154083,5.0
CHEMBL471001,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@H]1CN,IC50,'=',3200.0,nM,5.5,246.35,CHEMBL1152288,5.494850021680094
CHEMBL471211,NC[C@@H]1C[C@@]1(C(=O)N1Cc2ccccc2C1)c1cccs1,IC50,'=',5539.0,nM,5.26,298.41,CHEMBL1152288,5.256568634853316
CHEMBL314887,COC(=O)C1C(c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,IC50,'=',477.0,nM,6.32,293.34,CHEMBL1134553,6.321481620959886
CHEMBL1643668,Fc1ccc([C@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1,IC50,'=',49.0,nM,7.31,365.47,CHEMBL1641369,7.309803919971486
CHEMBL1644470,c1ccc(-c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)n2)cc1,IC50,'<',10000.0,nM,,280.37,CHEMBL1641536,5.0
CHEMBL1644479,Cc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,IC50,'=',2427.0,nM,5.62,217.31,CHEMBL1641536,5.614930223668066
CHEMBL553937,CCCC(C(=O)c1ccc(N)c(I)c1)N1CCCC1,IC50,'=',175.0,nM,6.76,372.25,CHEMBL1158432,6.756961951313706
CHEMBL2096877,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(C)cc2)N3C)cc1,IC50,'=',1.35,nM,8.87,305.47,CHEMBL1140295,8.869666231504993
CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,IC50,'=',1.7,nM,8.77,273.38,CHEMBL1140295,8.769551078621726
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,'=',2431.0,nM,5.61,381.38,CHEMBL1909046,5.6142150411566645
CHEMBL1289,Clc1cc(Cl)c(OCC#CI)cc1Cl,IC50,'=',1969.0,nM,5.71,361.39,CHEMBL1909046,5.705754283861882
CHEMBL471002,C=CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,IC50,'<',10000.0,nM,,264.39,CHEMBL1152288,5.0
CHEMBL469946,C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,IC50,'<',10000.0,nM,,282.38,CHEMBL1152288,5.0
CHEMBL481696,CNC(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)c(CN(C)C)c1,IC50,'<',10000.0,nM,,368.36,CHEMBL1155050,5.0
CHEMBL451165,CNCc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1,IC50,'=',105.0,nM,6.98,323.22,CHEMBL1155050,6.978810700930062
CHEMBL9514,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,IC50,'=',6232.0,nM,5.21,301.33,CHEMBL1909046,5.205372555335492
CHEMBL512685,Cc1ccc(-c2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(C)cc3)N4C)on2)cc1.Cl,IC50,'=',13.0,nM,7.89,408.97,CHEMBL1155007,7.886056647693163
CHEMBL257603,C=CCN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,IC50,'<',10000.0,nM,,250.37,CHEMBL1143093,5.0
CHEMBL403760,CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CNC,IC50,'<',10000.0,nM,,266.41,CHEMBL1143093,5.0
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,IC50,'=',3000.0,nM,5.52,255.36,CHEMBL1156582,5.522878745280337
CHEMBL497493,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1SC,IC50,'<',10000.0,nM,,315.44,CHEMBL1156582,5.0
CHEMBL526670,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1F,IC50,'<',10000.0,nM,,287.33,CHEMBL1156582,5.0
CHEMBL451105,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN(C)C,IC50,'<',10000.0,nM,,297.40,CHEMBL1156582,5.0
CHEMBL471029,CCCCN(Cc1ccc2ccccc2c1)[C@H]1CCNC1,IC50,'=',88.0,nM,7.06,282.43,CHEMBL1153958,7.055517327849832
CHEMBL257481,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1OC,IC50,'=',15700.0,nM,4.8,334.80,CHEMBL1141595,4.804100347590766
CHEMBL401877,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1OC,IC50,'=',21000.0,nM,4.68,320.78,CHEMBL1141595,4.6777807052660805
CHEMBL279331,O=C(CCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2,IC50,'=',1540.0,nM,5.81,688.57,CHEMBL1143239,5.8124792791635365
CHEMBL401554,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@H]1[C@@H](c3ccc(Cl)c(Cl)c3)CC3CC[C@H]1O3)[C@@H](c1ccc(Cl)c(Cl)c1)C2,IC50,'=',67.0,nM,7.17,669.47,CHEMBL1143239,7.173925197299173
CHEMBL257482,CN1C2CCC1[C@@H](COC(=O)CCCCC(=O)OC[C@@H]1C3CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N3C)[C@@H](c1ccc(Cl)c(Cl)c1)C2,IC50,'=',28.0,nM,7.55,710.57,CHEMBL1143239,7.552841968657781
CHEMBL4439598,[O-][S+](Cc1csc(C2CC2)n1)C(c1ccccc1)c1ccccc1,IC50,'=',4100.0,nM,5.39,353.51,CHEMBL4376858,5.3872161432802645
CHEMBL4541596,Cc1nc(C[S+]([O-])C(c2ccccc2)c2ccccc2)sc1C,IC50,'=',33270.0,nM,4.48,341.50,CHEMBL4376858,4.477947199131178
CHEMBL403071,CNCc1ccccc1Oc1ccc(Cl)cc1C,IC50,'=',421.0,nM,6.38,261.75,CHEMBL1141595,6.375717904164332
CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,'=',43.0,nM,7.37,450.57,CHEMBL1131067,7.366531544420414
CHEMBL499461,COc1ccc(C2=NN(CCCCCNCC[C@@H](Oc3ccc(C(F)(F)F)cc3)c3ccccc3)C(=O)C3CC=CCC23)cc1OC,IC50,'<',7001.0,nM,,649.75,CHEMBL1139269,5.154839922348054
CHEMBL202348,C=CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,IC50,'=',18.3,nM,7.74,298.21,CHEMBL1138144,7.73754891026957
CHEMBL204759,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,IC50,'=',40.0,nM,7.4,281.40,CHEMBL1138144,7.3979400086720375
CHEMBL204254,CCCC(C(=O)c1cccc(C)c1)N1CCCC1,IC50,'=',62.9,nM,7.2,245.37,CHEMBL1138144,7.201349354554731
CHEMBL426304,CCCC(C(=O)c1cccc(I)c1)N1CCCC1,IC50,'=',52.0,nM,7.28,357.24,CHEMBL1138144,7.2839966563652006
CHEMBL381315,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)c(NS(C)(=O)=O)cc21,IC50,'=',12900.0,nM,4.89,443.35,CHEMBL1139648,4.889410289700751
CHEMBL202910,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)ccc21,IC50,'=',16700.0,nM,4.78,350.25,CHEMBL1139648,4.777283528852417
CHEMBL206211,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(C)(=O)=O)cc21,IC50,'=',120.0,nM,6.92,384.33,CHEMBL1139648,6.920818753952375
CHEMBL202846,CCCC(C(=O)c1ccc(O)c(O)c1)N1CCCC1,IC50,'=',42.0,nM,7.38,263.34,CHEMBL1138144,7.376750709602099
CHEMBL204538,CC#Cc1ccc(C(=O)C(CCC)N2CCCC2)cc1,IC50,'=',11.8,nM,7.93,269.39,CHEMBL1138144,7.928117992693875
CHEMBL381127,CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1,IC50,'=',283.0,nM,6.55,261.36,CHEMBL1138144,6.548213564475709
CHEMBL203640,CCCC(C(=O)c1ccc(F)cc1)N1CCCC1,IC50,'=',185.0,nM,6.73,249.33,CHEMBL1138144,6.732828271596986
CHEMBL372312,CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,IC50,'=',16.3,nM,7.79,245.37,CHEMBL1138144,7.787812395596042
CHEMBL205505,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)N(C)C)ccc21,IC50,'=',920.0,nM,6.04,377.32,CHEMBL1139648,6.036212172654444
CHEMBL206598,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CNS(C)(=O)=O)cc21,IC50,'=',90.0,nM,7.05,413.37,CHEMBL1139648,7.045757490560675
CHEMBL512851,C=CCN(CC=C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,IC50,'<',10000.0,nM,,276.41,CHEMBL1152288,5.0
CHEMBL219116,COC(=O)C(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',2700.0,nM,5.57,267.76,CHEMBL1139231,5.568636235841013
CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,IC50,'=',88.0,nM,7.06,265.83,CHEMBL1139231,7.055517327849832
CHEMBL218894,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,IC50,'=',400.0,nM,6.4,261.41,CHEMBL1139231,6.3979400086720375
CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',32.0,nM,7.5,251.80,CHEMBL1139231,7.494850021680094
CHEMBL373773,Clc1ccc(C(Cc2ccccc2)C2CCCCN2)cc1,IC50,'=',370.0,nM,6.43,299.85,CHEMBL1139231,6.431798275933005
CHEMBL217975,COc1cccc(C(CC(C)C)C2CCCCN2)c1,IC50,'=',35.0,nM,7.46,261.41,CHEMBL1139231,7.455931955649724
CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,IC50,'=',5.7,nM,8.24,300.27,CHEMBL1139231,8.244125144327509
CHEMBL373710,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',680.0,nM,6.17,279.86,CHEMBL1139231,6.167491087293763
CHEMBL219653,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,IC50,'=',180.0,nM,6.75,291.87,CHEMBL1139231,6.7447274948966935
CHEMBL3673131,FC(F)(F)c1ccc(-c2ccc3c(c2)CN2CCC3(c3ccc(Cl)cc3)C2)nn1,IC50,'=',74.2,nM,7.13,415.85,CHEMBL3639048,7.129596094720973
CHEMBL3673132,FC(F)Oc1ccc(-c2ccc3c(c2)CN2CCC3(c3ccc(Cl)cc3)C2)nn1,IC50,'=',1057.0,nM,5.98,413.86,CHEMBL3639048,5.975925012692573
CHEMBL3673142,Clc1ccc(C23CCN(CC2)Cc2cc(-c4cncnc4)ccc23)cc1,IC50,'=',156.3,nM,6.81,361.88,CHEMBL3639048,6.806041021980813
CHEMBL3673147,O=C1NC2C=CC(c3ccc4c(c3)CN3CCC4(c4ccc(Cl)cc4)CC3)=CC2O1,IC50,'=',58.6,nM,7.23,418.92,CHEMBL3639048,7.23210238398191
CHEMBL3673149,O=c1ccccn1-c1ccc2c(c1)CN1CCC2(c2ccc(Cl)cc2)CC1,IC50,'=',856.5,nM,6.07,376.89,CHEMBL3639048,6.0672726326984705
CHEMBL3673159,Clc1ccc(C23CCN(CC2)Cc2cc(-c4ccc5ncnn5c4)ccc23)cc1Cl,IC50,'=',18.5,nM,7.73,435.36,CHEMBL3639048,7.732828271596986
CHEMBL3673163,Oc1ccc(-c2ccc3c(c2)CN2CCC3(c3ccc(Cl)c(Cl)c3)CC2)nn1,IC50,'=',5.1,nM,8.29,412.32,CHEMBL3639048,8.292429823902063
CHEMBL3673164,Nc1cnc(-c2ccc3c(c2)CN2CCC3(c3ccc(Cl)c(Cl)c3)CC2)cn1,IC50,'=',9.2,nM,8.04,411.34,CHEMBL3639048,8.036212172654444
CHEMBL3673170,Fc1cc(C23CCN(CC2)Cc2cc(Oc4ccc(C(F)(F)F)nn4)ccc23)ccc1Cl,IC50,'=',10.1,nM,8.0,463.86,CHEMBL3639048,7.995678626217358
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,IC50,'<',10000.0,nM,,309.33,CHEMBL3886211,5.0
CHEMBL3936578,O=C(OC(c1ccc(Cl)cc1)C1CNC1)c1ccccc1,IC50,'=',319.0,nM,6.5,301.77,CHEMBL3886211,6.496209316942819
CHEMBL2407330,COCC(c1ccc(Cl)cc1)C1CCNCC1.Cl,IC50,'=',1700.0,nM,5.77,290.23,CHEMBL2406994,5.769551078621726
CHEMBL2407324,CN(C)OC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,IC50,'=',500.0,nM,6.3,367.70,CHEMBL2406994,6.301029995663981
CHEMBL2407333,COC[C@@H](c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,IC50,'=',470.0,nM,6.33,324.68,CHEMBL2406994,6.327902142064283
