molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,molecular_weight,document_chembl_id,pIC50
CHEMBL2338032,Fc1cccc(F)c1O[C@@H](c1ccccc1)[C@H]1CCNC1,IC50,'=',0.7943,nM,9.1,289.32,CHEMBL2331276,9.100015437450608
CHEMBL2337595,Clc1cccc(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1,IC50,'=',0.5012,nM,9.3,287.79,CHEMBL2331276,9.299988937677888
CHEMBL2337593,Clc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1,IC50,'=',10.0,nM,8.0,287.79,CHEMBL2331276,8.0
CHEMBL575753,CNC[C@@H](O)[C@H](c1cccc(F)c1)n1ccc2ccc(Cl)cc21,IC50,'=',92.0,nM,7.04,332.81,CHEMBL1155200,7.036212172654444
CHEMBL566816,CNC[C@@H](O)[C@@H](c1ccccc1)n1ccc2ccccc21,IC50,'=',150.0,nM,6.82,280.37,CHEMBL1155305,6.823908740944319
CHEMBL471519,CNCC[C@H](c1ccccc1)n1c(=O)n(-c2ccccc2)c2ccccc21,IC50,'=',9.0,nM,8.05,357.46,CHEMBL1152153,8.045757490560675
CHEMBL498904,CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc1c(C)cccc1F,IC50,'=',5.0,nM,8.3,301.36,CHEMBL1152169,8.301029995663981
CHEMBL454770,CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc1ccc(O)cc1C,IC50,'=',4.0,nM,8.4,299.37,CHEMBL1152169,8.397940008672037
CHEMBL2219900,CCOC(c1ccc(Cl)c(Cl)c1)C1CNC1,IC50,'=',153.0,nM,6.82,260.16,CHEMBL3886211,6.815308569182402
CHEMBL26320,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',1261.0,nM,5.9,414.59,CHEMBL1130734,5.899284913426919
CHEMBL3818953,Cl.O=C1CCCN1C[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(F)c1,IC50,'=',0.13,nM,9.89,363.26,CHEMBL3817725,9.886056647693163
CHEMBL3916301,CCC(NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1)C(=O)OCC(C)C,IC50,'=',182.0,nM,6.74,394.00,CHEMBL3886614,6.739928612014925
CHEMBL83729,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,IC50,'=',920.0,nM,6.04,259.35,CHEMBL1140295,6.036212172654444
CHEMBL3331507,Clc1cccc(N(Cc2ccc3ccccc3c2)C2CNC2)c1,IC50,'=',531.0,nM,6.28,322.84,CHEMBL3352820,6.274905478918531
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,'=',7308.0,nM,5.14,381.38,CHEMBL1909046,5.1362014613195
CHEMBL3703736,O=c1cccnn1-c1ccc2c(c1)CNCC2c1ccc(Cl)c(Cl)c1,IC50,'=',131.5,nM,6.88,372.26,CHEMBL3639176,6.881074247174223
CHEMBL3703729,CC1(C)NCC(c2ccc(Cl)c(Cl)c2)c2ccc(-c3ccc(C(F)(F)F)nn3)cc21,IC50,'=',549.0,nM,6.26,452.31,CHEMBL3639176,6.260427655549908
CHEMBL245880,Clc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,IC50,'=',5.0,nM,8.3,329.27,CHEMBL1155858,8.301029995663981
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,IC50,'=',3.0,nM,8.52,313.40,CHEMBL1138600,8.522878745280337
CHEMBL466500,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1cccc(Cl)c1,IC50,'=',20.0,nM,7.7,304.82,CHEMBL1138600,7.698970004336019
CHEMBL526670,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1F,IC50,'=',75.0,nM,7.12,287.33,CHEMBL1156582,7.1249387366083
CHEMBL451105,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN(C)C,IC50,'=',700.0,nM,6.16,297.40,CHEMBL1156582,6.154901959985743
CHEMBL539716,CNC[C@@H](O)[C@H](c1ccccc1)n1c(=O)n(C2CCC2)c2ccccc21,IC50,'=',42.5,nM,7.37,351.45,CHEMBL1153531,7.371611069949688
CHEMBL455448,CNCC1(O)Cc2ccccc2C1Oc1ccccc1C,IC50,'=',30.0,nM,7.52,283.37,CHEMBL1152169,7.522878745280337
CHEMBL514937,CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc1cccc(O)c1C,IC50,'=',4.0,nM,8.4,299.37,CHEMBL1152169,8.397940008672037
CHEMBL446321,CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc1ccccc1Cl,IC50,'=',5.0,nM,8.3,303.79,CHEMBL1152169,8.301029995663981
CHEMBL454674,CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc1ccccc1F,IC50,'=',11.0,nM,7.96,287.33,CHEMBL1152169,7.958607314841775
CHEMBL460295,Cc1ccccc1OC1c2ccccc2CC1(O)CNCCO,IC50,'=',2800.0,nM,5.55,313.40,CHEMBL1152169,5.552841968657781
CHEMBL451620,CNCC1(O)Cc2ccccc2C1Cc1ccccc1C,IC50,'=',30.0,nM,7.52,281.40,CHEMBL1152169,7.522878745280337
CHEMBL575132,CNC[C@@H](O)[C@H](c1cccc(F)c1)n1ccc2cccc(F)c21,IC50,'=',7.0,nM,8.15,316.35,CHEMBL1155200,8.154901959985743
CHEMBL441864,Clc1ccc(C(CCCc2ccccc2)C2CCCCN2)cc1,IC50,'=',1700.0,nM,5.77,327.90,CHEMBL1139231,5.769551078621726
CHEMBL3819217,Cl.O=c1[nH]c(-c2cccc(=O)n2C[C@@H]2CNCCO[C@H]2c2ccc(Cl)c(F)c2)no1,IC50,'=',100.0,nM,7.0,457.29,CHEMBL3817725,7.0
CHEMBL1642914,CN[C@H]1CCc2ccccc2[C@@H]1c1ccc(Cl)c(Cl)c1,IC50,'=',766.0,nM,6.12,306.24,CHEMBL1641414,6.115771230367396
CHEMBL1813479,CN1C[C@@H]2CCC[C@]2(c2ccc(F)c(F)c2)C1,IC50,'=',6456.54,nM,5.19,237.29,CHEMBL1811752,5.190000154058473
CHEMBL1083410,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,IC50,'=',9.0,nM,8.05,365.43,CHEMBL1828571,8.045757490560675
CHEMBL3703746,Clc1ccc(C2CNCc3cc(-c4ccc5ncnn5c4)ccc32)cc1Cl,IC50,'=',26.0,nM,7.58,395.29,CHEMBL3886322,7.585026652029182
CHEMBL1643516,CN(C)C1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,IC50,'=',1857.0,nM,5.73,321.25,CHEMBL1641425,5.73118809626022
CHEMBL1813306,CN1C[C@@H]2CCCC[C@]2(c2ccc(Cl)cc2Cl)C1,IC50,'=',912.01,nM,6.04,284.23,CHEMBL1811752,6.040000399696793
CHEMBL153062,CCCCCCCCCc1ccc(O)cc1,IC50,'=',1254.0,nM,5.9,220.36,CHEMBL1909046,5.901702463505302
CHEMBL4227830,CN(C)C[C@]1(c2ccc3ccccc3c2)CC[C@](C)(O)CC1,IC50,'=',23.0,nM,7.64,297.44,CHEMBL4219032,7.638272163982407
CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,IC50,'=',538.0,nM,6.27,263.38,CHEMBL4219032,6.269217724333611
CHEMBL1642897,CN[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,IC50,'=',73.0,nM,7.14,306.24,CHEMBL1641425,7.136677139879544
CHEMBL227179,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccccc3)s1)[C@@H](c1ccc(Cl)cc1)C2,IC50,'=',750.0,nM,6.12,394.97,CHEMBL1146223,6.1249387366083
CHEMBL564631,CSc1ccc(OC(c2cccnc2)C2CCNCC2)cc1,IC50,'=',5850.0,nM,5.23,314.45,CHEMBL1151858,5.232844133917819
CHEMBL559081,Cc1ccc(C(Oc2cccc(Cl)c2Cl)C2CCNCC2)cn1,IC50,'=',14.0,nM,7.85,351.28,CHEMBL1151858,7.853871964321762
CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,IC50,'=',3850.0,nM,5.42,273.38,CHEMBL1140295,5.414539270491499
CHEMBL395408,Cc1cccc(CN(C2CCOCC2)[C@@H]2CCNC2)c1C,IC50,'=',144.0,nM,6.84,288.44,CHEMBL1139125,6.841637507904751
CHEMBL311469,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,IC50,'=',8595.0,nM,5.07,223.27,CHEMBL1909046,5.065754118976929
CHEMBL378483,CN1C2CCC1C1COC(=O)CCC3(CCC(=O)Nc4ccc(cc4)C1C2)c1ccccc1-c1ccccc13,IC50,'=',980.0,nM,6.01,520.67,CHEMBL1137428,6.008773924307505
CHEMBL213287,Clc1ccccc1CC(c1ccccc1)N1CCNCC1,IC50,'=',22.0,nM,7.66,300.83,CHEMBL1146859,7.657577319177793
CHEMBL475937,CNCC[C@H](c1cccc(Cl)c1)N1C(=O)C(C)(C)c2cccc(F)c21,IC50,'=',7.0,nM,8.15,360.86,CHEMBL1144192,8.154901959985743
CHEMBL513912,CNCC[C@H](c1ccccc1)N1C(=O)C(C)(C)c2ccccc21,IC50,'=',7.0,nM,8.15,308.43,CHEMBL1144192,8.154901959985743
CHEMBL515614,CNCC[C@H](c1cccc(F)c1)N1C(=O)C2(CCCCC2)c2ccccc21,IC50,'=',26.0,nM,7.58,366.48,CHEMBL1144192,7.585026652029182
CHEMBL1083741,CNC[C@H](C)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,IC50,'=',441.0,nM,6.36,349.43,CHEMBL1155515,6.355561410532162
CHEMBL3774556,Clc1ccc(N2CCN(CCCN3CCC(Cc4ccccc4)CC3)CC2)cc1,IC50,'=',530.0,nM,6.28,412.02,CHEMBL3774305,6.275724130399211
CHEMBL3775703,Clc1ccc(N2CCN(CCCN3CCC(Cc4ccccc4)CC3)CC2)c(Cl)c1,IC50,'=',760.0,nM,6.12,446.47,CHEMBL3774305,6.119186407719209
CHEMBL1201066,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,IC50,'=',2550.0,nM,5.59,313.87,CHEMBL3774305,5.5934598195660445
CHEMBL476954,CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1,IC50,'=',23.0,nM,7.64,315.24,CHEMBL1155858,7.638272163982407
CHEMBL3593402,CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(F)c1.Cl,IC50,'=',2.3,nM,8.64,337.22,CHEMBL3593224,8.638272163982407
CHEMBL3593400,CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(Cl)c1.O=C(O)/C=C/C(=O)O,IC50,'=',0.33,nM,9.48,433.29,CHEMBL3593224,9.481486060122112
CHEMBL4083042,FC(F)(F)c1cccc(-c2nnnn2CCCN2CCC(Cc3ccccc3)CC2)c1,IC50,'=',5100.0,nM,5.29,429.49,CHEMBL4043179,5.292429823902063
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,IC50,'=',1450.0,nM,5.84,239.75,CHEMBL1136786,5.838631997765025
CHEMBL2036272,CN[C@H]1CCC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,IC50,'=',2400.0,nM,5.62,388.97,CHEMBL2034871,5.619788758288394
CHEMBL2036273,CNC1CCCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,IC50,'=',1000.0,nM,6.0,388.97,CHEMBL2034871,6.0
CHEMBL2036275,CCN[C@H]1CCC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,IC50,'=',1700.0,nM,5.77,403.00,CHEMBL2034871,5.769551078621726
CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,IC50,'=',2.9,nM,8.54,263.38,CHEMBL4000185,8.537602002101044
CHEMBL3673129,Clc1ccc(C23CCN(Cc4cc(-c5ccc6ncnn6c5)ccc42)C3)cc1,IC50,'=',816.6,nM,6.09,386.89,CHEMBL3639048,6.087990624413021
CHEMBL3673133,Oc1ccc(-c2ccc3c(c2)CN2CCC3(c3ccc(Cl)cc3)C2)nn1,IC50,'=',102.8,nM,6.99,363.85,CHEMBL3639048,6.988006885340743
CHEMBL3673143,Clc1ccc(C23CCN(CC2)Cc2cc(-c4cnccn4)ccc23)cc1,IC50,'=',2305.0,nM,5.64,361.88,CHEMBL3639048,5.637329070274333
CHEMBL3673146,Clc1ccc(C23CCN(CC2)Cc2cc(-c4cnc5ccccc5n4)ccc23)cc1,IC50,'=',1545.0,nM,5.81,411.94,CHEMBL3639048,5.811071516239147
CHEMBL3673147,O=C1NC2C=CC(c3ccc4c(c3)CN3CCC4(c4ccc(Cl)cc4)CC3)=CC2O1,IC50,'=',805.9,nM,6.09,418.92,CHEMBL3639048,6.093718844227847
CHEMBL3673154,FC(F)(F)c1ccc(Oc2ccc3c(c2)CN2CCC3(c3ccc(Cl)cc3)CC2)nn1,IC50,'=',123.6,nM,6.91,445.87,CHEMBL3639048,6.907981529247203
CHEMBL3673157,Clc1ccc(C23CCN(CC2)Cc2cc(OCCCc4ccncc4)ccc23)cc1,IC50,'=',54.8,nM,7.26,418.97,CHEMBL3639048,7.261219441515631
CHEMBL3673174,Fc1ccc(C23CCN(CC2)Cc2cc(-c4ccc(C(F)(F)F)nn4)ccc23)cc1Cl,IC50,'=',344.6,nM,6.46,447.86,CHEMBL3639048,6.46268472688799
CHEMBL1812740,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2C(=O)OC2CCC2)N3C)cc1,IC50,'=',122.0,nM,6.91,313.44,CHEMBL1811897,6.913640169325252
CHEMBL565386,CC(NC(C)(C)C)C(=O)c1cccs1,IC50,'<',100.0,nM,,211.33,CHEMBL1157604,7.0
CHEMBL599846,CC(NC1CCCC1)C(=O)c1cccc(Br)c1,IC50,'=',2530.0,nM,5.6,296.21,CHEMBL1157604,5.596879478824182
CHEMBL566001,CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1,IC50,'=',2540.0,nM,5.59,284.20,CHEMBL1157604,5.5951662833800615
CHEMBL576063,CC(NC(C)(C)C)C(=O)c1cccc(F)c1,IC50,'=',6500.0,nM,5.19,223.29,CHEMBL1157604,5.187086643357144
CHEMBL592854,Cc1cccc(C(=O)C(C)NC2CCCC2)c1,IC50,'=',8700.0,nM,5.06,231.34,CHEMBL1157604,5.060480747381382
CHEMBL154257,CCCN(c1ccncc1)n1cc(C(C)=O)c2ccccc21,IC50,'=',3300.0,nM,5.48,293.37,CHEMBL1129670,5.481486060122113
CHEMBL345251,CCCN(c1ccncn1)n1ccc2ccccc21,IC50,'=',1400.0,nM,5.85,252.32,CHEMBL1129670,5.853871964321762
CHEMBL4547192,Fc1ccc(C(F)(F)F)cc1N1CCN(CCCn2nnnc2C(c2ccccc2)c2ccccc2)CC1,IC50,'=',1090.0,nM,5.96,524.57,CHEMBL4431391,5.962573502059376
CHEMBL4288240,Fc1cccc(F)c1N1CCN(CCCn2nnnc2C(c2ccccc2)c2ccccc2)CC1,IC50,'=',510.0,nM,6.29,474.56,CHEMBL4431391,6.292429823902063
CHEMBL67024,Fc1ccc(CCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',170.0,nM,6.77,432.58,CHEMBL1133662,6.769551078621726
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,IC50,'=',3.0,nM,8.52,255.36,CHEMBL1155376,8.522878745280337
CHEMBL1083428,CNC[C@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,IC50,'=',9.0,nM,8.05,383.42,CHEMBL1155515,8.045757490560675
CHEMBL563518,CNC[C@@H](O)[C@H](c1ccccc1)n1c(=O)n(C(C)C)c2ccccc21,IC50,'=',13.4,nM,7.87,339.44,CHEMBL1153531,7.872895201635193
CHEMBL347914,CCCN(c1ccncc1)n1ccc2cc(Br)ccc21,IC50,'=',2600.0,nM,5.58,330.23,CHEMBL1129670,5.585026652029182
CHEMBL247733,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,IC50,'=',7.0,nM,8.15,288.44,CHEMBL1155868,8.154901959985743
CHEMBL476116,CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,IC50,'=',14.0,nM,7.85,322.45,CHEMBL1155868,7.853871964321762
CHEMBL3593392,Cl.OC[C@@]1(c2ccc(Cl)c(Cl)c2)CCNCCO1,IC50,'=',5.6,nM,8.25,312.62,CHEMBL3593224,8.2518119729938
CHEMBL3593391,Cl.OC[C@]1(c2ccc(Cl)c(Cl)c2)CCNCCO1,IC50,'=',700.0,nM,6.16,312.62,CHEMBL3593224,6.154901959985743
CHEMBL3593275,Cl.OCC1(c2ccc(Cl)c(Cl)c2)CCNCCO1,IC50,'=',17.0,nM,7.77,312.62,CHEMBL3593224,7.769551078621726
CHEMBL3703734,CS(=O)(=O)c1ccc(-c2ccc3c(c2)CNCC3c2ccc(Cl)c(Cl)c2)cc1,IC50,'=',13.0,nM,7.89,432.37,CHEMBL3639176,7.886056647693163
CHEMBL3703727,Nc1ccc(-c2ccc3c(c2)CNCC3c2ccc(Cl)cc2)nn1,IC50,'=',63.1,nM,7.2,336.83,CHEMBL3639176,7.199970640755866
CHEMBL2338037,COc1cc(Cl)ccc1O[C@H](c1ccccc1)[C@@H]1CCNC1,IC50,'=',31.62,nM,7.5,317.82,CHEMBL2331276,7.50003813440381
CHEMBL2338033,Fc1cc(F)cc(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1,IC50,'=',3.981,nM,8.4,289.32,CHEMBL2331276,8.400007822415901
CHEMBL2337596,Clc1ccc(O[C@@H](c2ccccc2)[C@H]2CCNC2)cc1,IC50,'=',31.62,nM,7.5,287.79,CHEMBL2331276,7.50003813440381
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,IC50,'=',1.585,nM,8.8,297.42,CHEMBL2331276,8.79997073344623
CHEMBL403078,CNCc1cnc(C)cc1Oc1ccc(Cl)cc1OC,IC50,'=',83.0,nM,7.08,292.77,CHEMBL1145616,7.080921907623926
CHEMBL402345,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC,IC50,'=',32.0,nM,7.5,348.83,CHEMBL1145616,7.494850021680094
CHEMBL411655,NC[C@@H]1C[C@@]1(C(=O)N1CCOc2ccccc21)c1ccc2c(c1)OCO2,IC50,'=',5.8,nM,8.24,352.39,CHEMBL1143081,8.236572006437063
CHEMBL408384,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,IC50,'=',7.6,nM,8.12,310.35,CHEMBL1143081,8.119186407719209
CHEMBL252923,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,IC50,'=',5500.0,nM,5.26,246.35,CHEMBL1143081,5.259637310505756
CHEMBL257550,NCC1C(c2ccccc2)C1(C(=O)N1CCc2ccccc21)c1ccccc1,IC50,'<',10000.0,nM,,368.48,CHEMBL1143081,5.0
CHEMBL4071830,CNc1nc(C#Cc2ccc(Br)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)OC)C[C@H]12,IC50,'=',3560.0,nM,5.45,504.37,CHEMBL4007505,5.448550002027125
CHEMBL2036266,CCNC1CC=C(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)CC1.Cl,IC50,'=',280.0,nM,6.55,400.98,CHEMBL2034871,6.552841968657781
CHEMBL2036274,CN[C@H]1CCC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,IC50,'=',880.0,nM,6.06,388.97,CHEMBL2034871,6.055517327849832
CHEMBL2036276,CCN[C@H]1CCC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,IC50,'=',760.0,nM,6.12,403.00,CHEMBL2034871,6.119186407719209
CHEMBL201666,CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1,IC50,'=',22.8,nM,7.64,289.38,CHEMBL1138144,7.642065152999546
CHEMBL202420,CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,IC50,'=',83.0,nM,7.08,310.24,CHEMBL1138144,7.080921907623926
CHEMBL218193,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,IC50,'<',8700.0,nM,,273.46,CHEMBL1139231,5.060480747381382
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,IC50,'=',2196.0,nM,5.66,324.40,CHEMBL1909046,5.658367664221946
CHEMBL2096858,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,IC50,'=',444.0,nM,6.35,293.79,CHEMBL1149262,6.35261702988538
CHEMBL401819,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1C,IC50,'=',46.0,nM,7.34,304.78,CHEMBL1141595,7.337242168318426
CHEMBL438889,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1Cl,IC50,'=',17.0,nM,7.77,401.32,CHEMBL1141595,7.769551078621726
CHEMBL378243,CN1C2CCC1C1COC(=O)CCSCCC(=O)Nc3ccc(cc3)C1C2,IC50,'=',990.0,nM,6.0,388.53,CHEMBL1137428,6.00436480540245
CHEMBL214209,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2,IC50,'=',40.0,nM,7.4,370.49,CHEMBL1137428,7.3979400086720375
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,IC50,'=',77.0,nM,7.11,246.35,CHEMBL1143081,7.113509274827518
CHEMBL258451,C#CCN(CC(=C)F)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,IC50,'=',4.0,nM,8.4,344.39,CHEMBL1143081,8.397940008672037
CHEMBL427904,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,IC50,'=',2.9,nM,8.54,316.40,CHEMBL1143081,8.537602002101044
CHEMBL411033,NC[C@@H]1C[C@@]1(C(=O)C1NCc2ccccc21)c1ccc2c(c1)OCO2,IC50,'=',20.0,nM,7.7,336.39,CHEMBL1143081,7.698970004336019
CHEMBL411677,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,IC50,'=',17.0,nM,7.77,308.38,CHEMBL1143081,7.769551078621726
CHEMBL258450,CCN(CC)C(=O)[C@@]1(c2ccc3occc3c2)C[C@H]1CN,IC50,'=',47.0,nM,7.33,286.38,CHEMBL1143081,7.327902142064283
CHEMBL404145,CCN(CC)C(=O)[C@@]1(c2cccc(F)c2)C[C@H]1CN,IC50,'=',73.0,nM,7.14,264.34,CHEMBL1143081,7.136677139879544
CHEMBL401677,C=CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,IC50,'=',2.9,nM,8.54,302.37,CHEMBL1143093,8.537602002101044
CHEMBL402090,NC[C@@H]1C[C@@]1(C(=O)N1C=CCCC1)c1ccsc1,IC50,'=',200.0,nM,6.7,262.38,CHEMBL1143093,6.698970004336019
CHEMBL567943,CS(=O)(=O)N(Cc1ccc2ccccc2c1)[C@H]1CCNC1,IC50,'=',370.0,nM,6.43,304.42,CHEMBL1156048,6.431798275933005
CHEMBL596175,COc1ccc(C2=NN(CCCCCNCC[C@@H](Oc3cccc4ccccc34)c3cccs3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,IC50,'=',2097.0,nM,5.68,637.85,CHEMBL1152596,5.678401569534656
CHEMBL612,C[C@H](N)Cc1ccccc1,IC50,'=',630.96,nM,6.2,135.21,CHEMBL2390840,6.199998172182031
CHEMBL229381,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)cc4)s2)N3C)cc1,IC50,'=',1170.0,nM,5.93,409.00,CHEMBL1146223,5.931814138253839
CHEMBL475936,CNCC[C@H](c1cccc(F)c1)N1C(=O)C(C)(C)c2cccc(F)c21,IC50,'=',14.0,nM,7.85,344.40,CHEMBL1144192,7.853871964321762
CHEMBL246920,Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,IC50,'=',9.0,nM,8.05,299.25,CHEMBL1139125,8.045757490560675
CHEMBL3703726,FC(F)(F)c1ccc(-c2ccc3c(c2)NCCC3c2ccc(Cl)cc2)nn1,IC50,'=',47.3,nM,7.33,389.81,CHEMBL3639176,7.325138859262188
CHEMBL3612826,O=C(NCCCN1CCC(Cc2ccccc2)CC1)c1cc2ccccc2[nH]1,IC50,'=',268.0,nM,6.57,375.52,CHEMBL3611988,6.5718652059712115
CHEMBL3612834,O=C(NCCCN1CCC(Cc2ccccc2)CC1)c1ccc2cc(Br)ccc2c1,IC50,'=',885.0,nM,6.05,465.44,CHEMBL3611988,6.053056729302175
CHEMBL445743,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccccc1OC,IC50,'=',300.0,nM,6.52,300.40,CHEMBL1138600,6.522878745280337
CHEMBL2219839,Clc1ccc(C(OCc2ccccc2)C2CNC2)cc1,IC50,'=',1344.0,nM,5.87,287.79,CHEMBL3886211,5.871600731282194
CHEMBL3963829,Cc1ccc(OC(c2ccc(Cl)c(Cl)c2)C2CNC2)cc1,IC50,'=',27.1,nM,7.57,322.24,CHEMBL3886211,7.567030709125595
CHEMBL3703738,Cc1noc(C)c1-c1ccc2c(c1)CNCC2c1ccc(Cl)c(Cl)c1,IC50,'=',194.9,nM,6.71,373.28,CHEMBL3639176,6.710188160882378
CHEMBL1083392,CNCC(=O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,IC50,'=',5.1,nM,8.29,363.41,CHEMBL1155515,8.292429823902063
CHEMBL1083118,CNC[C@@H](O)CCN1c2ccccc2N(c2cc(F)ccc2F)S1(=O)=O,IC50,'=',2.0,nM,8.7,383.42,CHEMBL1155515,8.698970004336019
CHEMBL383422,Cc1ccc(Nc2ccccc2CN(C)C)c(N)c1,IC50,'<',100.0,nM,,255.37,CHEMBL1138999,7.0
CHEMBL204199,Cc1ccc(Oc2ccccc2CN(C)C)c(N)c1,IC50,'<',100.0,nM,,256.35,CHEMBL1138999,7.0
CHEMBL203821,Cc1ccc([S+]([O-])c2ccccc2CN(C)C)c(N)c1,IC50,'<',100.0,nM,,288.42,CHEMBL1138999,7.0
CHEMBL205313,Cc1ccc(N(c2ccccc2)c2ccccc2CN(C)C)c(N)c1,IC50,'<',100.0,nM,,331.46,CHEMBL1138999,7.0
CHEMBL1400,CN(C)C[C@H]1CCCC[C@]1(O)c1cccc(O)c1,IC50,'<',10000.0,nM,,249.35,CHEMBL1149431,5.0
CHEMBL2204342,COc1ccc([C@@H](CN(C)C)[Si]2(O)CCCCC2)cc1,IC50,'=',4715.0,nM,5.33,293.48,CHEMBL2203023,5.326518302926653
CHEMBL252720,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,IC50,'=',754.0,nM,6.12,277.41,CHEMBL2203023,6.122628654130226
CHEMBL290106,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,IC50,'=',1235.0,nM,5.91,356.06,CHEMBL1909046,5.9083330424043154
CHEMBL426659,CN1C2CCC1CC(O)(c1cccc(-c3ccccc3)c1)C2,IC50,'=',41500.0,nM,4.38,293.41,CHEMBL1141860,4.3819519032879075
