molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,molecular_weight,document_chembl_id,pIC50
CHEMBL2333621,CCN(C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,IC50,'=',3.9,nM,8.41,439.50,CHEMBL2331544,8.4089353929735
CHEMBL2333617,CN(C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCNCC2)n1,IC50,'=',7.3,nM,8.14,411.44,CHEMBL2331544,8.136677139879543
CHEMBL2333644,CN1CCC(COCc2cc(C(F)(F)F)cc(Cl)n2)(c2ccccc2F)CC1,IC50,'=',88.0,nM,7.06,416.85,CHEMBL2331544,7.055517327849832
CHEMBL2333638,FC(F)(F)c1cc(Cl)cc(COCC2(c3ccccc3)CCNCC2)c1,IC50,'=',1.7,nM,8.77,383.84,CHEMBL2331544,8.769551078621726
CHEMBL3703738,Cc1noc(C)c1-c1ccc2c(c1)CNCC2c1ccc(Cl)c(Cl)c1,IC50,'=',4.9,nM,8.31,373.28,CHEMBL3639176,8.309803919971486
CHEMBL2441437,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,IC50,'=',9100.0,nM,5.04,432.48,CHEMBL2439970,5.040958607678906
CHEMBL1813309,COc1cccc([C@]23CCCC[C@H]2CN(C)C3)c1,IC50,'=',147.91,nM,6.83,245.37,CHEMBL1811752,6.83000246293343
CHEMBL1813470,CN1C[C@H]2CCCC[C@@]2(c2ccc3ccccc3c2)C1,IC50,'=',12.59,nM,7.9,265.40,CHEMBL1811752,7.899974269892137
CHEMBL1813489,Clc1ccc(C[C@@]23CCCC[C@@H]2CNC3)cc1Cl,IC50,'=',48.98,nM,7.31,284.23,CHEMBL1811752,7.309981219211305
CHEMBL600263,CN1CCCC1CCc1c[nH]c2ccc(C#N)cc12,IC50,'=',8.1,nM,8.09,253.35,CHEMBL1159043,8.09151498112135
CHEMBL609908,CN1CCc2ccccc2C1CCc1c[nH]c2ccc(C#N)cc12,IC50,'=',1.1,nM,8.96,315.42,CHEMBL1159043,8.958607314841775
CHEMBL2204341,COc1ccc(C(CN(C)C)[Si]2(O)CCCCC2)cc1,IC50,'=',1063.0,nM,5.97,293.48,CHEMBL2311317,5.973466735476704
CHEMBL252720,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,IC50,'=',20.0,nM,7.7,277.41,CHEMBL2311317,7.698970004336019
CHEMBL27025,CN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,IC50,'=',160.0,nM,6.8,230.29,CHEMBL1147933,6.795880017344075
CHEMBL523475,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2C#N)cc1,IC50,'=',34.0,nM,7.47,388.89,CHEMBL1137011,7.468521082957745
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,IC50,'=',546.0,nM,6.26,326.83,CHEMBL1909046,6.262807357295262
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,IC50,'=',9.4,nM,8.03,309.33,CHEMBL1153531,8.0268721464003
CHEMBL326466,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,IC50,'=',9.0,nM,8.05,279.43,CHEMBL4219032,8.045757490560675
CHEMBL376113,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)c(Cl)c4)s2)N3C)cc1,IC50,'=',4400.0,nM,5.36,443.44,CHEMBL1146223,5.356547323513812
CHEMBL388832,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1OC,IC50,'<',6800.0,nM,,455.02,CHEMBL1146223,5.167491087293763
CHEMBL227233,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1,IC50,'=',6700.0,nM,5.17,425.00,CHEMBL1146223,5.173925197299173
CHEMBL388760,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3cccc([N+](=O)[O-])c3)s1)[C@@H](c1ccc(Cl)cc1)C2,IC50,'=',1610.0,nM,5.79,439.97,CHEMBL1146223,5.79317412396815
CHEMBL559456,Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl,IC50,'=',7.0,nM,8.15,337.25,CHEMBL1151858,8.154901959985743
CHEMBL559081,Cc1ccc(C(Oc2cccc(Cl)c2Cl)C2CCNCC2)cn1,IC50,'=',16.0,nM,7.8,351.28,CHEMBL1151858,7.795880017344075
CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,IC50,'<',2000.0,nM,,273.38,CHEMBL1140295,5.698970004336019
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IC50,'=',2305.0,nM,5.64,645.32,CHEMBL1909046,5.637329070274333
CHEMBL119561,,IC50,'=',124.0,nM,6.91,696.88,CHEMBL1130345,6.906578314837765
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,IC50,'=',2.0,nM,8.7,329.37,CHEMBL1144192,8.698970004336019
CHEMBL514515,CNCC[C@@H](c1ccccc1)N1C(=O)C2(CCCCC2)c2ccccc21,IC50,'=',1750.0,nM,5.76,348.49,CHEMBL1144192,5.756961951313706
CHEMBL208773,NC(=O)c1ccc(F)c2c1C[C@@H](N(CCCc1c[nH]c3ccc(F)cc13)C1CCC1)CO2,IC50,'=',18.7,nM,7.73,439.51,CHEMBL1138933,7.7281583934635005
CHEMBL210978,NC(=O)c1ccc(F)c2c1C[C@H](N(CCCc1c[nH]c3ccc(F)cc13)CC1CC1)CO2,IC50,'=',36.3,nM,7.44,439.51,CHEMBL1138933,7.440093374963888
CHEMBL1813310,COc1ccc([C@]23CCCC[C@H]2CN(C)C3)cc1,IC50,'=',128.82,nM,6.89,245.37,CHEMBL1811752,6.890016705180107
CHEMBL3775085,Brc1ccc(N2CCN(CCN3CCC(Cc4ccccc4)CC3)CC2)cc1,IC50,'=',4920.0,nM,5.31,442.45,CHEMBL3774305,5.308034897232639
CHEMBL3775177,c1ccc(CC2CCN(CCCN3CCN(c4ccccc4)CC3)CC2)cc1,IC50,'=',1360.0,nM,5.87,377.58,CHEMBL3774305,5.866461091629782
CHEMBL3774957,Clc1cccc(N2CCN(CCCN3CCC(Cc4ccccc4)CC3)CC2)c1,IC50,'=',1180.0,nM,5.93,412.02,CHEMBL3774305,5.928117992693875
CHEMBL3775140,Clc1cccc(N2CCN(CCCN3CCC(Cc4ccccc4)CC3)CC2)c1Cl,IC50,'=',2510.0,nM,5.6,446.47,CHEMBL3774305,5.600326278518962
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,IC50,'=',192.0,nM,6.72,371.87,CHEMBL1909046,6.716698771296451
CHEMBL436132,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc(Br)c4)s2)N3C)cc1,IC50,'=',3860.0,nM,5.41,453.45,CHEMBL1146223,5.413412695328245
CHEMBL4101959,Clc1cccc(-c2nnnn2CCCN2CCC(Cc3ccccc3)CC2)c1,IC50,'=',1350.0,nM,5.87,395.94,CHEMBL4043179,5.8696662315049934
CHEMBL4083724,c1ccc(CCCN2CCN(CCCCn3nnnc3C(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',158.7,nM,6.8,494.69,CHEMBL4043179,6.799423073245152
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,IC50,'=',39.0,nM,7.41,318.87,CHEMBL1909046,7.4089353929735005
CHEMBL2333609,CN1CCC(COCc2cc(C(F)(F)F)cc(C3(F)CC3)n2)(c2ccccc2)CC1,IC50,'=',56.0,nM,7.25,422.47,CHEMBL2331544,7.251811972993799
CHEMBL2333604,CN1CCC(COCc2cc(C(F)(F)F)cc(C3CC3)n2)(c2ccccc2)CC1,IC50,'=',6.8,nM,8.17,404.48,CHEMBL2331544,8.167491087293763
CHEMBL2333633,CC(C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,IC50,'=',12.0,nM,7.92,424.48,CHEMBL2331544,7.920818753952375
CHEMBL2333643,CN1CCC(COCc2cc(C(F)(F)F)cc(Cl)n2)(c2ccc(F)cc2)CC1,IC50,'=',4.3,nM,8.37,416.85,CHEMBL2331544,8.366531544420413
CHEMBL3673138,COc1ccc2c(c1)CN1CCC2(c2ccc(Cl)cc2)CC1,IC50,'=',7.8,nM,8.11,313.83,CHEMBL3639048,8.10790539730952
CHEMBL3673163,Oc1ccc(-c2ccc3c(c2)CN2CCC3(c3ccc(Cl)c(Cl)c3)CC2)nn1,IC50,'=',5.0,nM,8.3,412.32,CHEMBL3639048,8.301029995663981
CHEMBL3673173,Fc1ccc(C23CCN(CC2)Cc2cc(Oc4ccc(C(F)(F)F)nn4)ccc23)cc1,IC50,'=',8.9,nM,8.05,429.42,CHEMBL3639048,8.050609993355087
CHEMBL3673177,Fc1ccc(C23CCN(Cc4cc(-c5ccc(C(F)(F)F)nn5)ccc42)C3)cc1Cl,IC50,'=',2.4,nM,8.62,433.84,CHEMBL3639048,8.619788758288394
CHEMBL253376,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,IC50,'=',2091.0,nM,5.68,376.14,CHEMBL1909046,5.679645967182328
CHEMBL566208,CCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,IC50,'=',1090.0,nM,5.96,288.22,CHEMBL1157604,5.962573502059376
CHEMBL566050,CCCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,IC50,'=',2300.0,nM,5.64,302.24,CHEMBL1157604,5.638272163982407
CHEMBL566207,Cc1ccc(C(=O)C(C)NC(C)(C)C)cc1,IC50,'<',100.0,nM,,219.33,CHEMBL1157604,7.0
CHEMBL578610,CC(NC(C)(C)C)C(=O)c1ccc(F)c(F)c1,IC50,'<',100.0,nM,,241.28,CHEMBL1157604,7.0
CHEMBL592854,Cc1cccc(C(=O)C(C)NC2CCCC2)c1,IC50,'<',100.0,nM,,231.34,CHEMBL1157604,7.0
CHEMBL580143,COc1cccc(C(=O)C(C)N2CCCCC2)c1,IC50,'<',100.0,nM,,247.34,CHEMBL1157604,7.0
CHEMBL1080215,Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2)CC1,IC50,'=',92.0,nM,7.04,436.99,CHEMBL1154983,7.036212172654444
CHEMBL1087896,Cc1cccc(N2CCN(CCCNC(=O)c3cc(-c4ccccc4)n(CC4CCCCC4)c3C)CC2)c1C,IC50,'=',352.0,nM,6.45,526.77,CHEMBL1154983,6.453457336521869
CHEMBL1813484,CN1C[C@H]2CCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,IC50,'=',3.631,nM,8.44,270.20,CHEMBL1811752,8.439973751087107
CHEMBL362298,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4C(F)(F)F)CC3)CC2)c2ccc3c(c21)OCO3,IC50,'=',180.0,nM,6.75,487.52,CHEMBL1137182,6.7447274948966935
CHEMBL362143,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4C(F)(F)F)CC3)CC2)c2ccc3c(c21)OCCO3,IC50,'=',510.0,nM,6.29,501.55,CHEMBL1137182,6.292429823902063
CHEMBL433956,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Cl)CC3)CC2)c2ccc3c(c21)OCO3,IC50,'=',140.0,nM,6.85,453.97,CHEMBL1137182,6.853871964321762
CHEMBL182431,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4F)CC3)CC2)c2ccc3c(c21)OCCO3,IC50,'=',480.0,nM,6.32,451.54,CHEMBL1137182,6.318758762624412
CHEMBL4441014,c1ccc(C(c2ccccc2)c2nnnn2CCN2CCN(c3ncccn3)CC2)cc1,IC50,'<',10000.0,nM,,426.53,CHEMBL4431391,5.0
CHEMBL357321,COc1cccc2c1O[C@@H](CN1C3C=C(c4ccc5ccccc5c4)CC1CC3)CO2,IC50,'=',767.0,nM,6.12,413.52,CHEMBL1147408,6.115204636051019
CHEMBL67024,Fc1ccc(CCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',470.0,nM,6.33,432.58,CHEMBL1133662,6.327902142064283
CHEMBL348708,COc1cccc2c1O[C@@H](CN1C3C=C(c4cccc5cccnc45)CC1CC3)CO2,IC50,'=',109.0,nM,6.96,414.50,CHEMBL1147408,6.962573502059376
CHEMBL467323,CNC[C@@H](O)[C@H](c1cccc(F)c1)N(C)c1ccccc1,IC50,'=',112.0,nM,6.95,288.37,CHEMBL1157549,6.950781977329818
CHEMBL2012081,COC(=O)C1=C(c2ccc(-c3nccs3)cc2)CC2CCC1O2,IC50,'<',3000.0,nM,,327.40,CHEMBL2010703,5.522878745280337
CHEMBL2012082,COC(=O)C1=C(c2cccc(-c3ccco3)c2)CC2CCC1O2,IC50,'=',710.0,nM,6.15,310.35,CHEMBL2010703,6.1487416512809245
CHEMBL2012101,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3cccs3)cc1)O2,IC50,'=',35.0,nM,7.46,328.43,CHEMBL2010703,7.455931955649724
CHEMBL2012117,COC(=O)[C@H]1C2CCC(C[C@H]1c1ccc(-c3ccccc3)o1)O2,IC50,'=',640.0,nM,6.19,312.37,CHEMBL2010703,6.1938200260161125
CHEMBL568372,O=C(c1ccc2ccccc2c1)N(C1CCC1)[C@@H]1CCNC1,IC50,'=',9.0,nM,8.05,294.40,CHEMBL1156048,8.045757490560675
CHEMBL572951,CNC[C@@H](O)[C@H](c1cccc(F)c1)n1ccc2cccc(Br)c21,IC50,'=',113.0,nM,6.95,377.26,CHEMBL1155200,6.94692155651658
CHEMBL583411,CNC[C@@H](O)[C@H](c1cccc(F)c1)n1ccc2cccc(C)c21,IC50,'=',527.0,nM,6.28,312.39,CHEMBL1155200,6.278189384787454
CHEMBL576758,CCc1cn([C@@H](c2cccc(F)c2)[C@H](O)CNC)c2ccccc12,IC50,'=',834.0,nM,6.08,326.42,CHEMBL1155200,6.078833949362261
CHEMBL89469,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1N2C,IC50,'=',7990.0,nM,5.1,275.32,CHEMBL1133606,5.097453220686009
CHEMBL338587,c1ccc2c(CCCCNCCOc3cccc4[nH]ccc34)c[nH]c2c1,IC50,'=',862.0,nM,6.06,347.46,CHEMBL1148370,6.064492734175287
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,IC50,'=',48.0,nM,7.32,255.36,CHEMBL1138600,7.318758762624412
CHEMBL469151,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1cccc(C)c1,IC50,'=',32.0,nM,7.5,284.40,CHEMBL1138600,7.494850021680094
CHEMBL467513,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccc(OC)cc1,IC50,'=',3.0,nM,8.52,300.40,CHEMBL1138600,8.522878745280337
CHEMBL449145,CC(C)(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1,IC50,'=',41.0,nM,7.39,329.27,CHEMBL1155868,7.3872161432802645
CHEMBL2380971,CN(C)C[C@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,IC50,'=',18.0,nM,7.75,267.38,CHEMBL2380269,7.7447274948966935
CHEMBL264262,NCCc1c[nH]c2ccc(OCCOCCOCCS)cc12,IC50,'=',115000.0,nM,,324.45,CHEMBL1141947,3.939302159646388
CHEMBL3216282,Cc1cccc(N2CCN(CC(O)CNC(=O)c3nc(C)n(-c4cccc(Cl)c4)c3C)CC2)c1C.Cl.Cl.Cl,IC50,'=',2.9,nM,8.54,605.44,CHEMBL1821711,8.537602002101044
CHEMBL3216504,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccc2c(c1)OCCO2.Cl.Cl.Cl,IC50,'=',20.0,nM,7.7,677.50,CHEMBL1821711,7.698970004336019
CHEMBL3216960,Cc1c(Cl)cccc1N1CCN(C[C@@H](O)CNC(=O)c2nc(-c3ccccc3)n(-c3ccc(F)cc3)c2C)CC1.Cl.Cl.Cl,IC50,'=',232.0,nM,6.63,671.47,CHEMBL1821711,6.634512015109101
CHEMBL3216085,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccccc1.Cl.Cl,IC50,'=',5.0,nM,8.3,546.59,CHEMBL1821711,8.301029995663981
CHEMBL3215863,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)cn1-c1ccc(Cl)cc1.Cl.Cl.Cl.Cl,IC50,'=',66.0,nM,7.18,660.35,CHEMBL1821711,7.180456064458132
CHEMBL3215849,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cn1-c1ccc(Cl)cc1.Cl.Cl.Cl.Cl.Cl,IC50,'=',715.0,nM,6.15,717.22,CHEMBL1821711,6.145693958198919
CHEMBL418971,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,IC50,'=',20325.0,nM,4.69,228.29,CHEMBL1909046,4.6919694457338945
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,IC50,'=',0.902,nM,9.04,324.40,CHEMBL1909046,9.044793462458058
CHEMBL402441,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,IC50,'=',25.0,nM,7.6,324.38,CHEMBL1143081,7.6020599913279625
CHEMBL404730,C#CCN(CC1CC1)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,IC50,'=',210.0,nM,6.68,340.42,CHEMBL1143081,6.6777807052660805
CHEMBL257336,C#CCN(C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN)C1CC1,IC50,'=',160.0,nM,6.8,326.40,CHEMBL1143081,6.795880017344075
CHEMBL405613,C=C(F)CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,IC50,'=',112.0,nM,6.95,334.39,CHEMBL1143081,6.950781977329818
CHEMBL408384,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,IC50,'=',49.0,nM,7.31,310.35,CHEMBL1143081,7.309803919971486
CHEMBL388545,COC(=O)[C@@H]1C2CCC(C2)C[C@@H]1c1ccc(Cl)c(Cl)c1,IC50,'=',650.0,nM,6.19,313.22,CHEMBL1133606,6.187086643357144
CHEMBL2113005,Fc1ccc2[nH]cc(CC3CN4CCC3CC4)c2c1,IC50,'=',18.0,nM,7.75,258.34,CHEMBL1142039,7.7447274948966935
CHEMBL379446,CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,IC50,'=',1110.0,nM,5.96,276.34,CHEMBL1138144,5.954677021213342
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,IC50,'=',12492.0,nM,4.9,268.36,CHEMBL1909046,4.903368024441839
CHEMBL184867,COC(=O)C1=C(c2ccccc2)CC2CCC1O2,IC50,'<',10000.0,nM,,244.29,CHEMBL1138717,5.0
CHEMBL373710,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',7300.0,nM,5.14,279.86,CHEMBL1139231,5.136677139879544
CHEMBL374769,CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',1800.0,nM,5.75,279.86,CHEMBL1139231,5.7447274948966935
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,IC50,'=',0.088,nM,10.06,314.86,CHEMBL1909046,10.05551732784983
CHEMBL387758,Cc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)N3C)cc1,IC50,'=',45000.0,nM,4.35,291.44,CHEMBL1140295,4.346787486224656
CHEMBL224771,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccccc2)N3C)cc1,IC50,'=',1100.0,nM,5.96,291.44,CHEMBL1140295,5.958607314841775
CHEMBL2380983,CN(C)C[C@@H]1C[C@H]1c1ccc2[nH]cc(C#N)c2c1,IC50,'=',6.0,nM,8.22,239.32,CHEMBL2380269,8.221848749616356
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,'=',16.0,nM,7.8,259.35,CHEMBL1909046,7.795880017344075
CHEMBL270570,CCCCO[C@]1(c2cccc(O)c2)CCCC[C@@H]1CN(C)C,IC50,'=',2744.0,nM,5.56,305.46,CHEMBL1141623,5.5616158929652855
CHEMBL258140,CCCCO[C@]1(c2cccc(OC)c2)CCCC[C@@H]1CN(C)C,IC50,'=',110.0,nM,6.96,319.49,CHEMBL1141623,6.958607314841775
CHEMBL258336,CO[C@]1(c2ccccc2)CCCC[C@@H]1CN(C)C,IC50,'=',2534.0,nM,5.6,247.38,CHEMBL1141623,5.596193389452577
CHEMBL1670,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,IC50,'=',3015.0,nM,5.52,320.05,CHEMBL1909046,5.52071268352383
CHEMBL2012105,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(-c3cccn3C)cc1)O2,IC50,'=',566.0,nM,6.25,325.41,CHEMBL2010703,6.247183568811728
CHEMBL2012111,COC(=O)[C@@H]1C2CCC(C[C@H]1c1cc3ccccc3s1)O2,IC50,'=',10.0,nM,8.0,302.39,CHEMBL2010703,8.0
CHEMBL2012119,COC(=O)[C@@H]1C2CCC(C[C@H]1c1cccs1)O2,IC50,'<',1000.0,nM,,252.34,CHEMBL2010703,6.0
CHEMBL2333605,FC(F)(F)c1cc(COCC2(c3ccccc3)CCNCC2)nc(C2CC2)c1,IC50,'=',13.0,nM,7.89,390.45,CHEMBL2331544,7.886056647693163
CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,IC50,'=',1492.0,nM,5.83,437.53,CHEMBL1909046,5.82623117686335
CHEMBL363124,c1ccc2c(N3CCN(CCc4ccc5[nH]nnc5c4)CC3)cccc2c1,IC50,'<',10000.0,nM,,357.46,CHEMBL3046886,5.0
CHEMBL256136,CN(C)Cc1cnccc1Oc1ccc(Cl)cc1Br,IC50,'=',4.0,nM,8.4,341.64,CHEMBL1145616,8.397940008672037
CHEMBL258451,C#CCN(CC(=C)F)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,IC50,'=',54.0,nM,7.27,344.39,CHEMBL1143081,7.267606240177032
CHEMBL406789,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,IC50,'=',150.0,nM,6.82,302.37,CHEMBL1143081,6.823908740944319
CHEMBL257550,NCC1C(c2ccccc2)C1(C(=O)N1CCc2ccccc21)c1ccccc1,IC50,'=',560.0,nM,6.25,368.48,CHEMBL1143081,6.251811972993799
CHEMBL257549,C=CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1c1ccccc1,IC50,'=',3400.0,nM,5.47,334.46,CHEMBL1143081,5.468521082957745
CHEMBL260336,CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1(C)C,IC50,'<',10000.0,nM,,274.41,CHEMBL1143081,5.0
CHEMBL257348,NC[C@@H]1C[C@@]1(C(=O)C1NCc2ccccc21)c1ccsc1,IC50,'=',76.0,nM,7.12,298.41,CHEMBL1143093,7.119186407719209
CHEMBL596175,COc1ccc(C2=NN(CCCCCNCC[C@@H](Oc3cccc4ccccc34)c3cccs3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,IC50,'=',442.0,nM,6.36,637.85,CHEMBL1152596,6.354577730650908
CHEMBL256137,CNCc1cnc(C)cc1Oc1ccc(Cl)cc1C,IC50,'=',6.0,nM,8.22,276.77,CHEMBL1145616,8.221848749616356
CHEMBL568096,CNC[C@H](O)[C@H](c1ccccc1)n1ccc2cc(F)ccc21,IC50,'=',95.0,nM,7.02,298.36,CHEMBL1155305,7.022276394711152
CHEMBL3128178,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2scnc21,IC50,'=',420.0,nM,6.38,434.57,CHEMBL3763146,6.376750709602099
CHEMBL1086755,CCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,IC50,'=',182.0,nM,6.74,499.49,CHEMBL1154983,6.739928612014925
CHEMBL520661,NC(=O)c1ccc(F)c2c1CC(N(CCCc1c[nH]c3cc(F)ccc13)C1CCC1)CO2,IC50,'=',899.0,nM,6.05,439.51,CHEMBL1142498,6.046240308266771
CHEMBL485579,CCCN(CC1CCc2[nH]c3ccc(F)cc3c2C1)[C@H]1COc2c(F)ccc(C(N)=O)c2C1,IC50,'<',1000.0,nM,,453.53,CHEMBL1142498,6.0
CHEMBL479783,CSc1ccc(Sc2ccc(N(C)S(C)(=O)=O)cc2CN(C)C)cc1,IC50,'=',5.0,nM,8.3,396.60,CHEMBL1155050,8.301029995663981
CHEMBL2333625,CN1CCC(COCc2cc(C(F)(F)F)cc(N3CCC4CC43)n2)(c2ccc(F)cc2)CC1,IC50,'=',6.4,nM,8.19,463.52,CHEMBL2331544,8.193820026016112
CHEMBL2333623,FC(F)(F)c1cc(COCC2(c3ccccc3)CCNCC2)nc(N2CCCC2)c1,IC50,'=',58.0,nM,7.24,419.49,CHEMBL2331544,7.236572006437063
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,IC50,'=',48.0,nM,7.32,255.36,CHEMBL1144192,7.318758762624412
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,IC50,'=',242.0,nM,6.62,313.40,CHEMBL1144192,6.616184634019569
CHEMBL515614,CNCC[C@H](c1cccc(F)c1)N1C(=O)C2(CCCCC2)c2ccccc21,IC50,'<',3000.0,nM,,366.48,CHEMBL1144192,5.522878745280337
CHEMBL391143,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,IC50,'=',13.0,nM,7.89,342.40,CHEMBL1139125,7.886056647693163
CHEMBL520994,CCCN(CCCCn1ccc2ccc(F)cc21)C1COc2c(F)ccc(C(N)=O)c2C1,IC50,'=',776.0,nM,6.11,441.52,CHEMBL1142498,6.110138278741812
CHEMBL456657,NC(=O)c1ccc(F)c2c1C[C@@H](N(CC1CC1)CC1CCc3[nH]c4ccc(F)cc4c3C1)CO2,IC50,'<',1000.0,nM,,465.54,CHEMBL1142498,6.0
CHEMBL2407329,COCC(c1cccc(Cl)c1)C1CCNCC1.Cl,IC50,'=',180.0,nM,6.75,290.23,CHEMBL2406994,6.7447274948966935
CHEMBL469946,C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,IC50,'=',97.0,nM,7.01,282.38,CHEMBL1152288,7.013228265733755
CHEMBL3612825,O=C(NCCCN1CCC(Cc2ccccc2)CC1)c1cc(Cl)cc(Cl)c1,IC50,'=',422.0,nM,6.38,405.37,CHEMBL3611988,6.374687549038326
CHEMBL469150,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccccc1C,IC50,'=',2607.0,nM,5.58,284.40,CHEMBL1138600,5.583858968831671
CHEMBL3612827,O=C(NCCCN1CCC(Cc2ccccc2)CC1)c1cc2ccccc2o1,IC50,'=',500.0,nM,6.3,376.50,CHEMBL3611988,6.301029995663981
