molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,molecular_weight,document_chembl_id,pIC50
CHEMBL451500,COc1ccc(F)c(CCCC2CCC(CCNCCCCCN3N=C(c4ccc(OC)c(OC)c4)[C@H]4CC=CC[C@H]4C3=O)O2)c1,IC50,'=',194.0,nM,6.71,635.82,CHEMBL1152805,6.7121982700697735
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,IC50,'=',7.3,nM,8.14,309.33,CHEMBL1152805,8.136677139879543
CHEMBL403441,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,IC50,'=',13.0,nM,7.89,310.44,CHEMBL1141595,7.886056647693163
CHEMBL403071,CNCc1ccccc1Oc1ccc(Cl)cc1C,IC50,'=',18.0,nM,7.75,261.75,CHEMBL1141595,7.7447274948966935
CHEMBL256819,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1F,IC50,'=',6.0,nM,8.22,279.74,CHEMBL1141595,8.221848749616356
CHEMBL402999,CCN(CCOC)C(=O)C1(c2ccccc2)CC1CN,IC50,'=',1300.0,nM,5.89,276.38,CHEMBL1143218,5.886056647693163
CHEMBL438889,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1Cl,IC50,'=',12.0,nM,7.92,401.32,CHEMBL1141595,7.920818753952375
CHEMBL256817,CN(C)Cc1ccccc1Oc1ccc(F)cc1Cl,IC50,'=',32.0,nM,7.5,279.74,CHEMBL1141595,7.494850021680094
CHEMBL408016,CCN(CC1CC1)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,IC50,'=',540.0,nM,6.27,330.43,CHEMBL1143081,6.267606240177032
CHEMBL118075,,IC50,'=',264.0,nM,6.58,747.78,CHEMBL1130345,6.578396073130169
CHEMBL224819,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,IC50,'=',84.0,nM,7.08,338.24,CHEMBL1149262,7.075720713938118
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,IC50,'=',692.0,nM,6.16,277.34,CHEMBL1149262,6.1598939055432425
CHEMBL599608,CNC[C@@H](O)[C@H](c1ccccc1)N1CCc2ccccc21.Cl,IC50,'=',29.0,nM,7.54,318.85,CHEMBL1157549,7.5376020021010435
CHEMBL610514,CNC[C@@H](O)[C@H](c1cccc(F)c1)N1CCc2ccccc21.Cl,IC50,'=',21.0,nM,7.68,336.84,CHEMBL1157549,7.6777807052660805
CHEMBL1080745,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1CC(C)C,IC50,'=',110.0,nM,6.96,493.10,CHEMBL1154983,6.958607314841775
CHEMBL1081302,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1Cc1ccccc1,IC50,'=',235.0,nM,6.63,527.11,CHEMBL1154983,6.628932137728263
CHEMBL1081644,Cc1cccc(N2CCN(CCCNC(=O)c3cc(-c4ccccc4)n(C)c3C)CC2)c1C,IC50,'=',11.8,nM,7.93,444.62,CHEMBL1154983,7.928117992693875
CHEMBL1088163,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C,IC50,'=',76.0,nM,7.12,472.68,CHEMBL1154983,7.119186407719209
CHEMBL1080522,Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCN1CCN(c2cccc(Cl)c2Cl)CC1,IC50,'=',87.0,nM,7.06,457.41,CHEMBL1154983,7.060480747381382
CHEMBL1080554,Cc1cccc(N2CCN(CCCCNC(=O)c3cc(-c4ccccc4)n(C)c3C)CC2)c1C,IC50,'=',149.0,nM,6.83,458.65,CHEMBL1154983,6.826813731587726
CHEMBL568140,CC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,IC50,'<',10000.0,nM,,274.19,CHEMBL1156106,5.0
CHEMBL605292,CC1=CC(C)(C)c2ccc(NS(=O)(=O)c3c(Cl)nc4sccn34)cc21,IC50,'<',10000.0,nM,,393.92,CHEMBL1152611,5.0
CHEMBL492438,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,IC50,'<',3000.0,nM,,433.36,CHEMBL1140127,5.522878745280337
CHEMBL14391,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2C,IC50,'=',2.53,nM,8.6,385.25,CHEMBL1126629,8.596879478824182
CHEMBL377900,Clc1ccc(Cl)c(CC(c2ccccc2)N2CCNCC2)c1,IC50,'=',8.2,nM,8.09,335.28,CHEMBL1145304,8.086186147616283
CHEMBL214159,CCOc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,IC50,'=',17.0,nM,7.77,328.43,CHEMBL1145304,7.769551078621726
CHEMBL475937,CNCC[C@H](c1cccc(Cl)c1)N1C(=O)C(C)(C)c2cccc(F)c21,IC50,'=',290.0,nM,6.54,360.86,CHEMBL1144192,6.5376020021010435
CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,IC50,'=',17.0,nM,7.77,263.38,CHEMBL2384999,7.769551078621726
CHEMBL513966,CCCN(CCCc1c[nH]c2ccc(F)cc12)[C@@H]1COc2c(F)ccc(OC)c2C1,IC50,'=',452.0,nM,6.34,414.50,CHEMBL1142498,6.3448615651886175
CHEMBL427411,CCCN(CCCc1c[nH]c2ccc(F)cc12)[C@H]1COc2c(F)ccc(C(N)=O)c2C1,IC50,'=',181.0,nM,6.74,427.50,CHEMBL1142498,6.7423214251308154
CHEMBL484747,Cl.NC(=O)c1cccc2c1CC(N(CCCc1c[nH]c3ccc(F)cc13)C1CCC1)CO2,IC50,'=',109.0,nM,6.96,457.98,CHEMBL1142498,6.962573502059376
CHEMBL483573,NC(=O)c1ccc(F)c2c1CC(N(CCCc1c[nH]c3ccc(Cl)cc13)C1CCC1)CO2,IC50,'=',612.0,nM,6.21,455.96,CHEMBL1142498,6.213248577854439
CHEMBL485624,NC(=O)c1ccc(F)c2c1CC(N(CCCc1c[nH]c3c(Cl)cccc13)C1CCC1)CO2,IC50,'<',1000.0,nM,,455.96,CHEMBL1142498,6.0
CHEMBL485625,NC(=O)c1ccc(F)c2c1CC(N(CCCc1c[nH]c3c(F)cc(F)cc13)C1CCC1)CO2,IC50,'=',225.0,nM,6.65,457.50,CHEMBL1142498,6.647817481888637
CHEMBL519533,NC(=O)c1ccc(F)c2c1CC(N(CCCCn1ccc3c(F)cccc31)C1CCC1)CO2,IC50,'=',103.0,nM,6.99,453.53,CHEMBL1142498,6.987162775294828
CHEMBL485407,NC(=O)c1ccc(F)c2c1C[C@@H](NCC1CCc3[nH]c4ccc(F)cc4c3C1)CO2,IC50,'=',291.0,nM,6.54,411.45,CHEMBL1142498,6.536107011014093
CHEMBL2407324,CN(C)OC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,IC50,'=',690.0,nM,6.16,367.70,CHEMBL2406994,6.161150909262744
CHEMBL1159861,O=C(O)/C=C/C(=O)O.c1ccc(-n2cc(CCC3CCNCC3)c3ccccc32)cc1,IC50,'<',1000.0,nM,,420.51,CHEMBL1121570,6.0
CHEMBL2407335,Cl.OCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1,IC50,'=',79.0,nM,7.1,310.65,CHEMBL2406994,7.102372908709558
CHEMBL2407331,COCC(c1ccc(F)c(Cl)c1)C1CCNCC1.Cl,IC50,'=',32.0,nM,7.5,308.22,CHEMBL2406994,7.494850021680094
CHEMBL2407336,COCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,IC50,'=',11.0,nM,7.96,324.68,CHEMBL2406994,7.958607314841775
CHEMBL596775,CC(NC1CCCC1)C(=O)c1cccc([N+](=O)[O-])c1,IC50,'<',100.0,nM,,262.31,CHEMBL1157604,7.0
CHEMBL578611,CC(NC(C)(C)C)C(=O)c1cc(Cl)cc(Cl)c1,IC50,'<',100.0,nM,,274.19,CHEMBL1157604,7.0
CHEMBL334255,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],IC50,'=',1680.0,nM,5.78,384.45,CHEMBL1909046,5.774690718274137
CHEMBL419728,Cc1ccc([C@H]2C[C@H]3CCC4C2[C@@](O)(c2ccc(Cl)cc2)CN43)cc1,IC50,'=',13.0,nM,7.89,353.89,CHEMBL1133495,7.886056647693163
CHEMBL1082458,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,IC50,'=',3380.0,nM,5.47,365.43,CHEMBL1828571,5.471083299722345
CHEMBL2380977,CCN(CC)C[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,IC50,'=',710.0,nM,6.15,295.43,CHEMBL2380269,6.1487416512809245
CHEMBL2380982,CN(C)C[C@@H]1C[C@H]1c1ccc2[nH]ccc2c1,IC50,'<',1000.0,nM,,214.31,CHEMBL2380269,6.0
CHEMBL427411,CCCN(CCCc1c[nH]c2ccc(F)cc12)[C@H]1COc2c(F)ccc(C(N)=O)c2C1,IC50,'=',181.0,nM,6.74,427.50,CHEMBL1138933,6.7423214251308154
CHEMBL87567,COC(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C,IC50,'=',5.95,nM,8.22,309.41,CHEMBL1134553,8.22548303427145
CHEMBL149776,COc1cccc2c1O[C@@H](CN1C3C=C(c4ccc(Cl)c(Cl)c4)CC1CC3)CO2,IC50,'=',260.0,nM,6.58,432.35,CHEMBL1147408,6.585026652029182
CHEMBL3799503,CN(C)CCCN1c2ccccc2CCc2ccc(C#CCOSCc3cccc4ccccc34)cc21,IC50,'=',350.0,nM,6.46,506.72,CHEMBL3797162,6.455931955649724
CHEMBL3216078,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccc(F)cc1.Cl.Cl,IC50,'=',188.0,nM,6.73,550.55,CHEMBL1821711,6.72584215073632
CHEMBL3216293,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1.Cl.Cl.Cl.Cl,IC50,'=',51.8,nM,7.29,706.37,CHEMBL1821711,7.285670240254767
CHEMBL3215846,Cc1c(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)n1-c1ccc(F)cc1.Cl.Cl.Cl.Cl,IC50,'=',195.0,nM,6.71,728.35,CHEMBL1821711,6.709965388637482
CHEMBL3216502,Cc1c(Cl)cccc1N1CCN(CC(O)CNC(=O)c2nc(-c3ccccc3)n(-c3ccc(F)cc3)c2C)CC1.Cl.Cl.Cl,IC50,'=',478.4,nM,6.32,671.47,CHEMBL1821711,6.320208829019646
CHEMBL465515,Fc1ccc2cc(CCN3CCNCC3)ccc2c1,IC50,'=',11.0,nM,7.96,258.34,CHEMBL1153958,7.958607314841775
CHEMBL373773,Clc1ccc(C(Cc2ccccc2)C2CCCCN2)cc1,IC50,'=',1100.0,nM,5.96,299.85,CHEMBL1139231,5.958607314841775
CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,IC50,'=',1400.0,nM,5.85,300.27,CHEMBL1139231,5.853871964321762
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,IC50,'=',290.0,nM,6.54,300.27,CHEMBL1139231,6.5376020021010435
CHEMBL497664,CN(C)C[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,IC50,'=',230.0,nM,6.64,335.37,CHEMBL1156582,6.638272163982407
CHEMBL2047561,OC(CCN1CC=C(Cc2ccccc2)CC1)c1cc2ccccc2s1,IC50,'=',255.0,nM,6.59,363.53,CHEMBL2046296,6.5934598195660445
CHEMBL447750,CC(C)(C)c1ccc(C2CCC(CN)O2)cc1,IC50,'=',636.0,nM,6.2,233.35,CHEMBL1152751,6.196542884351586
CHEMBL456639,NCC1CCC(CCc2ccccc2)O1,IC50,'=',129.0,nM,6.89,205.30,CHEMBL1152751,6.889410289700751
CHEMBL338313,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccccc1)c1ccc(Cl)cc1)N2C,IC50,'=',5960.0,nM,5.22,399.92,CHEMBL1129654,5.2247537402597635
CHEMBL169471,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)N2,IC50,'=',1.24,nM,8.91,314.21,CHEMBL1132078,8.906578314837764
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,IC50,'=',160.0,nM,6.8,277.34,CHEMBL1126629,6.795880017344075
CHEMBL1684047,CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,IC50,'=',15.0,nM,7.82,300.27,CHEMBL1681689,7.823908740944319
CHEMBL1684053,CC(N)C1(c2cccs2)CCCCC1,IC50,'<',10000.0,nM,,209.36,CHEMBL1681689,5.0
CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,IC50,'<',10000.0,nM,,269.77,CHEMBL1143600,5.0
CHEMBL361836,COc1ccc(F)c(CC2CCN([C@H]3CC[C@]4(CC3)OC(=O)c3c5c(ccc34)OCCO5)CC2)c1,IC50,'=',430.0,nM,6.37,481.56,CHEMBL1137182,6.366531544420414
CHEMBL3331498,Clc1ccc(CN(CC2CNC2)C2CCCC2)cc1Cl,IC50,'=',28.8,nM,7.54,313.27,CHEMBL3352820,7.540607512240769
CHEMBL3317697,CC1CCNCC(=O)N1c1ccc(Cl)c(Cl)c1.Cl,IC50,'=',1900.0,nM,5.72,309.62,CHEMBL3352612,5.721246399047171
CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,'=',3840.0,nM,5.42,450.57,CHEMBL3352820,5.4156687756324695
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,IC50,'=',3.5,nM,8.46,280.42,CHEMBL3085767,8.455931955649724
CHEMBL1672015,NC(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,IC50,'=',1600.0,nM,5.8,299.33,CHEMBL1671778,5.795880017344075
CHEMBL3818471,Cc1nnc(-c2cccn(C[C@@H]3CNCCO[C@H]3c3ccc(Cl)c(F)c3)c2=O)[nH]1.Cl,IC50,'=',67.0,nM,7.17,454.33,CHEMBL3817725,7.173925197299173
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,IC50,'=',10.4,nM,7.98,297.42,CHEMBL3352322,7.982966660701219
CHEMBL3310485,Fc1cccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)c1,IC50,'=',36.6,nM,7.44,323.77,CHEMBL3352322,7.436518914605589
CHEMBL3126969,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCCCC3)CC2)cc(C(F)(F)F)c1,IC50,'=',970.0,nM,6.01,499.54,CHEMBL3124804,6.013228265733755
CHEMBL3126964,CCNC1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,IC50,'=',150.0,nM,6.82,459.47,CHEMBL3124804,6.823908740944319
CHEMBL303266,CN1C2CCC1C(C(=O)NCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,IC50,'=',441.0,nM,6.36,597.63,CHEMBL1136813,6.355561410532162
CHEMBL1684044,CC(C)CC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,IC50,'=',330.0,nM,6.48,314.30,CHEMBL1681689,6.481486060122113
CHEMBL1684045,CNC(C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,IC50,'=',65.0,nM,7.19,286.25,CHEMBL1681689,7.187086643357144
CHEMBL1684046,CNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,IC50,'=',5900.0,nM,5.23,328.33,CHEMBL1681689,5.229147988357856
CHEMBL1684055,CC(N(C)C)C1(c2ccc3ccccc3c2)CCCCC1,IC50,'>',1.0,nM,,281.44,CHEMBL1681689,9.0
CHEMBL1684050,CC(N)C1(c2ccc3ccccc3c2)CCCCC1,IC50,'=',190.0,nM,6.72,253.39,CHEMBL1681689,6.721246399047171
CHEMBL1684055,CC(N(C)C)C1(c2ccc3ccccc3c2)CCCCC1,IC50,'=',63.0,nM,7.2,281.44,CHEMBL1681689,7.200659450546418
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,IC50,'=',900.0,nM,6.05,179.22,CHEMBL1671778,6.045757490560675
CHEMBL1165303,CCNC(Cc1ccc(SC)cc1)Cc1ccc(SC)cc1,IC50,'=',2200.0,nM,5.66,331.55,CHEMBL1671778,5.657577319177793
CHEMBL386242,CN(CCCc1c[nH]c2ccc(F)cc12)[C@H]1COc2c(F)ccc(C(N)=O)c2C1,IC50,'=',116.0,nM,6.94,399.44,CHEMBL1138933,6.935542010773082
CHEMBL1683870,CNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,IC50,'=',169.0,nM,6.77,272.22,CHEMBL1681689,6.772113295386326
CHEMBL1684043,CCC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,IC50,'=',660.0,nM,6.18,286.25,CHEMBL1681689,6.180456064458132
CHEMBL444592,Fc1ccc(C(NCCC2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,'=',10657.0,nM,4.97,420.55,CHEMBL1131067,4.972365034222456
CHEMBL534942,Cl.Clc1ccccc1CC(c1ccccc1)N1CCNCC1,IC50,'=',13.0,nM,7.89,337.29,CHEMBL1145304,7.886056647693163
CHEMBL406156,NCC(=O)NCC1CC1(C(=O)C1NCCc2ccccc21)c1ccccc1,IC50,'=',150.0,nM,6.82,363.46,CHEMBL1143218,6.823908740944319
CHEMBL1169524,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CNC(=O)CN,IC50,'=',2200.0,nM,5.66,303.41,CHEMBL1143218,5.657577319177793
CHEMBL260439,C=CCN(CC)C(=O)C1(c2ccccc2)CC1CN,IC50,'=',280.0,nM,6.55,258.37,CHEMBL1143218,6.552841968657781
CHEMBL257048,CCN(CC)C(=O)C1(c2ccccc2)CC1CN(C)C,IC50,'<',10000.0,nM,,274.41,CHEMBL1143218,5.0
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,IC50,'=',6.6,nM,8.18,297.42,CHEMBL1143218,8.18045606445813
CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,IC50,'=',1493.0,nM,5.83,263.38,CHEMBL1141623,5.825940192274975
CHEMBL270642,CO[C@]1(c2cccc(O)c2)CCCC[C@@H]1CN(C)C,IC50,'=',10000.0,nM,5.0,263.38,CHEMBL1141623,5.0
CHEMBL365092,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1S2,IC50,'=',1300.0,nM,5.89,310.42,CHEMBL1138717,5.886056647693163
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',490.0,nM,6.31,265.83,CHEMBL1139231,6.309803919971486
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,IC50,'=',0.88,nM,9.06,280.42,CHEMBL3875185,9.05551732784983
CHEMBL1088313,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1N1CCCCC1,IC50,'=',298.0,nM,6.53,554.57,CHEMBL1154983,6.525783735923745
CHEMBL24042,c1ccc2c(CCCC3CCNCC3)c[nH]c2c1,IC50,'=',60.0,nM,7.22,242.37,CHEMBL1121570,7.221848749616356
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,IC50,'=',2.47,nM,8.61,328.24,CHEMBL1126629,8.607303046740334
CHEMBL218849,CCCCC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',3300.0,nM,5.48,265.83,CHEMBL1139231,5.481486060122113
CHEMBL607377,COC(=O)C1C2CC[C@H](C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,IC50,'=',1980.0,nM,5.7,401.45,CHEMBL1127828,5.703334809738469
CHEMBL111128,CNC[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,IC50,'=',9.0,nM,8.05,265.40,CHEMBL4219032,8.045757490560675
CHEMBL596615,N#Cc1ccc2[nH]cc(CCC3CCCN3)c2c1,IC50,'=',17.0,nM,7.77,239.32,CHEMBL1159043,7.769551078621726
CHEMBL196468,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,IC50,'=',0.36,nM,9.44,239.32,CHEMBL1159043,9.443697499232712
CHEMBL272493,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1C,IC50,'=',17.0,nM,7.77,332.83,CHEMBL1141595,7.769551078621726
CHEMBL401877,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1OC,IC50,'=',12.0,nM,7.92,320.78,CHEMBL1141595,7.920818753952375
CHEMBL255957,CNCc1ccccc1Oc1ccc(OC)cc1Cl,IC50,'=',22.0,nM,7.66,277.75,CHEMBL1141595,7.657577319177793
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,IC50,'<',100.0,nM,,239.75,CHEMBL1157604,7.0
CHEMBL599230,CC(C(=O)c1cccc(Br)c1)N1CCCCC1,IC50,'<',100.0,nM,,296.21,CHEMBL1157604,7.0
CHEMBL461707,Cl.Cl.OC1([C@H](CN2CCNCC2)c2cccc(Cl)c2)CCCCC1,IC50,'=',2669.0,nM,5.57,395.80,CHEMBL1155011,5.573651426212492
CHEMBL446230,CCN([C@@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1,IC50,'=',30.0,nM,7.52,304.42,CHEMBL1153958,7.522878745280337
CHEMBL471035,COCC(Oc1ccc2ccccc2c1)C1CCNCC1,IC50,'=',5.0,nM,8.3,285.39,CHEMBL1153958,8.301029995663981
CHEMBL1201066,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,IC50,'=',204.0,nM,6.69,313.87,CHEMBL3611988,6.690369832574102
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,IC50,'=',560.0,nM,6.25,266.39,CHEMBL2331299,6.251811972993799
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,'=',2334.0,nM,5.63,371.52,CHEMBL1909046,5.631899148290649
CHEMBL1683875,CCN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,IC50,'=',156.0,nM,6.81,300.27,CHEMBL1681686,6.806875401645538
