molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,molecular_weight,document_chembl_id,pKi
CHEMBL332098,CNCC[C@H](Oc1cccc2cc(O)ccc12)c1cccs1,Ki,'=',163.5,nM,6.79,313.42,CHEMBL1149199,6.786482243003695
CHEMBL1170794,Cn1ccc2cc(N3CCNCC3Cc3ccccc3)ccc21,Ki,'=',125.89,nM,6.9,305.43,CHEMBL1177766,6.900008766455316
CHEMBL395368,CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,Ki,'=',46.0,nM,7.34,428.62,CHEMBL1138430,7.337242168318426
CHEMBL226984,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc([N+](=O)[O-])c4)s2)N3C)cc1,Ki,'=',14.0,nM,7.85,419.55,CHEMBL1146223,7.853871964321762
CHEMBL229381,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)cc4)s2)N3C)cc1,Ki,'=',212.0,nM,6.67,409.00,CHEMBL1146223,6.673664139071248
CHEMBL388612,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)c(Cl)c3)s1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',66.0,nM,7.18,463.86,CHEMBL1146223,7.180456064458132
CHEMBL390743,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(F)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',12.0,nM,7.92,412.96,CHEMBL1146223,7.920818753952375
CHEMBL1914696,CN1C2CCC1[C@@H](CNc1cccc(Br)n1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',5.6,nM,8.25,420.78,CHEMBL1914398,8.2518119729938
CHEMBL1914694,CN1C2CCC1[C@@H](C(=O)Nc1ccnc(Br)c1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',82.2,nM,7.08,434.77,CHEMBL1914398,7.0851281824599495
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,Ki,'=',14.7,nM,7.83,277.34,CHEMBL1914398,7.8326826652518236
CHEMBL401550,Cc1cc(Oc2ccccc2Cl)c(CN(C)C)cn1,Ki,'=',1160.0,nM,5.94,276.77,CHEMBL1144031,5.935542010773082
CHEMBL313041,COc1ccc(C2=NNC(=O)C3CC=CCC23)cc1OC,Ki,'<',100000.0,nM,,286.33,CHEMBL1152805,4.0
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Ki,'=',6670.0,nM,5.18,309.33,CHEMBL1152805,5.175874166083451
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Ki,'=',240.0,nM,6.62,297.42,CHEMBL1136501,6.619788758288394
CHEMBL119605,CNCC[C@H](Oc1cccc2c(O)c(OC)ccc12)c1cccs1,Ki,'=',2814.0,nM,5.55,343.45,CHEMBL1149199,5.550675906901273
CHEMBL257909,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(Cl)cc1,Ki,'=',770.0,nM,6.11,413.95,CHEMBL1141555,6.113509274827518
CHEMBL257221,CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(SC)c(C)c1,Ki,'=',7700.0,nM,5.11,439.63,CHEMBL1141555,5.113509274827518
CHEMBL408206,CNCc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1Oc1ccc(Cl)c(Cl)c1,Ki,'=',330.0,nM,6.48,436.38,CHEMBL1141555,6.481486060122113
CHEMBL273157,CNCc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1Oc1ccc(SC)c(C)c1,Ki,'=',4000.0,nM,5.4,427.61,CHEMBL1141555,5.3979400086720375
CHEMBL1224093,CC(C)CC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,Ki,'=',6.31,nM,8.2,271.36,CHEMBL1221322,8.199970640755867
CHEMBL1224095,O=C(c1ccc2[nH]ccc2c1)C1(Cc2ccccc2)CNC1,Ki,'=',794.33,nM,6.1,290.37,CHEMBL1221322,6.0999990348465305
CHEMBL1224160,O=C(c1ccc2[nH]ccc2c1)C1(Cc2ccccc2)CCCN1,Ki,'=',39.81,nM,7.4,304.39,CHEMBL1221322,7.400007822415902
CHEMBL1224162,O=C(c1ccc2[nH]ccc2c1)C1(Cc2ccccc2)CCNCC1,Ki,'=',10.0,nM,8.0,318.42,CHEMBL1221322,8.0
CHEMBL1224492,CCCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,Ki,'=',3.981,nM,8.4,288.37,CHEMBL1221322,8.400007822415901
CHEMBL1083708,FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,Ki,'=',3160.0,nM,5.5,332.39,CHEMBL1155538,5.5003129173815966
CHEMBL1172850,COC[C@@]12CCNC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',125.89,nM,6.9,286.20,CHEMBL1177725,6.900008766455316
CHEMBL592374,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,Ki,'=',79.43,nM,7.1,228.12,CHEMBL1177725,7.100015437450609
CHEMBL573769,c1ccc(COc2ccccc2C2CCNCC2)cc1,Ki,'=',1000.0,nM,6.0,267.37,CHEMBL1154653,6.0
CHEMBL574347,Cc1ccc(C2CCNCC2)c(Oc2ccc(F)cc2)c1,Ki,'=',1680.0,nM,5.78,285.36,CHEMBL1154653,5.774690718274137
CHEMBL573531,Fc1ccc(COc2ccccc2C2CCNCC2)cc1,Ki,'=',9120.0,nM,5.04,285.36,CHEMBL1154653,5.0400051616715835
CHEMBL575899,Fc1ccccc1COc1ccccc1N1CCNCC1,Ki,'<',10000.0,nM,,286.35,CHEMBL1154653,5.0
CHEMBL584173,Fc1ccc(Oc2ccccc2C2CCNCC2)cc1,Ki,'=',13.0,nM,7.89,271.33,CHEMBL1154653,7.886056647693163
CHEMBL610766,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C,Ki,'=',3.9,nM,8.41,385.25,CHEMBL1152507,8.4089353929735
CHEMBL606809,CN1C2CCC1[C@@H](C(=O)OCCCCCn1ccnn1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',5.5,nM,8.26,416.95,CHEMBL1152507,8.259637310505756
CHEMBL595767,CN1C2CCC1[C@@H](C(=O)NCc1ccc(CNC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(-c5ccsc5)cc3)N4C)cc1)[C@@H](c1ccc(-c3ccsc3)cc1)C2,Ki,'=',93.0,nM,7.03,755.07,CHEMBL1152507,7.031517051446065
CHEMBL595540,CN1C2CCC1[C@@H](C(=O)NCCC1CCN(C(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)CC1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',180.0,nM,6.75,651.72,CHEMBL1152507,6.7447274948966935
CHEMBL463585,CCCCC1(c2ccc3[nH]ccc3c2)CCNC1,Ki,'=',60.0,nM,7.22,242.37,CHEMBL1152295,7.221848749616356
CHEMBL457930,N#Cc1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,Ki,'=',83.0,nM,7.08,301.39,CHEMBL1152295,7.080921907623926
CHEMBL487355,c1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,Ki,'=',11.0,nM,7.96,276.38,CHEMBL1152295,7.958607314841775
CHEMBL513258,Fc1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,Ki,'=',79.0,nM,7.1,294.37,CHEMBL1152295,7.102372908709558
CHEMBL467094,COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4,Ki,'<',10000.0,nM,,339.39,CHEMBL1153197,5.0
CHEMBL1083426,Fc1ccccc1C(Cc1ccccc1OC(F)(F)F)N1CCNCC1,Ki,'<',3160.0,nM,,368.37,CHEMBL1155538,5.5003129173815966
CHEMBL466006,Cc1cccc(NC(=O)c2ccc(-c3ccccc3)c(C#N)c2)n1,Ki,'<',6000.0,nM,,313.36,CHEMBL1136938,5.221848749616356
CHEMBL1224563,O=C(c1cc(F)c2[nH]ccc2c1)C1(Cc2ccccc2)CCNC1,Ki,'=',199.53,nM,6.7,322.38,CHEMBL1221322,6.699991797446187
CHEMBL326706,OCCOCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,Ki,'=',48.98,nM,7.31,417.50,CHEMBL1143544,7.309981219211305
CHEMBL610795,Clc1ccc([C@@]23CNC[C@@H]2[C@H]3COCC2CC2)cc1Cl,Ki,'=',12.59,nM,7.9,312.24,CHEMBL1157620,7.899974269892137
CHEMBL596809,COC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',109.65,nM,6.96,272.17,CHEMBL1157620,6.959991363986458
CHEMBL596805,CC(C)OCC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,Ki,'=',6.31,nM,8.2,314.26,CHEMBL1157620,8.199970640755867
CHEMBL464099,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,Ki,'<',950.0,nM,,341.41,CHEMBL3580564,6.022276394711152
CHEMBL612232,COC(=O)[C@H]1C2CC[C@@H]3C[C@@H]1/C(=C/c1ccc(OC)cc1)CN23,Ki,'=',3700.0,nM,5.43,313.40,CHEMBL1133189,5.431798275933005
CHEMBL611367,Clc1ccc([C@@]2(CCOC3CCC3)[C@@H]3CNC[C@@H]32)cc1Cl,Ki,'=',6.31,nM,8.2,326.27,CHEMBL1157620,8.199970640755867
CHEMBL609023,CCOCC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,Ki,'=',15.85,nM,7.8,300.23,CHEMBL1157620,7.79997073344623
CHEMBL597000,Cc1csc(C[C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)n1,Ki,'=',19.95,nM,7.7,339.29,CHEMBL1157620,7.700057099977233
CHEMBL596795,Cc1cnc([C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)o1,Ki,'=',125.89,nM,6.9,309.20,CHEMBL1157620,6.900008766455316
CHEMBL598216,OCC[C@H]1[C@@H]2CNC[C@]12c1ccc(Cl)c(Cl)c1,Ki,'=',79.43,nM,7.1,272.17,CHEMBL1157620,7.100015437450609
CHEMBL598215,COC[C@@H]1[C@H]2CNC[C@]21c1ccc2ccccc2c1,Ki,'=',25.12,nM,7.6,253.34,CHEMBL1157620,7.599980364934842
CHEMBL596809,COC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',56.23,nM,7.25,272.17,CHEMBL1157620,7.250031916490597
CHEMBL592375,OC[C@@H]1[C@@H]2CNC[C@]12c1ccc(Cl)c(Cl)c1,Ki,'=',478.63,nM,6.32,258.15,CHEMBL1157620,6.32000008377078
CHEMBL592374,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,Ki,'=',125.89,nM,6.9,228.12,CHEMBL1157620,6.900008766455316
CHEMBL589177,Cc1ccc(Oc2cc(OCCCF)ccc2CN(C)C)c(N)c1,Ki,'<',1000.0,nM,,332.42,CHEMBL1157673,6.0
CHEMBL589178,Cc1ccc(Oc2ccc(OCCCF)cc2CN(C)C)c(N)c1,Ki,'=',6976.0,nM,5.16,332.42,CHEMBL1157673,5.15639352807549
CHEMBL600854,Clc1cccc(Oc2ncccc2C2CCNCC2)c1Cl,Ki,'=',310.0,nM,6.51,323.22,CHEMBL1158522,6.508638306165727
CHEMBL608148,c1ccc(Oc2ncccc2C2CCNCC2)cc1,Ki,'=',4310.0,nM,5.37,254.33,CHEMBL1158522,5.3655227298392685
CHEMBL1829335,C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,Ki,'=',11000.0,nM,4.96,313.40,CHEMBL1811886,4.958607314841775
CHEMBL1173532,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',10.0,nM,8.0,286.20,CHEMBL1817647,8.0
CHEMBL1818443,Cc1cnc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)o1,Ki,'=',1.0,nM,9.0,323.22,CHEMBL1817647,9.0
CHEMBL1818446,Cc1cc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)no1,Ki,'=',1.995,nM,8.7,323.22,CHEMBL1817647,8.700057099977233
CHEMBL1818452,Cc1ccnn1CC12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',100.0,nM,7.0,336.27,CHEMBL1817647,7.0
CHEMBL1818453,Cc1cnn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)c1,Ki,'=',125.89,nM,6.9,336.27,CHEMBL1817647,6.900008766455316
CHEMBL1818457,FC(F)(F)c1ccn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,Ki,'=',25.12,nM,7.6,390.24,CHEMBL1817647,7.599980364934842
CHEMBL1818546,Clc1ccc([C@]23CCNCC2(Cn2ccc4ccccc42)C3)cc1Cl,Ki,'=',19.95,nM,7.7,371.31,CHEMBL1817647,7.700057099977233
CHEMBL1084033,Fc1ccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)cc1,Ki,'=',2620.0,nM,5.58,368.37,CHEMBL1155538,5.581698708680254
CHEMBL1169622,COC[C@@]12CNCC[C@]1(c1ccc(OC(F)(F)F)cc1)C2,Ki,'=',7943.28,nM,5.1,301.31,CHEMBL1177725,5.100000128334196
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,'=',500.0,nM,6.3,303.36,CHEMBL1139231,6.301029995663981
CHEMBL384649,CCC(=O)N1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cc(C(C)=O)cc(C(C)=O)c1,Ki,'=',2082.0,nM,5.68,509.62,CHEMBL1139680,5.681519274825483
CHEMBL220819,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC2CC2)c1,Ki,'=',251.0,nM,6.6,465.61,CHEMBL1139680,6.600326278518962
CHEMBL442924,CNC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,Ki,'=',331.0,nM,6.48,333.44,CHEMBL1152295,6.480172006224281
CHEMBL447750,CC(C)(C)c1ccc(C2CCC(CN)O2)cc1,Ki,'<',10000.0,nM,,233.35,CHEMBL1152751,5.0
CHEMBL511500,COc1ccc(F)cc1CC[C@H]1CC[C@H](CN)O1,Ki,'=',14500.0,nM,4.84,253.32,CHEMBL1152751,4.838631997765025
CHEMBL553224,CNC[C@@H]1C[C@@]1(Oc1cccc2ccccc12)c1cccs1.Cl,Ki,'=',283.0,nM,6.55,345.90,CHEMBL1153544,6.548213564475709
CHEMBL564288,c1ccc(CCN(c2ccc3[nH]ccc3c2)C2CCNCC2)cc1,Ki,'=',158.49,nM,6.8,319.45,CHEMBL1153074,6.799998134593398
CHEMBL552938,Cn1ccc2cc(N(Cc3ccccc3)C3CCNCC3)ccc21,Ki,'=',79.43,nM,7.1,319.45,CHEMBL1153074,7.100015437450609
CHEMBL357312,c1ccc2c(-c3ccncc3)c3ccccc3cc2c1,Ki,'<',10000.0,nM,,255.32,CHEMBL1136563,5.0
CHEMBL195585,Cc1ccc(Sc2ccccc2CNCCCF)c(N)c1,Ki,'<',10000.0,nM,,304.43,CHEMBL1145212,5.0
CHEMBL174088,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(/C=C\I)cc1)N2,Ki,'=',3.47,nM,8.46,397.26,CHEMBL1136726,8.459670525209127
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,'=',234.42,nM,6.63,303.36,CHEMBL1143544,6.630005338391572
CHEMBL249214,O=C(OCCO)C1=C(c2ccc(Cl)c(Cl)c2)CCC1,Ki,'=',300.0,nM,6.52,301.17,CHEMBL1140483,6.522878745280337
CHEMBL3319405,CN1CCC(S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(N5CCOCC5)ccc4Cl)sc3c2)CC1,Ki,'=',290.0,nM,6.54,578.12,CHEMBL3352721,6.5376020021010435
CHEMBL186119,O=C(OCCF)C1C2CCC(CC1c1ccc(Br)cc1)N2,Ki,'=',5.0,nM,8.3,356.24,CHEMBL1138631,8.301029995663981
CHEMBL2432061,COc1cc(CN(C)[C@H]2C3C4CC5C6C4CC3C6C52)cc(OC)c1OC,Ki,'<',10000.0,nM,,355.48,CHEMBL2429832,5.0
CHEMBL3940791,CCC(NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1)C(=O)O,Ki,'=',45.2,nM,7.34,337.89,CHEMBL3886614,7.3448615651886175
CHEMBL1641695,COC(=O)[C@H](c1cccc(I)c1)[C@H]1CCCCN1Cc1ccc(N=[N+]=[N-])cc1,Ki,'=',658.0,nM,6.18,490.35,CHEMBL1641574,6.181774106386045
CHEMBL1641691,COC(=O)[C@H](c1cccc(I)c1)[C@H]1CCCCN1,Ki,'=',4.5,nM,8.35,359.21,CHEMBL1641574,8.346787486224656
CHEMBL1253735,COC(=O)[C@H](c1ccc(I)cc1)[C@H]1CCCCN1,Ki,'=',14.0,nM,7.85,359.21,CHEMBL1641574,7.853871964321762
CHEMBL428706,COC(=O)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,Ki,'=',15.0,nM,7.82,397.26,CHEMBL1149321,7.823908740944319
CHEMBL1643900,Fc1cccc(CCN[C@H]2C3C4CC5C6C4CC3C6C52)c1,Ki,'=',1684.0,nM,5.77,283.39,CHEMBL1641373,5.773657912836369
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,'=',330.0,nM,6.48,303.36,CHEMBL1133565,6.481486060122113
CHEMBL356531,CN([C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21)C(C)(C)C,Ki,'=',2800.0,nM,5.55,348.32,CHEMBL1133565,5.552841968657781
CHEMBL605119,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCCCC2)cc1Cl,Ki,'=',19.95,nM,7.7,340.29,CHEMBL1157620,7.700057099977233
CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',7.943,nM,8.1,286.20,CHEMBL1157620,8.100015437450608
CHEMBL2206441,COc1ccc(F)cc1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1,Ki,'=',5005.0,nM,5.3,414.91,CHEMBL2202996,5.300595918184663
CHEMBL2206534,CN1Cc2cc(O)ccc2C(c2ccc(F)c(F)c2)C1,Ki,'=',64.0,nM,7.19,275.30,CHEMBL2203266,7.1938200260161125
CHEMBL2206532,COc1ccc2c(c1)CN(C)CC2c1cccc(C)c1,Ki,'=',25.0,nM,7.6,267.37,CHEMBL2203266,7.6020599913279625
CHEMBL2206529,Cc1ccc(C2CN(C)Cc3c(C)cccc32)cc1,Ki,'=',10.6,nM,7.97,251.37,CHEMBL2203266,7.97469413473523
CHEMBL2206526,Cc1ccc(C2CN(C)Cc3ccccc32)cc1F,Ki,'=',30.1,nM,7.52,255.34,CHEMBL2203266,7.521433504406157
CHEMBL2206519,CCOc1ccc2c(c1)CN(C)CC2c1ccccc1,Ki,'=',210.0,nM,6.68,267.37,CHEMBL2203266,6.6777807052660805
CHEMBL3735756,COc1ccc(CCN(CCCc2ccccc2)CCc2ccc3c(c2)OCO3)cc1OC,Ki,'=',498.0,nM,6.3,447.58,CHEMBL3734659,6.302770657240282
CHEMBL356750,CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',120.0,nM,6.92,306.24,CHEMBL1133565,6.920818753952375
CHEMBL429759,CCOc1ccccc1Oc1cc(C)ncc1CN(C)C,Ki,'=',2150.0,nM,5.67,286.38,CHEMBL1144031,5.667561540084395
CHEMBL344513,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',130.0,nM,6.89,334.29,CHEMBL1133565,6.886056647693163
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,'=',300.0,nM,6.52,303.36,CHEMBL1133565,6.522878745280337
CHEMBL3085020,O=C(CCN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2)Nc1ccccc1,Ki,'=',5.012,nM,8.3,476.57,CHEMBL1143544,8.299988937677888
CHEMBL106939,CN(C)Cc1ccccc1Sc1ccc(C#N)cc1N,Ki,'<',1000.0,nM,,283.40,CHEMBL1137220,6.0
CHEMBL381256,Fc1ccc(C(OCCC2CCN(C[C@@H]3C[C@H]3c3ccccc3)CC2)c2ccc(F)cc2)cc1.O=C(O)C(=O)O,Ki,'=',0.5,nM,9.3,551.63,CHEMBL1138151,9.301029995663981
CHEMBL383745,O=C(O)C(=O)O.O[C@@H](CCN1CCC(CCOC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,Ki,'=',2.1,nM,8.68,519.64,CHEMBL1138151,8.67778070526608
CHEMBL382783,O=C(O)C(=O)O.O[C@H](Cc1ccccc1)CN1CCC(CCOC(c2ccccc2)c2ccccc2)CC1,Ki,'=',6.9,nM,8.16,519.64,CHEMBL1138151,8.161150909262744
CHEMBL383071,C[C@@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1.O=C(O)C(=O)O,Ki,'=',2.1,nM,8.68,553.65,CHEMBL1138151,8.67778070526608
CHEMBL3323179,CN(C)Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,Ki,'=',4.4,nM,8.36,336.50,CHEMBL3638841,8.356547323513812
CHEMBL599593,Clc1ccccc1Oc1ncccc1N1CCNCC1,Ki,'<',6320.0,nM,,289.77,CHEMBL1158522,5.199282921717615
CHEMBL597134,Fc1cccc(Cl)c1Oc1ncccc1C1CCNCC1,Ki,'<',6180.0,nM,,306.77,CHEMBL1158522,5.209011524911184
CHEMBL342055,c1ccc(CC(c2ccccc2)c2ccncc2)cc1,Ki,'=',263.0,nM,6.58,259.35,CHEMBL1136563,6.580044251510242
CHEMBL1253709,COC(=O)[C@H](c1ccc(N)cc1)[C@H]1CCCCN1,Ki,'=',6.3,nM,8.2,248.33,CHEMBL2062423,8.200659450546418
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Ki,'=',435.0,nM,6.36,297.42,CHEMBL1154203,6.361510743045363
CHEMBL1079263,O=C(c1cccc(Cl)c1Cl)N(C1=CCOC=C1)[C@H]1CCNC1,Ki,'=',945.0,nM,6.03,339.22,CHEMBL1154203,6.024568191490737
CHEMBL1078076,CC(C)CN(C(=O)c1ccc(F)cc1Cl)[C@H]1CCNC1,Ki,'=',2540.0,nM,5.59,298.79,CHEMBL1154203,5.5951662833800615
CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,Ki,'=',29.0,nM,7.54,300.27,CHEMBL1139231,7.5376020021010435
CHEMBL1086275,Fc1cccc(OC(F)F)c1CC(c1ccccc1)N1CCNCC1,Ki,'<',3160.0,nM,,350.38,CHEMBL1155538,5.5003129173815966
CHEMBL1080389,C[C@H]1CN(C(=O)c2ccc(-c3ccccc3F)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,Ki,'<',10000.0,nM,,441.51,CHEMBL1154934,5.0
CHEMBL4277264,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,Ki,'=',8300.0,nM,5.08,356.39,CHEMBL4390674,5.080921907623926
CHEMBL596806,CCC(C)OCC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,Ki,'=',5.012,nM,8.3,328.28,CHEMBL1157620,8.299988937677888
CHEMBL610220,FC(F)(F)COC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,Ki,'=',25.12,nM,7.6,340.17,CHEMBL1157620,7.599980364934842
CHEMBL599241,CSC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',79.43,nM,7.1,288.24,CHEMBL1157620,7.100015437450609
CHEMBL596987,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCCC2)cc1Cl,Ki,'=',2.512,nM,8.6,326.27,CHEMBL1157620,8.599980364934842
CHEMBL596987,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCCC2)cc1Cl,Ki,'=',6.31,nM,8.2,326.27,CHEMBL1157620,8.199970640755867
CHEMBL602235,CC(C)OC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',251.19,nM,6.6,300.23,CHEMBL1157620,6.599997654072044
CHEMBL605502,CCOC[C@H]1[C@@H]2CN(C)C[C@]12c1ccc(Cl)c(Cl)c1,Ki,'=',39.81,nM,7.4,300.23,CHEMBL1157620,7.400007822415902
CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',25.12,nM,7.6,286.20,CHEMBL1157620,7.599980364934842
CHEMBL599845,CCCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',19.95,nM,7.7,300.23,CHEMBL1157620,7.700057099977233
CHEMBL488638,Clc1ccc([C@@]23CNC[C@@H]2C3)cc1Cl,Ki,'=',199.53,nM,6.7,228.12,CHEMBL1157620,6.699991797446187
CHEMBL454507,COc1ccc(C2=NN(CCCCCNCC[C@H](Oc3ccc(C(F)(F)F)cc3)c3ccccc3)C(=O)C3CC=CCC23)cc1OC,Ki,'=',2716.0,nM,5.57,649.75,CHEMBL1139269,5.566070234391536
CHEMBL512636,CC(O)(CCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,Ki,'=',4.0,nM,8.4,480.60,CHEMBL1149914,8.397940008672037
CHEMBL466936,N[C@H](Cc1ccccc1)CN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Ki,'=',20.0,nM,7.7,465.59,CHEMBL1149914,7.698970004336019
CHEMBL28149,O[C@@H](Cc1ccccc1)CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,Ki,'=',2.3,nM,8.64,430.59,CHEMBL1149914,8.638272163982407
CHEMBL2326688,Clc1cccc(C2CC=CCNC2)c1,Ki,'=',240.0,nM,6.62,207.70,CHEMBL2321662,6.619788758288394
CHEMBL3754166,C=CCN(CC=C)CCc1c[nH]c2ccc(Br)cc12,Ki,'=',2511.89,nM,5.6,319.25,CHEMBL3751848,5.59999938302362
CHEMBL1306,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Ki,'=',4347.0,nM,5.36,532.47,CHEMBL1909046,5.361810359809163
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,'=',347.0,nM,6.46,303.36,CHEMBL1148012,6.459670525209126
CHEMBL204814,N[C@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(=O)O.O=C(O)C(=O)O,Ki,'=',12.0,nM,7.92,644.67,CHEMBL1138151,7.920818753952375
