compound_id,base_rdkit_smiles,relation,avg_pKi
CHEMBL383879,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C(C)=O)cc(C(C)=O)c1,,5.860435733824151
CHEMBL386493,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC(F)F)cc(C(C)=O)c1,,5.9779842601822795
CHEMBL385607,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC(N)=O)cc(C(C)=O)c1,,5.300422408601091
CHEMBL384199,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCCO)cc(C(C)=O)c1,,6.303643611266668
CHEMBL220713,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCF)cc(C(C)=O)c1,,6.498940737782249
CHEMBL218568,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)cc(C(C)=O)c1,,5.856985199745905
CHEMBL219048,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2)c1,,6.632644078973981
CHEMBL218174,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C)c1,,6.590066876668706
CHEMBL220819,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC2CC2)c1,,5.462306805632609
CHEMBL220801,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)c1,,5.739928612014925
CHEMBL218581,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccccc3)CCN2)c1,,7.4089353929735005
CHEMBL250689,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,,6.022276394711152
CHEMBL249854,CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,5.113509274827518
CHEMBL566830,CC(C(=O)c1cccc(Cl)c1)N(C)C,,5.510041520575165
CHEMBL578612,CC(C(=O)c1cccc(Cl)c1)N(C)C(C)(C)C,>,5.0
CHEMBL566420,CC(C(=O)c1cccc(Cl)c1)N1CCCCC1,,5.3223930472795065
CHEMBL207634,CC(C)(C#N)CCN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1,,8.207608310501746
CHEMBL381079,CC(C)(C#N)CN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1,,7.798602875679548
CHEMBL221753,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,,6.045757490560675
CHEMBL374769,CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1,,5.871100572940042
CHEMBL1224241,CC(C)(C)CCC1(C(=O)c2cc(Cl)c(Cl)s2)CCNC1,,8.100015437450608
CHEMBL1224401,CC(C)(C)CCC1(C(=O)c2cc(F)c(Cl)c(Cl)c2)CCNC1,,8.0
CHEMBL1224321,CC(C)(C)CCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,,8.899974269892137
CHEMBL1224238,CC(C)(C)CCC1(C(=O)c2cc3ccccc3[nH]2)CCNC1,,8.599980364934842
CHEMBL1224237,CC(C)(C)CCC1(C(=O)c2cc3ccccc3s2)CCNC1,,8.599980364934842
CHEMBL1224400,CC(C)(C)CCC1(C(=O)c2ccc(Cl)c(Cl)c2)CCNC1,,8.350004387579837
CHEMBL1224316,CC(C)(C)CCC1(C(=O)c2ccc(Cl)c(Cl)n2)CCNC1,,8.0
CHEMBL1224317,CC(C)(C)CCC1(C(=O)c2ccc(N)c(Cl)c2)CCNC1,,8.299988937677888
CHEMBL1224094,CC(C)(C)CCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,,8.100015437450608
CHEMBL1224319,CC(C)(C)CCC1(C(=O)c2ccc3[nH]ncc3c2)CCNC1,,8.199970640755867
CHEMBL1224239,CC(C)(C)CCC1(C(=O)c2ccc3ccccc3n2)CCNC1,,8.500038134403809
CHEMBL1224318,CC(C)(C)CCC1(C(=O)c2cnc(N)c(Cl)c2)CCNC1,,7.299988937677887
CHEMBL1080790,CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,,7.886056647693163
CHEMBL208420,CC(C)(C)CN(Cc1ccccc1C(F)(F)F)C1CCNCC1,,8.568636235841012
CHEMBL567479,CC(C)(C)NC(CCC1CCCCC1)C(=O)c1cccc(Cl)c1,,5.42021640338319
CHEMBL566193,CC(C)(C)NC1CCc2ccc(Cl)cc2C1=O,>,5.0
CHEMBL344513,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,6.666273523555023
CHEMBL145940,CC(C)(C)N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,5.851667404869234
CHEMBL4558518,CC(C)(C)OC(=O)N1CCCC1CNC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,,5.607464803345843
CHEMBL4777443,CC(C)(C)OC(=O)N1CCCC1CN[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,,5.614930223668066
CHEMBL305660,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,,6.340654364253823
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,5.718512112059919
CHEMBL447750,CC(C)(C)c1ccc(C2CCC(CN)O2)cc1,,5.342657263185374
CHEMBL1818462,CC(C)(C)c1ccn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,,7.299988937677887
CHEMBL209094,CC(C)(O)CN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1,,8.3767507096021
CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,,5.573976984310124
CHEMBL418971,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,,4.782963741372374
CHEMBL476954,CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1,,7.2839966563652006
CHEMBL476116,CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,8.221848749616356
CHEMBL476942,CC(C)C(=O)N(Cc1ccccc1C(C)C)[C@H]1CCNC1,,7.154901959985743
CHEMBL476527,CC(C)C(=O)N(Cc1ccccc1C(F)(F)F)[C@H]1CCNC1,,7.200659450546418
CHEMBL450435,CC(C)C(=O)N(Cc1ccccc1C1CC1)[C@H]1CCNC1,,7.130768280269024
CHEMBL478833,CC(C)C(=O)N(Cc1ccccc1Oc1ccccc1)[C@H]1CCNC1,,7.468521082957745
CHEMBL476941,CC(C)CC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,7.522878745280337
CHEMBL1419,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,,5.2503409679051005
CHEMBL565594,CC(C)CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,5.638272163982407
CHEMBL3946788,CC(C)CC(NCCCC(N)=O)C1(c2ccc(Cl)c(Cl)c2)CCC1,,7.300162274132754
CHEMBL218193,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,,5.548455006504028
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,7.261439372640169
CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,,6.450851231752651
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,,5.711254100081387
CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,,7.053396623470076
CHEMBL1224490,CC(C)CC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,,8.749977317413489
CHEMBL1224090,CC(C)CC1(C(=O)c2ccc(N)c(Cl)c2)CCCN1,,8.599980364934842
CHEMBL1224093,CC(C)CC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,,8.100015437450608
CHEMBL1172526,CC(C)CC1CNCCN1c1ccc2[nH]ncc2c1,,7.700057099977233
CHEMBL373710,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,,5.500870330788151
CHEMBL1224320,CC(C)CCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,,9.200002187564248
CHEMBL1078741,CC(C)CN(C(=O)c1cc(Cl)cc(Cl)c1)[C@H]1CCNC1,,7.366531544420414
CHEMBL1077647,CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1,,6.703334809738469
CHEMBL1078742,CC(C)CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCNC1,,7.301029995663981
CHEMBL1079265,CC(C)CN(C(=O)c1ccc(Cl)cc1Cl)[C@H]1CCNC1,,7.431798275933005
CHEMBL1078076,CC(C)CN(C(=O)c1ccc(F)cc1Cl)[C@H]1CCNC1,,6.580044251510242
CHEMBL1077638,CC(C)CN(C(=O)c1cccc(C(F)(F)F)c1Cl)[C@H]1CCNC1,,6.987162775294828
CHEMBL1078743,CC(C)CN(C(=O)c1cccc(Cl)c1)[C@H]1CCNC1,,6.8696662315049934
CHEMBL1078170,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@@H]1CCNC1,,6.772113295386326
CHEMBL1080787,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,,7.6777807052660805
CHEMBL1078073,CC(C)CN(C(=O)c1cccc(Cl)c1F)[C@H]1CCNC1,,6.856985199745905
CHEMBL1078074,CC(C)CN(C(=O)c1cccc(F)c1C(F)(F)F)[C@H]1CCNC1,,7.585026652029182
CHEMBL1078164,CC(C)CN(C(=O)c1cccc(F)c1Cl)[C@H]1CCNC1,,7.173925197299173
CHEMBL564071,CC(C)CN(C(=O)c1ccccc1-c1ccccc1)[C@H]1CCNC1,,6.531652669587842
CHEMBL1078169,CC(C)CN(C(=O)c1ccccc1C(C)C)[C@H]1CCNC1,,7.187086643357144
CHEMBL558651,CC(C)CN(C(=O)c1ccccc1Oc1ccccc1)[C@H]1CCNC1,,8.096910013008056
CHEMBL379699,CC(C)CN(Cc1c(F)cccc1C(F)(F)F)C1CCNCC1,,8.221848749616356
CHEMBL378839,CC(C)CN(Cc1cc(C(F)(F)F)ccc1Cl)C1CCNCC1,,6.756961951313706
CHEMBL208535,CC(C)CN(Cc1cc(Cl)ccc1Cl)C1CCNCC1,,8.259637310505756
CHEMBL208252,CC(C)CN(Cc1cc(F)ccc1C(F)(F)F)C1CCNCC1,,8.468521082957745
CHEMBL382001,CC(C)CN(Cc1ccc(C#N)cc1)C1CCNCC1,,6.721246399047171
CHEMBL206580,CC(C)CN(Cc1ccc(C(F)(F)F)cc1)C1CCNCC1,,6.522878745280337
CHEMBL208232,CC(C)CN(Cc1ccc(C(F)(F)F)cc1F)C1CCNCC1,,8.657577319177793
CHEMBL207860,CC(C)CN(Cc1ccc(Cl)cc1Cl)C1CCNCC1,,8.698970004336019
CHEMBL207719,CC(C)CN(Cc1ccc(F)cc1)C1CCNCC1,,7.107905397309519
CHEMBL441358,CC(C)CN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1,,8.744727494896694
CHEMBL207807,CC(C)CN(Cc1ccc(F)cc1F)C1CCNCC1,,7.698970004336019
CHEMBL425589,CC(C)CN(Cc1cccc(C#N)c1)C1CCNCC1,,6.161150909262744
CHEMBL381373,CC(C)CN(Cc1cccc(C(F)(F)F)c1)C1CCNCC1,,6.5934598195660445
CHEMBL208533,CC(C)CN(Cc1cccc(C(F)(F)F)c1Cl)C1CCNCC1,,6.376750709602099
CHEMBL208444,CC(C)CN(Cc1cccc(F)c1)C1CCNCC1,,7.366531544420414
CHEMBL207837,CC(C)CN(Cc1ccccc1)C1CCNCC1,,7.040958607678906
CHEMBL207407,CC(C)CN(Cc1ccccc1C#N)C1CCNCC1,,7.376750709602099
CHEMBL380890,CC(C)CN(Cc1ccccc1C(F)(F)F)C1CCNCC1,,8.494850021680094
CHEMBL208251,CC(C)CN(Cc1ccccc1Cl)C1CCNCC1,,8.853871964321762
CHEMBL207886,CC(C)CN(Cc1ccccc1F)C1CCNCC1,,7.823908740944319
CHEMBL207914,CC(C)CN(Cc1ccccc1OC(F)(F)F)C1CCNCC1,,8.148741651280925
CHEMBL1059,CC(C)C[C@H](CN)CC(=O)O,>,5.0
CHEMBL555121,CC(C)N(C(=O)c1ccccc1C(F)(F)F)[C@H]1CCNC1,,6.764471553092451
CHEMBL356981,CC(C)N(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,6.4808886808156405
CHEMBL344110,CC(C)N(C)[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,5.965907069126919
CHEMBL377057,CC(C)N(Cc1ccccc1C(F)(F)F)C1CCNCC1,,7.585026652029182
CHEMBL1306,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,4.598909780404866
CHEMBL565397,CC(C)NC(C)C(=O)c1cccc(Cl)c1,>,5.0
CHEMBL594519,CC(C)NCCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,7.886056647693163
CHEMBL595457,CC(C)NCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,7.6020599913279625
CHEMBL359025,CC(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,7.041773025725037
CHEMBL424496,CC(C)N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,5.6399203482970215
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,,4.673029549675079
CHEMBL401069,CC(C)OC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CCC1,,4.585026652029182
CHEMBL477783,CC(C)OC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,7.853871964321762
CHEMBL1224091,CC(C)OCC1(C(=O)c2ccc(N)c(Cl)c2)CCCN1,,8.599980364934842
CHEMBL208070,CC(C)OCCN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1,,8.013228265733755
CHEMBL596805,CC(C)OCC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,,8.79997073344623
CHEMBL605209,CC(C)OC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,,9.599980364934842
CHEMBL165790,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,5.603504247802434
CHEMBL1083405,CC(C)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,,7.657577319177793
CHEMBL382034,CC(C)Oc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1,,8.113509274827518
CHEMBL478835,CC(C)S(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,8.0
CHEMBL526,CC(C)c1cccc(C(C)C)c1O,,5.030770520137357
CHEMBL570781,CC(C)c1ccccc1C(=O)N(C1CCC1)[C@H]1CCNC1,,7.366531544420414
CHEMBL550401,CC(C)c1ccccc1C(=O)N(C1CCCC1)[C@H]1CCNC1,,7.494850021680094
CHEMBL571443,CC(C)c1ccccc1C(=O)N(CC1CC1)[C@H]1CCNC1,,7.508638306165727
CHEMBL559319,CC(C)c1ccccc1C(=O)N(CC1CCC1)[C@@H]1CCNC1,,6.0835460514500745
CHEMBL556093,CC(C)c1ccccc1C(=O)N(CC1CCC1)[C@H]1CCNC1,,8.0
CHEMBL550402,CC(C)c1ccccc1C(=O)N(CC1CCCC1)[C@H]1CCNC1,,7.7447274948966935
CHEMBL1818545,CC(C)c1nnn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,,6.399996913372259
CHEMBL1818544,CC(C)c1nnnn1C[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,,6.399996913372259
CHEMBL3704753,CC(CCNCCCC(N)=O)CC1(c2ccc(Cl)c(Cl)c2)CCC1,,7.695838627627052
CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,,6.42021640338319
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,5.4780777551165
CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,,5.376440609994563
CHEMBL567481,CC(CNC(C)(C)C)C(=O)c1cccc(Cl)c1,>,5.0
CHEMBL1255834,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,,5.444216549914224
CHEMBL133868,CC(N)Cc1c[nH]c2ccc3c(c12)CCCO3,>,4.522878745280337
CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,,6.192529497176693
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,,6.152427340857888
CHEMBL578611,CC(NC(C)(C)C)C(=O)c1cc(Cl)cc(Cl)c1,>,5.0
CHEMBL577501,CC(NC(C)(C)C)C(=O)c1cc(F)cc(F)c1,>,5.0
CHEMBL566001,CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1,>,5.0
CHEMBL568140,CC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,,5.267606240177032
CHEMBL566000,CC(NC(C)(C)C)C(=O)c1ccc(Cl)cc1,>,5.0
CHEMBL578610,CC(NC(C)(C)C)C(=O)c1ccc(F)c(F)c1,>,5.0
CHEMBL565396,CC(NC(C)(C)C)C(=O)c1cccc(Br)c1,>,5.146301788223826
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,5.15676722190199
CHEMBL576063,CC(NC(C)(C)C)C(=O)c1cccc(F)c1,>,5.0
CHEMBL569699,CC(NC(C)(C)C)C(=O)c1ccccc1,,5.2441251443275085
CHEMBL565386,CC(NC(C)(C)C)C(=O)c1cccs1,>,5.0
CHEMBL157455,CC(NC(C)(C)C)C(O)c1ccccc1,>,5.0
CHEMBL569700,CC(NC1CC1)C(=O)c1cccc(Cl)c1,,5.3979400086720375
CHEMBL566418,CC(NC1CCC1)C(=O)c1cccc(Cl)c1,,5.7447274948966935
CHEMBL566618,CC(NC1CCCC1)C(=O)c1cccc(Cl)c1,,5.2441251443275085
CHEMBL219224,CC(c1ccc(Cl)cc1)C1CCCCN1,,6.443731072007933
CHEMBL561599,CC(c1ccccc1)N(c1ccc2[nH]ccc2c1)C1CCNCC1,,5.800000874803203
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,,5.438898616350944
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,,5.835944708106548
CHEMBL7002,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,,5.657379957446652
CHEMBL463388,CC1(c2ccc3[nH]ccc3c2)CCNC1,,6.540607512240769
CHEMBL295234,CC1=NCCc2c1[nH]c1ccccc21,>,5.0
CHEMBL567482,CC1C(=O)c2cc(Cl)ccc2CN1C(C)(C)C,>,5.0
CHEMBL603417,CC1CCCCN1CCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,,6.903089986991944
CHEMBL605089,CC1CCCN(CCc2cccc3[nH]cc(S(=O)(=O)c4ccccc4)c23)C1,,5.94692155651658
CHEMBL3954574,CC1NOC(C)C1c1ccc2c(c1)CN(C)CC2c1ccc2ccccc2c1,,7.609064892896621
CHEMBL477782,CCC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,,7.522878745280337
CHEMBL5078669,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCN(C(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)CC1,<,4.301029995663981
CHEMBL5081245,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCN(C(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC1,,6.251811972993799
CHEMBL5077561,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCN(C(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@@H](N)Cc2cc(C)c(O)c(C)c2)CC1,,5.853871964321762
CHEMBL5089012,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCN(C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)CNC(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@@H](N)Cc2cc(C)c(O)c(C)c2)CC1,,5.721246399047171
CHEMBL5090705,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCN(C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@@H](N)Cc2cc(C)c(O)c(C)c2)CC1,,5.619788758288394
CHEMBL384649,CCC(=O)N1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cc(C(C)=O)cc(C(C)=O)c1,,5.033342115798242
