molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,molecular_weight,document_chembl_id,pKi
CHEMBL420900,O=C(Cc1ccccc1)NCCCNCCOC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,'=',477.0,nM,6.32,438.52,CHEMBL1132179,6.321481620959886
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Ki,'=',86.0,nM,7.07,329.37,CHEMBL1909046,7.0655015487564325
CHEMBL900,Cc1ccccc1C(OCCN(C)C)c1ccccc1,Ki,'=',2643.0,nM,5.58,269.39,CHEMBL1909046,5.577902836868289
CHEMBL54465,N#Cc1ccc2[nH]cc([C@H]3CC[C@@H](N4CCc5ccccc5C4)CC3)c2c1,Ki,'=',1430.0,nM,5.84,355.49,CHEMBL1155929,5.844663962534939
CHEMBL1173532,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',125.89,nM,6.9,286.20,CHEMBL1177725,6.900008766455316
CHEMBL1237064,Clc1ccc([C@@]23CCNC[C@@H]2C3)cc1Cl,Ki,'=',100.0,nM,7.0,242.15,CHEMBL1177725,7.0
CHEMBL583752,Fc1cccc(Oc2ccccc2C2CCNCC2)c1,Ki,'=',11.0,nM,7.96,271.33,CHEMBL1154653,7.958607314841775
CHEMBL336940,COc1cccc2c1C1=NCCN1C2(O)c1ccc(Cl)cc1,Ki,'=',6.8,nM,8.17,314.77,CHEMBL1135775,8.167491087293763
CHEMBL1172526,CC(C)CC1CNCCN1c1ccc2[nH]ncc2c1,Ki,'=',19.95,nM,7.7,258.37,CHEMBL1177766,7.700057099977233
CHEMBL307314,CN1C2CCC1C(C(=O)NCCCCCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,Ki,'=',830.0,nM,6.08,667.77,CHEMBL1136813,6.080921907623926
CHEMBL317757,CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,Ki,'<',8500.0,nM,,343.42,CHEMBL1130275,5.070581074285707
CHEMBL12227,Fc1ccc(C(OC2CC3CCC(C2)N3CCCc2ccccc2)c2ccc(F)cc2)cc1,Ki,'=',3520.0,nM,5.45,447.57,CHEMBL1130275,5.453457336521869
CHEMBL1080787,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,Ki,'=',21.0,nM,7.68,315.24,CHEMBL1154203,7.6777807052660805
CHEMBL1080789,O=C(c1cccc(Cl)c1Cl)N(CCC1CC1)[C@H]1CCNC1,Ki,'=',24.0,nM,7.62,327.26,CHEMBL1154203,7.619788758288394
CHEMBL1080969,CCC(CC)N(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,Ki,'=',37.0,nM,7.43,329.27,CHEMBL1154203,7.431798275933005
CHEMBL1078742,CC(C)CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCNC1,Ki,'=',50.0,nM,7.3,315.24,CHEMBL1154203,7.301029995663981
CHEMBL1078163,Cc1c(F)cccc1C(=O)N(CC(C)C)[C@H]1CCNC1,Ki,'=',69.0,nM,7.16,278.37,CHEMBL1154203,7.161150909262744
CHEMBL583751,Fc1cccc(C2CCNCC2)c1Oc1ccccc1,Ki,'=',1370.0,nM,5.86,271.33,CHEMBL1154653,5.863279432843593
CHEMBL573973,Fc1cccc(Oc2ccccc2N2CCNCC2)c1,Ki,'=',1720.0,nM,5.76,272.32,CHEMBL1154653,5.764471553092451
CHEMBL574004,Fc1cccc(Oc2cccc(F)c2C2CCNCC2)c1,Ki,'=',18.0,nM,7.75,289.32,CHEMBL1154653,7.7447274948966935
CHEMBL566832,Cc1cccc(C(=O)C(C)NC(C)(C)C)c1,Ki,'<',10000.0,nM,,219.33,CHEMBL1156106,5.0
CHEMBL378483,CN1C2CCC1C1COC(=O)CCC3(CCC(=O)Nc4ccc(cc4)C1C2)c1ccccc1-c1ccccc13,Ki,'=',490.0,nM,6.31,520.67,CHEMBL1137428,6.309803919971486
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Ki,'=',1820.0,nM,5.74,375.87,CHEMBL1909046,5.739928612014925
CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,Ki,'=',3513.0,nM,5.45,255.36,CHEMBL1909046,5.454321850207974
CHEMBL232675,COC(=O)C1=C(c2ccc([N+](=O)[O-])cc2)CCC1,Ki,'=',111000.0,nM,,247.25,CHEMBL1148012,3.9546770212133424
CHEMBL232671,COC(=O)C1=C(c2cccc(Cl)c2)CCC1,Ki,'=',470000.0,nM,,236.70,CHEMBL1148012,3.3279021420642825
CHEMBL233532,COC(=O)[C@@H]1CCCC[C@@H]1c1ccc(-c2ccccc2)cc1,Ki,'=',658000.0,nM,,294.39,CHEMBL1148012,3.1817741063860443
CHEMBL557119,Fc1ccccc1CN(c1ccc2[nH]ccc2c1)C1CCNCC1,Ki,'=',12.59,nM,7.9,323.42,CHEMBL1153074,7.899974269892137
CHEMBL571893,c1cc2cc(N(CC3CCOCC3)C3CCNCC3)ccc2[nH]1,Ki,'=',39.81,nM,7.4,313.45,CHEMBL1153074,7.400007822415902
CHEMBL230000,O=C(OCCF)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,Ki,'=',28.0,nM,7.55,429.27,CHEMBL1148775,7.552841968657781
CHEMBL215376,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2C,Ki,'=',32.77,nM,7.49,385.25,CHEMBL3102763,7.484523558617624
CHEMBL311469,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,Ki,'=',8524.0,nM,5.07,223.27,CHEMBL1909046,5.0693565589578355
CHEMBL1081649,COc1cccc(-c2ccc(C(=O)N3CCN(C(=O)c4ccc5cc[nH]c5c4)[C@H](C)C3)cc2)c1,Ki,'<',10000.0,nM,,453.54,CHEMBL1154934,5.0
CHEMBL189375,CCc1ccc(Sc2ccccc2CNC)c(N)c1,Ki,'=',445.36,nM,6.35,272.42,CHEMBL1140286,6.351288791701118
CHEMBL1914692,CN1C2CCC1[C@@H](C(=O)Nc1cccc(Br)n1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',3855.0,nM,5.41,434.77,CHEMBL1914398,5.4139756176130245
CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,Ki,'=',556.0,nM,6.25,295.81,CHEMBL1155007,6.2549252084179425
CHEMBL124222,O=C1CN(CCOC(c2ccccc2)c2ccccc2)CCN1CCCc1ccccc1,Ki,'=',5850.0,nM,5.23,428.58,CHEMBL1132179,5.232844133917819
CHEMBL273575,CN1Cc2c(N)cccc2C(c2ccccc2)C1,Ki,'=',23.0,nM,7.64,238.33,CHEMBL2203266,7.638272163982407
CHEMBL411263,FCCOc1ccccc1S[C@@H](c1ccccc1)[C@@H]1CNCCO1,Ki,'=',1.0,nM,9.0,347.46,CHEMBL1142380,9.0
CHEMBL202055,CCCC(C(O)c1ccc(C)cc1)N1CCCC1,Ki,'<',10000.0,nM,,247.38,CHEMBL1138144,5.0
CHEMBL2113217,C#CCC(C(=O)c1ccc(C)cc1)N1CCCC1,Ki,'=',4100.0,nM,5.39,241.33,CHEMBL1138144,5.3872161432802645
CHEMBL204490,CCCC(C(=O)c1ccc(C(F)(F)F)cc1)N1CCCC1,Ki,'<',10000.0,nM,,299.34,CHEMBL1138144,5.0
CHEMBL379446,CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,Ki,'=',2690.0,nM,5.57,276.34,CHEMBL1138144,5.570247719997592
CHEMBL202479,CCCC(C(=O)c1ccc(I)cc1)N1CCCC1,Ki,'=',310.0,nM,6.51,357.24,CHEMBL1138144,6.508638306165727
CHEMBL202420,CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,Ki,'=',386.0,nM,6.41,310.24,CHEMBL1138144,6.413412695328245
CHEMBL1202031,CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(I)cc21.O=C(O)C(=O)O,Ki,'=',3200.0,nM,5.5,522.17,CHEMBL1133565,5.494850021680094
CHEMBL204538,CC#Cc1ccc(C(=O)C(CCC)N2CCCC2)cc1,Ki,'=',69.8,nM,7.16,269.39,CHEMBL1138144,7.156144577376839
CHEMBL207023,CCCCN(Cc1ccccc1C(F)(F)F)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',5.1,nM,8.29,430.47,CHEMBL1147706,8.292429823902063
CHEMBL208121,CCCN(Cc1ccccc1C(F)(F)F)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',6.5,nM,8.19,416.44,CHEMBL1147706,8.187086643357144
CHEMBL207635,O=C(O)/C=C/C(=O)O.OCCN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1,Ki,'=',95.9,nM,7.02,436.40,CHEMBL1147706,7.018181392829336
CHEMBL207860,CC(C)CN(Cc1ccc(Cl)cc1Cl)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',2.0,nM,8.7,431.36,CHEMBL1147706,8.698970004336019
CHEMBL207810,COc1ccc(F)cc1CN(CC(C)C)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',42.1,nM,7.38,410.49,CHEMBL1147706,7.375717904164332
CHEMBL381373,CC(C)CN(Cc1cccc(C(F)(F)F)c1)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',255.0,nM,6.59,430.47,CHEMBL1147706,6.5934598195660445
CHEMBL208070,CC(C)OCCN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1.O=C(O)C(O)C(O)C(=O)O,Ki,'=',9.7,nM,8.01,512.50,CHEMBL1147706,8.013228265733755
CHEMBL207374,Cc1ccc(CN(CC(C)C)C2CCNCC2)c(C)c1.O=C(O)/C=C/C(=O)O,Ki,'=',4.8,nM,8.32,390.52,CHEMBL1147706,8.318758762624412
CHEMBL381056,Cc1cccc(CN(CC(C)C)C2CCNCC2)c1.O=C(O)/C=C/C(=O)O,Ki,'=',150.0,nM,6.82,376.50,CHEMBL1147706,6.823908740944319
CHEMBL2326688,Clc1cccc(C2CC=CCNC2)c1,Ki,'=',430.0,nM,6.37,207.70,CHEMBL2321662,6.366531544420414
CHEMBL387758,Cc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)N3C)cc1,Ki,'=',3700.0,nM,5.43,291.44,CHEMBL1140295,5.431798275933005
CHEMBL147950,CN(C)[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',150.0,nM,6.82,306.24,CHEMBL1133565,6.823908740944319
CHEMBL75880,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,Ki,'=',3267.0,nM,5.49,277.50,CHEMBL1909046,5.485850865524562
CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,Ki,'=',660.0,nM,6.18,233.31,CHEMBL1139231,6.180456064458132
CHEMBL219649,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,Ki,'=',3.9,nM,8.41,286.25,CHEMBL1139231,8.4089353929735
CHEMBL374769,CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1,Ki,'<',5500.0,nM,,279.86,CHEMBL1139231,5.259637310505756
CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,Ki,'=',660.0,nM,6.18,314.30,CHEMBL1139231,6.180456064458132
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,Ki,'=',120.0,nM,6.92,300.27,CHEMBL1139231,6.920818753952375
CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,Ki,'=',39975.0,nM,4.4,495.58,CHEMBL1909046,4.3982115275817275
CHEMBL575206,C=CCN1C2CCC1[C@@H](C(=O)OC)[C@@H](c1ccc(SCC)cc1)C2,Ki,'<',2000.0,nM,,345.51,CHEMBL1154083,5.698970004336019
CHEMBL574081,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(OC)cc1)N2C,Ki,'=',1110.0,nM,5.96,289.38,CHEMBL1154083,5.954677021213342
CHEMBL494786,COC(=O)[C@H]1[C@@H](c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl,Ki,'=',556.0,nM,6.25,295.81,CHEMBL1150295,6.2549252084179425
CHEMBL470488,COc1ccc(-c2c(C)noc2[C@@H]2C3CCC(C[C@@H]2c2ccc(Cl)cc2)N3C)cc1.Cl,Ki,'<',2000.0,nM,,459.42,CHEMBL1155007,5.698970004336019
CHEMBL398009,COC(=O)C1=C(c2ccc(Cl)cc2)CCCCC1,Ki,'=',84000.0,nM,4.08,264.75,CHEMBL1148012,4.075720713938118
CHEMBL232672,COC(=O)C1=C(c2ccc(OC)cc2)CCC1,Ki,'=',550000.0,nM,,232.28,CHEMBL1148012,3.2596373105057563
CHEMBL394373,COC(=O)[C@@H]1CCCC[C@@H]1c1ccc(C(F)(F)F)cc1,Ki,'=',439000.0,nM,,286.29,CHEMBL1148012,3.3575354797578787
CHEMBL442234,COC(=O)[C@@H]1CCCC[C@@H]1c1ccc(OC(F)(F)F)cc1,Ki,'=',719000.0,nM,,302.29,CHEMBL1148012,3.1432711096171175
CHEMBL361259,CSc1ccc([C@H]2CN3CCC[C@H]3c3ccccc32)cc1,Ki,'=',11.3,nM,7.95,295.45,CHEMBL1137220,7.94692155651658
CHEMBL537196,COc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1.Cl.Cl,Ki,'=',56.0,nM,7.25,386.32,CHEMBL1146108,7.251811972993799
CHEMBL385607,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC(N)=O)cc(C(C)=O)c1,Ki,'=',5007.0,nM,5.3,510.61,CHEMBL1139680,5.300422408601091
CHEMBL376737,CC(=O)CN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cc(C(C)=O)cc(C(C)=O)c1,Ki,'=',381.0,nM,6.42,509.62,CHEMBL1139680,6.419075024324381
CHEMBL221067,CCCN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cccc(C(C)=O)c1,Ki,'=',4168.0,nM,5.38,453.60,CHEMBL1139680,5.380072289708532
CHEMBL218174,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C)c1,Ki,'=',257.0,nM,6.59,425.55,CHEMBL1139680,6.590066876668706
CHEMBL219048,CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2)c1,Ki,'=',233.0,nM,6.63,411.52,CHEMBL1139680,6.632644078973981
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,Ki,'=',25.0,nM,7.6,300.27,CHEMBL1139231,7.6020599913279625
CHEMBL372318,CNCCCC1Cc2ccccc2N(c2ccc(C(F)(F)F)cc2)C1=O,Ki,'=',1430.0,nM,5.84,362.40,CHEMBL1140387,5.844663962534939
CHEMBL565396,CC(NC(C)(C)C)C(=O)c1cccc(Br)c1,Ki,'<',7140.0,nM,,284.20,CHEMBL1156106,5.146301788223826
CHEMBL1172902,Clc1ccc([C@]23CCN4CC[C@]2(C4)C3)cc1Cl,Ki,'=',794.33,nM,6.1,268.19,CHEMBL1177725,6.0999990348465305
CHEMBL417249,C=CCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,Ki,'=',5920.0,nM,5.23,369.45,CHEMBL1130275,5.22767829327708
CHEMBL575077,c1ccc(Oc2ccccc2C2CCNCC2)cc1,Ki,'=',416.0,nM,6.38,253.34,CHEMBL1154653,6.380906669373257
CHEMBL575699,O=C1/C(=C/c2ccccc2N2CCNCC2)SCCN1c1ccc(F)cc1F,Ki,'=',650.0,nM,6.19,401.48,CHEMBL1154653,6.187086643357144
CHEMBL594519,CC(C)NCCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,Ki,'=',13.0,nM,7.89,356.49,CHEMBL1152674,7.886056647693163
CHEMBL146615,CCCN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',630.0,nM,6.2,320.26,CHEMBL1133565,6.200659450546418
CHEMBL424496,CC(C)N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',3500.0,nM,5.46,320.26,CHEMBL1133565,5.455931955649724
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,Ki,'=',2685.0,nM,5.57,277.41,CHEMBL1909046,5.571055709964425
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,Ki,'=',16.0,nM,7.8,280.42,CHEMBL1148436,7.795880017344075
CHEMBL104673,CN(C)Cc1ccccc1Sc1ccc(C(F)(F)F)cc1N,Ki,'=',1205.0,nM,5.92,326.39,CHEMBL1133614,5.919012953089113
CHEMBL267615,CCc1[nH]c2ccc(OC)cc2c1CCN(C)C,Ki,'<',10000.0,nM,,246.35,CHEMBL1133711,5.0
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Ki,'=',90.0,nM,7.05,329.37,CHEMBL1141089,7.045757490560675
CHEMBL122452,CN(CCCN(C)CCc1ccccc1)CCOC(c1ccccc1)c1ccccc1,Ki,'=',194.0,nM,6.71,416.61,CHEMBL1132179,6.7121982700697735
CHEMBL2326691,CN1CCCCC(c2ccc(Cl)c(Cl)c2)C1,Ki,'=',74.0,nM,7.13,258.19,CHEMBL2321662,7.130768280269024
CHEMBL2206511,Cc1ccc2c(c1)CN(C)C[C@H]2c1cccc(F)c1,Ki,'=',35.0,nM,7.46,255.34,CHEMBL2203266,7.455931955649724
CHEMBL2206529,Cc1ccc(C2CN(C)Cc3c(C)cccc32)cc1,Ki,'=',19.0,nM,7.72,251.37,CHEMBL2203266,7.721246399047171
CHEMBL146332,CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',600.0,nM,6.22,292.21,CHEMBL1133565,6.221848749616356
CHEMBL146332,CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',130.0,nM,6.89,292.21,CHEMBL1133565,6.886056647693163
CHEMBL42553,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2C,Ki,'=',5.0,nM,8.3,328.24,CHEMBL1141227,8.301029995663981
CHEMBL424660,CNCCC(Oc1cccc2ccccc12)c1cccs1,Ki,'=',20.0,nM,7.7,297.42,CHEMBL1136501,7.698970004336019
CHEMBL3704748,CCC(=O)OCCNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,'=',38.2,nM,7.42,386.36,CHEMBL3886623,7.4179366370882915
CHEMBL3704757,CCOc1ccc(C2(C[C@@H](C)CCNCCCC(N)=O)CCC2)cc1,Ki,'=',6515.0,nM,5.19,346.52,CHEMBL3886623,5.1860855799513965
CHEMBL603480,Cc1csc(C[C@@H]2[C@H]3CNC[C@]32c2ccc(Cl)c(Cl)c2)n1,Ki,'=',79.43,nM,7.1,339.29,CHEMBL1157620,7.100015437450609
CHEMBL596795,Cc1cnc([C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)o1,Ki,'=',19.95,nM,7.7,309.20,CHEMBL1157620,7.700057099977233
CHEMBL466006,Cc1cccc(NC(=O)c2ccc(-c3ccccc3)c(C#N)c2)n1,Ki,'<',6000.0,nM,,313.36,CHEMBL1136938,5.221848749616356
CHEMBL567479,CC(C)(C)NC(CCC1CCCCC1)C(=O)c1cccc(Cl)c1,Ki,'=',3800.0,nM,5.42,335.92,CHEMBL1156106,5.42021640338319
CHEMBL566208,CCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,Ki,'=',2240.0,nM,5.65,288.22,CHEMBL1156106,5.649751981665837
CHEMBL4750920,CCNc1ncc2c(n1)N1CCC[C@@H]1CN(c1cccc(OC(CCNC)c3ccccc3)c1)C2=O,Ki,'<',10000.0,nM,,486.62,CHEMBL4706691,5.0
CHEMBL4785616,CCNc1ncc2c(n1)N(C)CCN(c1cccc(O[C@@H](CCNC)c3cccs3)c1)C2=O,Ki,'=',182.0,nM,6.74,466.61,CHEMBL4706691,6.739928612014925
CHEMBL330666,C#Cc1ccc(C2CN3CCCC3c3ccccc32)cc1,Ki,'=',16.6,nM,7.78,273.38,CHEMBL4219032,7.779891911959945
CHEMBL1173532,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',7.943,nM,8.1,286.20,CHEMBL4219032,8.100015437450608
CHEMBL4225921,Clc1ccc(C2CCNCC23COC3)cc1Cl,Ki,'=',158.49,nM,6.8,272.18,CHEMBL4219032,6.799998134593398
CHEMBL1818452,Cc1ccnn1CC12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',1.585,nM,8.8,336.27,CHEMBL1817647,8.79997073344623
CHEMBL1818454,Cc1cc(C)n(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,Ki,'=',1.585,nM,8.8,350.29,CHEMBL1817647,8.79997073344623
CHEMBL3897499,CCCN1CC[C@H]2c3cc4ccc(C(F)(F)F)cc4nc3[C@H](CC)[C@H]3CCC[C@@H]1[C@@H]32,Ki,'<',10000.0,nM,,416.53,CHEMBL3868615,5.0
CHEMBL516,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Ki,'=',559.0,nM,6.25,287.41,CHEMBL1909046,6.252588192113577
CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',0.5012,nM,9.3,286.20,CHEMBL1817647,9.299988937677888
CHEMBL1818451,Cc1ccn(CC23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,Ki,'=',3.162,nM,8.5,336.27,CHEMBL1817647,8.500038134403809
CHEMBL1628227,CN(C)CCC=C1c2ccccc2COc2ccccc21,Ki,'=',29.0,nM,7.54,279.38,CHEMBL1909046,7.5376020021010435
CHEMBL459644,Cl.Cl.OC1(C(CN2CCNCC2)c2ccc(Cl)cc2)CCCCC1,Ki,'=',717.0,nM,6.14,395.80,CHEMBL1155011,6.144480844332199
CHEMBL445800,Cl.Cl.OC1(C(CN2CCNCC2)c2ccc(F)cc2)CCCCC1,Ki,'=',1034.0,nM,5.99,379.35,CHEMBL1155011,5.985479461242076
CHEMBL595190,CN1C2CCC1[C@@H](C(=O)OCc1cn(CCCCCCCOC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)nn1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',20.0,nM,7.7,736.78,CHEMBL1152507,7.698970004336019
CHEMBL595638,CN1C2CCC1[C@@H](C(=O)OCc1cn(CCOC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)nn1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',120.0,nM,6.92,666.65,CHEMBL1152507,6.920818753952375
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,Ki,'=',6970.0,nM,5.16,239.75,CHEMBL1156106,5.15676722190199
CHEMBL488422,COc1ccc(-c2c(C)noc2[C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1.Cl,Ki,'=',1300.0,nM,5.89,439.00,CHEMBL1155007,5.886056647693163
CHEMBL241647,CN(C)Cc1cc(OCCCO)ccc1Sc1ccccc1N,Ki,'=',7.0,nM,8.15,332.47,CHEMBL1138354,8.154901959985743
CHEMBL241646,CN(C)Cc1cc(OCCO)ccc1Sc1ccc(F)cc1N,Ki,'=',56.0,nM,7.25,336.43,CHEMBL1138354,7.251811972993799
CHEMBL239297,CN(C)Cc1cc(OCCF)ccc1Sc1ccc(Br)cc1N,Ki,'=',114.0,nM,6.94,399.33,CHEMBL1138354,6.943095148663527
CHEMBL238868,CN(C)Cc1cc(OCCF)ccc1Sc1ccc(F)cc1N,Ki,'=',37.0,nM,7.43,338.42,CHEMBL1138354,7.431798275933005
CHEMBL595540,CN1C2CCC1[C@@H](C(=O)NCCC1CCN(C(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)CC1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',440.0,nM,6.36,651.72,CHEMBL1152507,6.356547323513812
CHEMBL1214007,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C/C=C/CF,Ki,'=',87.0,nM,7.06,396.30,CHEMBL1212822,7.060480747381382
CHEMBL1696,CNCCCN1c2ccccc2CCc2ccccc21.Cl,Ki,'=',0.8,nM,9.1,302.85,CHEMBL1212822,9.096910013008056
CHEMBL1077647,CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1,Ki,'=',198.0,nM,6.7,315.24,CHEMBL1154203,6.703334809738469
CHEMBL203563,CCCC(C(=O)c1ccc(O)cc1)N1CCCC1,Ki,'=',1290.0,nM,5.89,247.34,CHEMBL1138144,5.889410289700751
CHEMBL377882,FC(F)(F)c1ccccc1CN(CC1CC1)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',6.0,nM,8.22,428.45,CHEMBL1147706,8.221848749616356
CHEMBL381079,CC(C)(C#N)CN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1.O=C(O)C(O)C(O)C(=O)O,Ki,'=',15.9,nM,7.8,507.48,CHEMBL1147706,7.798602875679548
CHEMBL441358,CC(C)CN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',1.8,nM,8.74,448.46,CHEMBL1147706,8.744727494896694
CHEMBL208252,CC(C)CN(Cc1cc(F)ccc1C(F)(F)F)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',3.4,nM,8.47,448.46,CHEMBL1147706,8.468521082957745
CHEMBL382001,CC(C)CN(Cc1ccc(C#N)cc1)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',190.0,nM,6.72,387.48,CHEMBL1147706,6.721246399047171
CHEMBL145940,CC(C)(C)N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',1800.0,nM,5.75,334.29,CHEMBL1133565,5.7447274948966935
CHEMBL344116,CCCN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',640.0,nM,6.19,334.29,CHEMBL1133565,6.1938200260161125
CHEMBL473966,CNCCC1CCC(CCc2cc(F)ccc2OC)O1,Ki,'=',19332.0,nM,4.71,281.37,CHEMBL1152805,4.713723213533157
CHEMBL250000,O=C(C1=C(c2ccc(Cl)c(Cl)c2)CCC1)N1CCOCC1,Ki,'=',300000.0,nM,,326.22,CHEMBL1140483,3.5228787452803374
CHEMBL443979,Cc1nc(C#Cc2ccc(-c3cccnc3)c(F)c2)cs1,Ki,'<',6000.0,nM,,294.35,CHEMBL1136938,5.221848749616356
CHEMBL1083427,Fc1cccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)c1,Ki,'=',30.0,nM,7.52,368.37,CHEMBL1155538,7.522878745280337
CHEMBL1083426,Fc1ccccc1C(Cc1ccccc1OC(F)(F)F)N1CCNCC1,Ki,'=',116.0,nM,6.94,368.37,CHEMBL1155538,6.935542010773082
