molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,molecular_weight,document_chembl_id,pKi
CHEMBL1224401,CC(C)(C)CCC1(C(=O)c2cc(F)c(Cl)c(Cl)c2)CCNC1,Ki,'=',10.0,nM,8.0,346.27,CHEMBL1221322,8.0
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,Ki,'=',2.1,nM,8.68,266.39,CHEMBL1155515,8.67778070526608
CHEMBL1173530,OC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',100.0,nM,7.0,272.17,CHEMBL1177725,7.0
CHEMBL1172850,COC[C@@]12CCNC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',1000.0,nM,6.0,286.20,CHEMBL1177725,6.0
CHEMBL575714,Fc1cccc(OCc2ccccc2N2CCNCC2)c1F,Ki,'=',80.0,nM,7.1,304.34,CHEMBL1154653,7.096910013008056
CHEMBL574347,Cc1ccc(C2CCNCC2)c(Oc2ccc(F)cc2)c1,Ki,'=',115.0,nM,6.94,285.36,CHEMBL1154653,6.939302159646388
CHEMBL582928,c1ccc(COc2ccccc2N2CCNCC2)cc1,Ki,'=',168.0,nM,6.78,268.36,CHEMBL1154653,6.774690718274137
CHEMBL574428,Fc1cccc(Oc2ccccc2)c1C1CCNCC1,Ki,'=',170.0,nM,6.77,271.33,CHEMBL1154653,6.769551078621726
CHEMBL596001,CN1C2CCC1[C@@H](C(=O)OCc1cn(CCCCCCOC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)nn1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',8.5,nM,8.07,722.76,CHEMBL1152507,8.070581074285707
CHEMBL608703,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,Ki,'=',39.0,nM,7.41,293.79,CHEMBL1152507,7.4089353929735005
CHEMBL611961,CN1C2CCC1[C@@H](C(=O)NCc1ccc(CCNC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)cc1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',100.0,nM,7.0,673.73,CHEMBL1152507,7.0
CHEMBL611960,CN1C2CCC1[C@@H](C(=O)Nc1ccc(CCNC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)cc1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',180.0,nM,6.75,659.70,CHEMBL1152507,6.7447274948966935
CHEMBL457930,N#Cc1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,Ki,'=',10.0,nM,8.0,301.39,CHEMBL1152295,8.0
CHEMBL514447,c1ccc(CC2(c3c[nH]c4ccccc34)CCNC2)cc1,Ki,'=',60.0,nM,7.22,276.38,CHEMBL1152295,7.221848749616356
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Ki,'=',45.0,nM,7.35,297.42,CHEMBL1155538,7.346787486224656
CHEMBL403441,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,Ki,'=',12.0,nM,7.92,310.44,CHEMBL1155538,7.920818753952375
CHEMBL443979,Cc1nc(C#Cc2ccc(-c3cccnc3)c(F)c2)cs1,Ki,'<',6000.0,nM,,294.35,CHEMBL1136938,5.221848749616356
CHEMBL1214006,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C/C=C/CF,Ki,'=',142.0,nM,6.85,351.85,CHEMBL1212822,6.847711655616943
CHEMBL1626,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,Ki,'=',3060.0,nM,5.51,343.90,CHEMBL1909046,5.51427857351842
CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,Ki,'<',650.0,nM,,263.38,CHEMBL2384999,6.187086643357144
CHEMBL470082,Cl.Cl.OC1(C(CN2CCNCC2)c2cccc(C(F)(F)F)c2)CCCCC1,Ki,'=',58.0,nM,7.24,429.35,CHEMBL1155011,7.236572006437063
CHEMBL461095,CN(C)C[C@@H](c1cccc(Cl)c1)C1(O)CCCCC1,Ki,'=',41.0,nM,7.39,281.83,CHEMBL1155011,7.3872161432802645
CHEMBL602235,CC(C)OC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',0.3981,nM,9.4,300.23,CHEMBL1157620,9.400007822415901
CHEMBL598202,FC(F)(F)COC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',3.981,nM,8.4,340.17,CHEMBL1157620,8.400007822415901
CHEMBL2021577,CCOC[C@H]1[C@@H]2CNC[C@@]21C,Ki,'=',199.53,nM,6.7,155.24,CHEMBL1157620,6.699991797446187
CHEMBL598825,CCCOC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,Ki,'=',0.631,nM,9.2,300.23,CHEMBL1157620,9.199970640755865
CHEMBL599845,CCCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',31.62,nM,7.5,300.23,CHEMBL1157620,7.50003813440381
CHEMBL356981,CC(C)N(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',260.0,nM,6.58,334.29,CHEMBL1133565,6.585026652029182
CHEMBL378377,COc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1,Ki,'=',160.8,nM,6.79,313.40,CHEMBL1146108,6.793713955587568
CHEMBL592375,OC[C@@H]1[C@@H]2CNC[C@]12c1ccc(Cl)c(Cl)c1,Ki,'=',181.97,nM,6.74,258.15,CHEMBL1157620,6.740000204918113
CHEMBL204814,N[C@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(=O)O.O=C(O)C(=O)O,Ki,'=',402.0,nM,6.4,644.67,CHEMBL1138151,6.39577394691553
CHEMBL600854,Clc1cccc(Oc2ncccc2C2CCNCC2)c1Cl,Ki,'=',25.0,nM,7.6,323.22,CHEMBL1158522,7.6020599913279625
CHEMBL2206530,CN1Cc2cc(F)ccc2C(c2ccccc2)C1,Ki,'=',29.0,nM,7.54,241.31,CHEMBL2203266,7.5376020021010435
CHEMBL1818543,Cc1nc(C)n(CC23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,Ki,'=',1584.89,nM,5.8,351.28,CHEMBL1817647,5.800000874803203
CHEMBL219703,CCCCCC(c1ccc(Cl)cc1)C1CCCCN1,Ki,'=',160.0,nM,6.8,279.86,CHEMBL1139231,6.795880017344075
CHEMBL218568,CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)cc(C(C)=O)c1,Ki,'=',1390.0,nM,5.86,497.61,CHEMBL1139680,5.856985199745905
CHEMBL219334,CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1,Ki,'=',970.0,nM,6.01,279.86,CHEMBL1139231,6.013228265733755
CHEMBL217975,COc1cccc(C(CC(C)C)C2CCCCN2)c1,Ki,'=',3800.0,nM,5.42,261.41,CHEMBL1139231,5.42021640338319
CHEMBL459176,Cn1ccc2cc(C3(Cc4ccccc4)CCNC3)ccc21,Ki,'=',1.0,nM,9.0,290.41,CHEMBL1152295,9.0
CHEMBL504231,c1ccc(CCC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,Ki,'=',16.0,nM,7.8,290.41,CHEMBL1152295,7.795880017344075
CHEMBL486538,c1ccc(CC2(c3cnc4[nH]ccc4c3)CCNC2)cc1,Ki,'=',41.0,nM,7.39,277.37,CHEMBL1152295,7.3872161432802645
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,Ki,'=',63.0,nM,7.2,228.12,CHEMBL1152295,7.200659450546418
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Ki,'=',1116.0,nM,5.95,303.36,CHEMBL1152751,5.95233580539844
CHEMBL457966,NCCC1CCC(CCc2ccc(O)cc2)O1,Ki,'=',5947.0,nM,5.23,235.33,CHEMBL1152751,5.225702061500723
CHEMBL562569,O=C(c1ccccc1C1CCCC1)N(CC1CCC1)[C@H]1CCNC1,Ki,'=',18.0,nM,7.75,326.48,CHEMBL1153484,7.7447274948966935
CHEMBL561599,CC(c1ccccc1)N(c1ccc2[nH]ccc2c1)C1CCNCC1,Ki,'=',1584.89,nM,5.8,319.45,CHEMBL1153074,5.800000874803203
CHEMBL560999,O=C(C1CCC1)N(Cc1ccccc1C(F)(F)F)[C@H]1CCNC1,Ki,'=',148.0,nM,6.83,326.36,CHEMBL1153484,6.8297382846050425
CHEMBL196365,CNCCCC1Cc2ccccc2N(c2ccccc2)C1=O,Ki,'=',8.0,nM,8.1,294.40,CHEMBL1140387,8.096910013008056
CHEMBL420142,CNCC[C@H](Oc1cccc2c(OS(=O)(=O)[O-])c(OC)ccc12)c1cccs1.[Na+],Ki,'<',10000.0,nM,,445.49,CHEMBL1149199,5.0
CHEMBL1672288,N#Cc1cc(F)cc(C#Cc2csc(F)n2)c1,Ki,'<',10000.0,nM,,246.24,CHEMBL1671821,5.0
CHEMBL404247,CNCc1cc(C(=O)N2CCN(C3CC3)CC2)ccc1Oc1ccc(Cl)cc1,Ki,'=',1300.0,nM,5.89,399.92,CHEMBL1141555,5.886056647693163
CHEMBL426316,CCCCN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1.O=C(O)/C=C/C(=O)O,Ki,'=',8.3,nM,8.08,448.46,CHEMBL1147706,8.080921907623926
CHEMBL569270,CNc1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1,Ki,'<',10000.0,nM,,343.39,CHEMBL3085643,5.0
CHEMBL132955,OC1(c2ccc(Cl)cc2)c2cc(Cl)c(Cl)cc2C2=NCCN21,Ki,'=',40.0,nM,7.4,353.64,CHEMBL1135775,7.3979400086720375
CHEMBL1643897,COC(=O)[C@H]1[C@@H](c2ccc(C)cc2)C[C@H]2CC[C@@H]1N2C/C=C/I,Ki,'<',1000.0,nM,,425.31,CHEMBL1641373,6.0
CHEMBL145994,Clc1ccc([C@@H]2C[C@@H](NCc3ccccc3)c3ccccc32)cc1Cl,Ki,'=',2600.0,nM,5.58,368.31,CHEMBL1133565,5.585026652029182
CHEMBL43048,CNC(C)Cc1ccc2c(c1)OCO2,Ki,'=',398.0,nM,6.4,193.25,CHEMBL2390840,6.400116927926312
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Ki,'=',1394.0,nM,5.86,309.33,CHEMBL2390840,5.855737226238009
CHEMBL2206535,Cc1ccc(C2CN(C)Cc3cc(C)ccc32)cc1,Ki,'=',15.0,nM,7.82,251.37,CHEMBL2203266,7.823908740944319
CHEMBL2206532,COc1ccc2c(c1)CN(C)CC2c1cccc(C)c1,Ki,'=',7.3,nM,8.14,267.37,CHEMBL2203266,8.136677139879543
CHEMBL2206531,COc1ccc2c(c1)CN(C)CC2c1ccc(F)c(F)c1,Ki,'=',9.0,nM,8.05,289.32,CHEMBL2203266,8.045757490560675
CHEMBL2206527,Cc1cc(C2CN(C)Cc3ccccc32)ccc1F,Ki,'=',13.5,nM,7.87,255.34,CHEMBL2203266,7.8696662315049934
CHEMBL2206523,CN1Cc2ccccc2C(c2ccc(Cl)cc2)C1,Ki,'=',28.0,nM,7.55,257.76,CHEMBL2203266,7.552841968657781
CHEMBL400964,CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,Ki,'=',6450.0,nM,5.19,238.33,CHEMBL2203266,5.1904402853647325
CHEMBL2206522,Cc1cccc2c1C(c1ccccc1)CN(C)C2,Ki,'=',806.0,nM,6.09,237.35,CHEMBL2203266,6.09366495819491
CHEMBL2206519,CCOc1ccc2c(c1)CN(C)CC2c1ccccc1,Ki,'=',115.0,nM,6.94,267.37,CHEMBL2203266,6.939302159646388
CHEMBL323678,COc1ccc2cc([C@H]3C4CCC(C4)[C@@H]3CN(C)C)ccc2c1,Ki,'=',68.0,nM,7.17,309.45,CHEMBL1136239,7.167491087293763
CHEMBL511603,Cc1nc(C#Cc2cc(F)cc(-c3cccnc3)c2)cs1,Ki,'<',6000.0,nM,,294.35,CHEMBL1136938,5.221848749616356
CHEMBL493568,Cc1cccc(NC(=O)c2ccc(-c3cccc(F)c3)c(C#N)c2)n1,Ki,'<',6000.0,nM,,331.35,CHEMBL1136938,5.221848749616356
CHEMBL207712,O[C@](Cc1ccccc1)(c1ccccc1)[C@@H]1CNCCO1,Ki,'=',148.0,nM,6.83,283.37,CHEMBL1146108,6.8297382846050425
CHEMBL258291,CCCc1ccccc1Oc1cc(C)ncc1CN(C)C,Ki,'=',159.0,nM,6.8,284.40,CHEMBL1144031,6.798602875679548
CHEMBL258292,CCCc1ccccc1Oc1cc(C)ncc1CNC,Ki,'=',438.0,nM,6.36,270.38,CHEMBL1144031,6.3585258894959
CHEMBL440584,CNCc1cnc(C)cc1Oc1ccccc1Cl,Ki,'=',255.0,nM,6.59,262.74,CHEMBL1144031,6.5934598195660445
CHEMBL344513,CC(C)(C)N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',150.0,nM,6.82,334.29,CHEMBL1133565,6.823908740944319
CHEMBL205025,O=C(O)C(=O)O.O[C@@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,Ki,'=',440.0,nM,6.36,555.62,CHEMBL1138151,6.356547323513812
CHEMBL3085031,O=C(CCN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2)Nc1ccccc1,Ki,'=',2470.0,nM,5.61,475.58,CHEMBL1141240,5.607303046740334
CHEMBL597134,Fc1cccc(Cl)c1Oc1ncccc1C1CCNCC1,Ki,'=',33.0,nM,7.48,306.77,CHEMBL1158522,7.481486060122112
CHEMBL608704,CN1C2CCC1[C@@H](C(=O)Nc1ccc(NC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)cc1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',5400.0,nM,5.27,631.65,CHEMBL1152507,5.267606240177032
CHEMBL1079264,O=C(c1cccc(Cl)c1Cl)N(c1ccccc1)[C@H]1CCNC1,Ki,'=',11.0,nM,7.96,335.23,CHEMBL1154203,7.958607314841775
CHEMBL1078169,CC(C)CN(C(=O)c1ccccc1C(C)C)[C@H]1CCNC1,Ki,'=',65.0,nM,7.19,288.44,CHEMBL1154203,7.187086643357144
CHEMBL218847,CCCC(c1ccc(Cl)cc1)C1CCCCN1,Ki,'=',1400.0,nM,5.85,251.80,CHEMBL1139231,5.853871964321762
CHEMBL376852,CCC(c1ccc(Cl)cc1)C1CCCCN1,Ki,'<',9200.0,nM,,237.77,CHEMBL1139231,5.036212172654444
CHEMBL218848,CC(C)C(c1ccc(Cl)cc1)C1CCCCN1,Ki,'<',10000000.0,nM,,251.80,CHEMBL1139231,2.0
CHEMBL1080790,CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,Ki,'=',13.0,nM,7.89,329.27,CHEMBL1154203,7.886056647693163
CHEMBL356981,CC(C)N(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',420.0,nM,6.38,334.29,CHEMBL1133565,6.376750709602099
CHEMBL325669,CNCC[C@H](Oc1cccc2c(OC)c(O)ccc12)c1cccs1,Ki,'=',235.5,nM,6.63,343.45,CHEMBL1149199,6.628009088535085
CHEMBL1083405,CC(C)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,Ki,'=',22.0,nM,7.66,324.47,CHEMBL1155538,7.657577319177793
CHEMBL611367,Clc1ccc([C@@]2(CCOC3CCC3)[C@@H]3CNC[C@@H]32)cc1Cl,Ki,'=',3.981,nM,8.4,326.27,CHEMBL1157620,8.400007822415901
CHEMBL609023,CCOCC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,Ki,'=',7.943,nM,8.1,300.23,CHEMBL1157620,8.100015437450608
CHEMBL2021583,CCOC[C@@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CCC[C@@H]21,Ki,'=',25118.86,nM,4.6,285.21,CHEMBL1157620,4.600000074606178
CHEMBL2021582,CCOC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CCC[C@@H]21,Ki,'=',12.59,nM,7.9,285.21,CHEMBL1157620,7.899974269892137
CHEMBL596796,Cc1coc([C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)n1,Ki,'=',10.0,nM,8.0,309.20,CHEMBL1157620,8.0
CHEMBL596784,Clc1ccc([C@@]23CNC[C@@H]2[C@H]3COC2CCC2)cc1Cl,Ki,'=',158.49,nM,6.8,312.24,CHEMBL1157620,6.799998134593398
CHEMBL608430,Clc1ccc([C@]23CNC[C@H]2[C@@H]3COC2CCC2)cc1Cl,Ki,'=',1.259,nM,8.9,312.24,CHEMBL1157620,8.899974269892137
CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',0.5012,nM,9.3,286.20,CHEMBL1157620,9.299988937677888
CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',1.585,nM,8.8,286.20,CHEMBL1157620,8.79997073344623
CHEMBL603540,COC[C@@H]1[C@@H]2CNC[C@]12c1ccc(Cl)c(Cl)c1,Ki,'=',1288.25,nM,5.89,272.18,CHEMBL1157620,5.889999848866887
CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,Ki,'=',6.8,nM,8.17,263.38,CHEMBL1140203,8.167491087293763
CHEMBL3323091,CN1Cc2ccccc2C(c2cc3ccccc3o2)C1,Ki,'=',20.0,nM,7.7,263.34,CHEMBL3638841,7.698970004336019
CHEMBL3704752,CCCC(=O)NCCNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,'=',77.7,nM,7.11,399.41,CHEMBL3638905,7.1095789811990855
CHEMBL1323615,CN1c2ccccc2Sc2cc(N)ccc21,Ki,'=',3943.0,nM,5.4,228.32,CHEMBL1201862,5.404173222926777
CHEMBL3704748,CCC(=O)OCCNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,'=',10.6,nM,7.97,386.36,CHEMBL3638905,7.97469413473523
CHEMBL77675,N=C(Nc1ccccc1)Nc1ccccc1,Ki,'=',1143.0,nM,5.94,211.27,CHEMBL1909046,5.941953769604718
CHEMBL470481,Cl.Cl.OC1([C@@H](CN2CCNCC2)c2cccc(OC(F)(F)F)c2)CCCCC1,Ki,'=',544.0,nM,6.26,445.35,CHEMBL1155011,6.2644011003018205
CHEMBL223166,COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,Ki,'=',0.95,nM,9.02,299.37,CHEMBL1139340,9.022276394711152
CHEMBL599371,Cc1ccc(Oc2ncccc2C2CCNCC2)c(F)c1,Ki,'=',921.0,nM,6.04,286.35,CHEMBL1158522,6.035740369803151
CHEMBL3104093,CN1CCc2c(c3cccc4c3n2CCc2ccccc2-4)C1,Ki,'=',1949.84,nM,5.71,288.39,CHEMBL3102773,5.710001024518514
CHEMBL511959,CN1CCN(C[C@@H](c2cccc(OC(F)(F)F)c2)C2(O)CCCCC2)CC1.Cl.Cl,Ki,'=',785.0,nM,6.11,459.38,CHEMBL1155011,6.105130343254747
CHEMBL461705,Cl.Cl.OC1(C(CN2CCNCC2)c2cccc(Cl)c2)CCCCC1,Ki,'=',18.0,nM,7.75,395.80,CHEMBL1155011,7.7447274948966935
CHEMBL511347,CN1CCN(CC(c2cccc(Cl)c2)C2(O)CCCCC2)CC1.Cl.Cl,Ki,'=',46.0,nM,7.34,409.83,CHEMBL1155011,7.337242168318426
CHEMBL296602,CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',1.585,nM,8.8,292.21,CHEMBL1817647,8.79997073344623
CHEMBL1818445,Cc1csc(C23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,Ki,'=',31.62,nM,7.5,339.29,CHEMBL1817647,7.50003813440381
CHEMBL1818457,FC(F)(F)c1ccn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,Ki,'=',158.49,nM,6.8,390.24,CHEMBL1817647,6.799998134593398
CHEMBL456017,COc1ccc(F)cc1[C@@H]1CC[C@H](CCN)O1,Ki,'=',48870.0,nM,4.31,239.29,CHEMBL1152751,4.3109576609718285
CHEMBL450987,COc1ccc(F)cc1C[C@@H]1CC[C@H](CN)O1,Ki,'=',9085.0,nM,5.04,239.29,CHEMBL1152751,5.041675068355947
CHEMBL476116,CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,Ki,'=',6.0,nM,8.22,322.45,CHEMBL1153484,8.221848749616356
CHEMBL1224492,CCCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,Ki,'=',1.0,nM,9.0,288.37,CHEMBL1221322,9.0
CHEMBL1173533,CCOC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',7.943,nM,8.1,300.23,CHEMBL1177725,8.100015437450608
CHEMBL1173416,COC[C@@]12CN[C@@H](C)C[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',50.12,nM,7.3,300.23,CHEMBL1177725,7.299988937677887
CHEMBL478835,CC(C)S(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,Ki,'=',10.0,nM,8.0,358.51,CHEMBL1155858,8.0
CHEMBL476941,CC(C)CC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,Ki,'=',30.0,nM,7.52,336.48,CHEMBL1155858,7.522878745280337
CHEMBL1818442,Cl.Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,Ki,'=',63.1,nM,7.2,264.58,CHEMBL1817647,7.199970640755866
CHEMBL596806,CCC(C)OCC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CNC[C@@H]21,Ki,'=',3.981,nM,8.4,328.28,CHEMBL1157620,8.400007822415901
CHEMBL597000,Cc1csc(C[C@H]2[C@@H]3CNC[C@@]32c2ccc(Cl)c(Cl)c2)n1,Ki,'=',0.3162,nM,9.5,339.29,CHEMBL1157620,9.500038134403809
CHEMBL2021580,COCC[C@H]1[C@]2(C)CNC[C@]12c1ccc(Cl)c(Cl)c1,Ki,'=',1.0,nM,9.0,300.23,CHEMBL1157620,9.0
CHEMBL611990,CN(C)C[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',31.62,nM,7.5,285.22,CHEMBL1157620,7.50003813440381
CHEMBL596809,COC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,Ki,'=',1.738,nM,8.76,272.17,CHEMBL1157620,8.759950227887352
CHEMBL600645,CCC[C@H]1[C@@H]2CNC[C@]12c1ccc(Cl)c(Cl)c1,Ki,'=',1.995,nM,8.7,270.20,CHEMBL1157620,8.700057099977233
