molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units
CHEMBL2206524,CN1Cc2ccccc2C(c2ccc(F)c(F)c2)C1,Ki,'=',266.0,nM
CHEMBL708,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,Ki,'=',53.0,nM
CHEMBL2112981,C(=C/c1ccccc1)\CN1CCN(C[C@@H]2ON=C3c4ccccc4NC[C@H]32)CC1,Ki,'=',84.0,nM
CHEMBL2112975,CCOC(=O)N1C[C@@H]2C(=NO[C@H]2CN2CCN(C/C=C/c3ccccc3)CC2)c2ccccc21,Ki,'=',2.6,nM
CHEMBL2112985,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C(C)=C/c4ccccc4)CC3)[C@@H]1CN2,Ki,'=',8.9,nM
CHEMBL211396,CN1C2CCC1C1COC(=O)Cc3ccc(cc3)CC(=O)Nc3ccc(cc3)C1C2,Ki,'>',2000.0,nM
CHEMBL214209,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2,Ki,'=',50.0,nM
CHEMBL146332,CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,'=',4.0,nM
CHEMBL2114391,[11CH3]Sc1ccc([C@@H]2CN3CCC[C@@H]3c3ccccc32)cc1,Ki,'=',1.82,nM
CHEMBL106939,CN(C)Cc1ccccc1Sc1ccc(C#N)cc1N,Ki,'=',1.1,nM
CHEMBL206128,Fc1ccc(C(OCCC2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c2ccc(F)cc2)cc1.O=C(O)C(=O)O,Ki,'=',136.0,nM
CHEMBL444540,C[C@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(=O)O,Ki,'=',53.0,nM
CHEMBL383464,O=C(O)C(=O)O.O[C@@H](CCc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Ki,'=',38.0,nM
CHEMBL3233142,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1,Ki,'=',61.0,nM
CHEMBL3233427,O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCC3)c1ccc(F)cc1,Ki,'=',98.0,nM
CHEMBL113136,CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,Ki,'=',25.0,nM
CHEMBL1081649,COc1cccc(-c2ccc(C(=O)N3CCN(C(=O)c4ccc5cc[nH]c5c4)[C@H](C)C3)cc2)c1,Ki,'>',10000.0,nM
CHEMBL6467,CSc1ccc(CC(C)N)cc1,Ki,'=',450.0,nM
CHEMBL599592,Cc1cccc(F)c1Oc1ncccc1C1CCNCC1,Ki,'=',102.0,nM
CHEMBL608148,c1ccc(Oc2ncccc2C2CCNCC2)cc1,Ki,'=',1890.0,nM
CHEMBL318235,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C(C)=C/c4ccc(F)cc4)CC3)[C@@H]1CO2,Ki,'=',1.2,nM
CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,Ki,'=',1800.0,nM
CHEMBL387117,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,Ki,'=',1500.0,nM
