descr_type,descriptors,scaled,source
moe_raw,ASA;ASA+;ASA-;ASA_H;ASA_P;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nB;a_nBr;a_nC;a_nCl;a_nF;a_nH;a_nI;a_nN;a_nO;a_nP;a_nS;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_double;b_heavy;b_max1len;b_rotN;b_rotR;b_single;b_triple;CASA+;CASA-;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;chiral;chiral_u;DASA;DCASA;dens;density;diameter;dipole;dipoleX;dipoleY;dipoleZ;E;E_ang;E_ele;E_nb;E_oop;E_rele;E_rnb;E_rsol;E_rvdw;E_sol;E_stb;E_str;E_strain;E_tor;E_vdw;FASA+;FASA-;FASA_H;FASA_P;FCASA+;FCASA-;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3;glob;h_ema;h_emd;h_emd_C;h_logD;h_logP;h_logS;h_log_dbo;h_log_pbo;h_mr;h_pavgQ;h_pKa;h_pKb;h_pstates;h_pstrain;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;KierFlex;lip_acc;lip_don;lip_druglike;lip_violation;logP(o/w);logS;mr;mutagenic;nmol;npr1;npr2;opr_brigid;opr_leadlike;opr_nring;opr_nrot;opr_violation;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+0;PEOE_VSA+1;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS;PEOE_VSA_PPOS;petitjean;petitjeanSC;pmi;pmi1;pmi2;pmi3;pmiX;pmiY;pmiZ;Q_PC+;Q_PC-;Q_RPC+;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPNEG;Q_VSA_FPOL;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_POS;Q_VSA_PPOS;radius;reactive;rgyr;rings;RPC+;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;std_dim1;std_dim2;std_dim3;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vol;VSA;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd;vsa_other;vsa_pol;vsurf_A;vsurf_CP;vsurf_CW1;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_CW7;vsurf_CW8;vsurf_D1;vsurf_D2;vsurf_D3;vsurf_D4;vsurf_D5;vsurf_D6;vsurf_D7;vsurf_D8;vsurf_DD12;vsurf_DD13;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_HB6;vsurf_HB7;vsurf_HB8;vsurf_HL1;vsurf_HL2;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_ID8;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_IW7;vsurf_IW8;vsurf_R;vsurf_S;vsurf_V;vsurf_W1;vsurf_W2;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_W6;vsurf_W7;vsurf_W8;vsurf_Wp1;vsurf_Wp2;vsurf_Wp3;vsurf_Wp4;vsurf_Wp5;vsurf_Wp6;vsurf_Wp7;vsurf_Wp8;Weight;weinerPath;weinerPol;zagreb,0,moe
moe_norm,ASA+_per_atom;ASA-;ASA_H_per_atom;ASA_P;ASA_per_atom;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0_per_atom;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0_per_atom;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3_per_atom;CASA+_per_atom;CASA-_per_atom;DASA_per_atom;DCASA_per_atom;FASA+;FASA-;FASA_H;FASA_P;FCASA+_per_atom;FCASA-;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3_per_atom;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3_per_atom;Kier1_per_atom;Kier2_per_atom;Kier3_per_atom;KierA1_per_atom;KierA2_per_atom;KierA3_per_atom;KierFlex_per_atom;PC+_per_atom;PC-_per_atom;PEOE_PC+;PEOE_PC-_per_atom;PEOE_RPC+;PEOE_RPC-_per_atom;PEOE_VSA+0_per_atom;PEOE_VSA+1_per_atom;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPPOS;PEOE_VSA_HYD_per_atom;PEOE_VSA_NEG_per_atom;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS_per_atom;PEOE_VSA_PPOS;Q_VSA_FHYD;Q_VSA_FPNEG;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD_per_atom;Q_VSA_NEG_per_atom;Q_VSA_PNEG;Q_VSA_POL_per_atom;Q_VSA_POS_per_atom;Q_VSA_PPOS_per_atom;RPC+_per_atom;RPC-_per_atom;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5_per_atom;SMR_VSA6_per_atom;SMR_VSA7;SMR_per_atom;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;TPSA;VAdjEq_per_atom;VAdjMa_per_atom;VDistEq_per_atom;VDistMa_per_atom;VSA_per_atom;Weight_per_atom;a_IC_per_atom;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy_per_atom;a_hyd_per_atom;a_nB;a_nBr;a_nC_per_atom;a_nCl;a_nF;a_nI;a_nN;a_nO;a_nP;a_nS;apol_per_atom;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext_per_atom;b_1rotN_per_atom;b_1rotR;b_ar;b_count_per_atom;b_double;b_heavy_per_atom;b_max1len;b_rotN_per_atom;b_rotR;b_single_per_atom;b_triple;balabanJ_per_atom;bpol_per_atom;chi0_C_per_atom;chi0_per_atom;chi0v_C_per_atom;chi0v_per_atom;chi1_C_per_atom;chi1_per_atom;chi1v_C_per_atom;chi1v_per_atom;chiral;chiral_u;dens;density;diameter_per_atom;dipole;dipoleX;dipoleY;dipoleZ;glob;h_ema;h_emd_C_per_atom;h_emd_per_atom;h_logD;h_logP;h_logS;h_log_dbo;h_log_pbo;h_mr_per_atom;h_pKa;h_pKb;h_pavgQ;h_pstates;h_pstrain;lip_acc_per_atom;lip_don;lip_druglike;lip_violation_per_atom;logP(o/w);logS;mr_per_atom;mutagenic;npr1;npr2;opr_brigid_per_atom;opr_leadlike_per_atom;opr_nrot_per_atom;opr_violation_per_atom;petitjean;petitjeanSC;pmi1_per_atom;pmi2_per_atom;pmi3_per_atom;pmiX_per_atom;pmiY_per_atom;pmiZ_per_atom;pmi_per_atom;radius_per_atom;reactive;rgyr_per_atom;rings_per_atom;rsynth;std_dim1;std_dim2_per_atom;std_dim3_per_atom;vdw_area_per_atom;vdw_vol_per_atom;vol_per_atom;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd_per_atom;vsa_other;vsa_pol;vsurf_A;vsurf_CP;vsurf_CW1_per_atom;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_CW7;vsurf_CW8;vsurf_D1_per_atom;vsurf_D2_per_atom;vsurf_D3_per_atom;vsurf_D4_per_atom;vsurf_D5_per_atom;vsurf_D6_per_atom;vsurf_D7_per_atom;vsurf_D8_per_atom;vsurf_DD12;vsurf_DD13;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G_per_atom;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_HB6;vsurf_HB7;vsurf_HB8;vsurf_HL1;vsurf_HL2;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_ID8;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_IW7;vsurf_IW8;vsurf_R_per_atom;vsurf_S_per_atom;vsurf_V_per_atom;vsurf_W1_per_atom;vsurf_W2_per_atom;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_W6;vsurf_W7;vsurf_W8;vsurf_Wp1_per_atom;vsurf_Wp2_per_atom;vsurf_Wp3;vsurf_Wp4;vsurf_Wp5;vsurf_Wp6;vsurf_Wp7;vsurf_Wp8;weinerPath;weinerPol_per_atom;zagreb_per_atom,1,moe
moe,ASA+_per_atom;ASA-;ASA_H_per_atom;ASA_P;ASA_per_atom;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0_per_atom;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0_per_atom;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3_per_atom;CASA+_per_atom;CASA-_per_atom;DASA_per_atom;DCASA_per_atom;FASA+;FASA-;FASA_H;FASA_P;FCASA+_per_atom;FCASA-;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3_per_atom;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3_per_atom;Kier1_per_atom;Kier2_per_atom;Kier3_per_atom;KierA1_per_atom;KierA2_per_atom;KierA3_per_atom;KierFlex_per_atom;PC+_per_atom;PC-_per_atom;PEOE_PC+;PEOE_PC-_per_atom;PEOE_RPC+;PEOE_RPC-_per_atom;PEOE_VSA+0_per_atom;PEOE_VSA+1_per_atom;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPPOS;PEOE_VSA_HYD_per_atom;PEOE_VSA_NEG_per_atom;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS_per_atom;PEOE_VSA_PPOS;Q_VSA_FHYD;Q_VSA_FPNEG;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD_per_atom;Q_VSA_NEG_per_atom;Q_VSA_PNEG;Q_VSA_POL_per_atom;Q_VSA_POS_per_atom;Q_VSA_PPOS_per_atom;RPC+_per_atom;RPC-_per_atom;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5_per_atom;SMR_VSA6_per_atom;SMR_VSA7;SMR_per_atom;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;TPSA;VAdjEq_per_atom;VAdjMa_per_atom;VDistEq_per_atom;VDistMa_per_atom;VSA_per_atom;Weight_per_atom;a_IC_per_atom;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy_per_atom;a_hyd_per_atom;a_nB;a_nBr;a_nC_per_atom;a_nCl;a_nF;a_nI;a_nN;a_nO;a_nP;a_nS;apol_per_atom;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext_per_atom;b_1rotN_per_atom;b_1rotR;b_ar;b_count_per_atom;b_double;b_heavy_per_atom;b_max1len;b_rotN_per_atom;b_rotR;b_single_per_atom;b_triple;balabanJ_per_atom;bpol_per_atom;chi0_C_per_atom;chi0_per_atom;chi0v_C_per_atom;chi0v_per_atom;chi1_C_per_atom;chi1_per_atom;chi1v_C_per_atom;chi1v_per_atom;chiral;chiral_u;dens;density;diameter_per_atom;dipole;dipoleX;dipoleY;dipoleZ;glob;h_ema;h_emd_C_per_atom;h_emd_per_atom;h_logD;h_logP;h_logS;h_log_dbo;h_log_pbo;h_mr_per_atom;h_pKa;h_pKb;h_pavgQ;h_pstates;h_pstrain;lip_acc_per_atom;lip_don;lip_druglike;lip_violation_per_atom;logP(o/w);logS;mr_per_atom;mutagenic;npr1;npr2;opr_brigid_per_atom;opr_leadlike_per_atom;opr_nrot_per_atom;opr_violation_per_atom;petitjean;petitjeanSC;pmi1_per_atom;pmi2_per_atom;pmi3_per_atom;pmiX_per_atom;pmiY_per_atom;pmiZ_per_atom;pmi_per_atom;radius_per_atom;reactive;rgyr_per_atom;rings_per_atom;rsynth;std_dim1;std_dim2_per_atom;std_dim3_per_atom;vdw_area_per_atom;vdw_vol_per_atom;vol_per_atom;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd_per_atom;vsa_other;vsa_pol;vsurf_A;vsurf_CP;vsurf_CW1_per_atom;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_CW7;vsurf_CW8;vsurf_D1_per_atom;vsurf_D2_per_atom;vsurf_D3_per_atom;vsurf_D4_per_atom;vsurf_D5_per_atom;vsurf_D6_per_atom;vsurf_D7_per_atom;vsurf_D8_per_atom;vsurf_DD12;vsurf_DD13;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G_per_atom;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_HB6;vsurf_HB7;vsurf_HB8;vsurf_HL1;vsurf_HL2;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_ID8;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_IW7;vsurf_IW8;vsurf_R_per_atom;vsurf_S_per_atom;vsurf_V_per_atom;vsurf_W1_per_atom;vsurf_W2_per_atom;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_W6;vsurf_W7;vsurf_W8;vsurf_Wp1_per_atom;vsurf_Wp2_per_atom;vsurf_Wp3;vsurf_Wp4;vsurf_Wp5;vsurf_Wp6;vsurf_Wp7;vsurf_Wp8;weinerPath;weinerPol_per_atom;zagreb_per_atom,1,moe
moe_filtered,ASA;ASA+;ASA-;ASA_H;ASA_P;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;CASA+;CASA-;DASA;DCASA;FASA+;FASA-;FASA_H;FASA_P;FCASA+;FCASA-;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;KierFlex;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+0;PEOE_VSA+1;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS;PEOE_VSA_PPOS;Q_VSA_FHYD;Q_VSA_FPNEG;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_POS;Q_VSA_PPOS;RPC+;RPC-;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;VSA;Weight;a_IC;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy;a_hyd;a_nB;a_nBr;a_nC;a_nCl;a_nF;a_nI;a_nN;a_nO;a_nP;a_nS;apol;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext;b_1rotN;b_1rotR;b_ar;b_count;b_double;b_heavy;b_max1len;b_rotN;b_rotR;b_single;b_triple;balabanJ;bpol;chi0;chi0_C;chi0v;chi0v_C;chi1;chi1_C;chi1v;chi1v_C;chiral;chiral_u;dens;density;diameter;dipole;dipoleX;dipoleY;dipoleZ;glob;h_ema;h_emd;h_emd_C;h_logD;h_logP;h_logS;h_log_dbo;h_log_pbo;h_mr;h_pKa;h_pKb;h_pavgQ;h_pstates;h_pstrain;lip_acc;lip_don;lip_druglike;lip_violation;logP(o/w);logS;mr;mutagenic;npr1;npr2;opr_brigid;opr_leadlike;opr_nrot;opr_violation;petitjean;petitjeanSC;pmi;pmi1;pmi2;pmi3;pmiX;pmiY;pmiZ;radius;reactive;rgyr;rings;rsynth;std_dim1;std_dim2;std_dim3;vdw_area;vdw_vol;vol;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd;vsa_other;vsa_pol;vsurf_A;vsurf_CP;vsurf_CW1;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_CW7;vsurf_CW8;vsurf_D1;vsurf_D2;vsurf_D3;vsurf_D4;vsurf_D5;vsurf_D6;vsurf_D7;vsurf_D8;vsurf_DD12;vsurf_DD13;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_HB6;vsurf_HB7;vsurf_HB8;vsurf_HL1;vsurf_HL2;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_ID8;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_IW7;vsurf_IW8;vsurf_R;vsurf_S;vsurf_V;vsurf_W1;vsurf_W2;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_W6;vsurf_W7;vsurf_W8;vsurf_Wp1;vsurf_Wp2;vsurf_Wp3;vsurf_Wp4;vsurf_Wp5;vsurf_Wp6;vsurf_Wp7;vsurf_Wp8;weinerPath;weinerPol;zagreb,0,moe
moe_scaled,ASA+_per_atom;ASA-;ASA_H_per_atom;ASA_P;ASA_per_atom;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0_per_atom;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0_per_atom;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3_per_atom;CASA+_per_atom;CASA-_per_atom;DASA_per_atom;DCASA_per_atom;E;E_ang;E_ele;E_nb;E_oop;E_sol;E_stb;E_str;E_strain;E_tor;E_vdw;FASA+;FASA-;FASA_H;FASA_P;FCASA+_per_atom;FCASA-;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3_per_atom;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3_per_atom;Kier1_per_atom;Kier2_per_atom;Kier3_per_atom;KierA1_per_atom;KierA2_per_atom;KierA3_per_atom;KierFlex_per_atom;PC+_per_atom;PC-_per_atom;PEOE_PC+;PEOE_PC-_per_atom;PEOE_RPC+;PEOE_RPC-_per_atom;PEOE_VSA+0_per_atom;PEOE_VSA+1_per_atom;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPPOS;PEOE_VSA_HYD_per_atom;PEOE_VSA_NEG_per_atom;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS_per_atom;PEOE_VSA_PPOS;Q_VSA_FHYD;Q_VSA_FPNEG;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD_per_atom;Q_VSA_NEG_per_atom;Q_VSA_PNEG;Q_VSA_POL_per_atom;Q_VSA_POS_per_atom;Q_VSA_PPOS_per_atom;RPC+_per_atom;RPC-_per_atom;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5_per_atom;SMR_VSA6_per_atom;SMR_VSA7;SMR_per_atom;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;TPSA;VAdjEq_per_atom;VAdjMa_per_atom;VDistEq_per_atom;VDistMa_per_atom;VSA_per_atom;Weight_per_atom;a_IC_per_atom;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy_per_atom;a_hyd_per_atom;a_nB;a_nBr;a_nC_per_atom;a_nCl;a_nF;a_nI;a_nN;a_nO;a_nP;a_nS;apol_per_atom;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext_per_atom;b_1rotN_per_atom;b_1rotR;b_ar;b_count_per_atom;b_double;b_heavy_per_atom;b_max1len;b_rotN_per_atom;b_rotR;b_single_per_atom;b_triple;balabanJ_per_atom;bpol_per_atom;chi0_C_per_atom;chi0_per_atom;chi0v_C_per_atom;chi0v_per_atom;chi1_C_per_atom;chi1_per_atom;chi1v_C_per_atom;chi1v_per_atom;chiral;chiral_u;dens;density;diameter_per_atom;dipole;dipoleX;dipoleY;dipoleZ;glob;h_ema;h_emd_C_per_atom;h_emd_per_atom;h_logD;h_logP;h_logS;h_log_dbo;h_log_pbo;h_mr_per_atom;h_pKa;h_pKb;h_pavgQ;h_pstates;h_pstrain;lip_acc_per_atom;lip_don;lip_druglike;lip_violation_per_atom;logP(o/w);logS;mr_per_atom;mutagenic;npr1;npr2;opr_brigid_per_atom;opr_leadlike_per_atom;opr_nrot_per_atom;opr_violation_per_atom;petitjean;petitjeanSC;pmi1_per_atom;pmi2_per_atom;pmi3_per_atom;pmiX_per_atom;pmiY_per_atom;pmiZ_per_atom;pmi_per_atom;radius_per_atom;reactive;rgyr_per_atom;rings_per_atom;rsynth;std_dim1;std_dim2_per_atom;std_dim3_per_atom;vdw_area_per_atom;vdw_vol_per_atom;vol_per_atom;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd_per_atom;vsa_other;vsa_pol;vsurf_A;vsurf_CP;vsurf_CW1_per_atom;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_CW7;vsurf_CW8;vsurf_D1_per_atom;vsurf_D2_per_atom;vsurf_D3_per_atom;vsurf_D4_per_atom;vsurf_D5_per_atom;vsurf_D6_per_atom;vsurf_D7_per_atom;vsurf_D8_per_atom;vsurf_DD12;vsurf_DD13;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G_per_atom;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_HB6;vsurf_HB7;vsurf_HB8;vsurf_HL1;vsurf_HL2;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_ID8;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_IW7;vsurf_IW8;vsurf_R_per_atom;vsurf_S_per_atom;vsurf_V_per_atom;vsurf_W1_per_atom;vsurf_W2_per_atom;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_W6;vsurf_W7;vsurf_W8;vsurf_Wp1_per_atom;vsurf_Wp2_per_atom;vsurf_Wp3;vsurf_Wp4;vsurf_Wp5;vsurf_Wp6;vsurf_Wp7;vsurf_Wp8;weinerPath;weinerPol_per_atom;zagreb_per_atom,1,moe
